Member_ID,Gender,Age,Locker_Rental,Visit_Frequency,Duration_Minutes
MEM_07383,Female,36,No,8,137.1
MEM_12864,Male,29,No,29,178.1
MEM_08218,Female,55,No,19,52.0
MEM_09577,Female,63,No,25,36.7
MEM_09470,Female,28,Yes,18,48.5
MEM_11545,Male,30,Yes,30,88.6
MEM_01649,Female,48,No,9,33.1
MEM_14802,Male,31,Yes,22,111.7
MEM_09652,Male,35,No,16,49.5
MEM_02724,Female,53,No,8,11.7
MEM_12255,Female,36,No,25,95.7
MEM_00938,Female,38,No,4,15.6
MEM_04510,Female,24,Yes,5,117.8
MEM_12860,Male,39,Yes,25,97.5
MEM_14256,Female,55,Yes,19,152.3
MEM_04694,Male,27,Yes,6,144.2
MEM_07238,Male,27,Yes,7,105.7
MEM_09619,Male,35,No,24,37.4
MEM_00998,Female,28,No,3,21.3
MEM_08771,Male,41,Yes,23,42.0
MEM_04528,Male,63,Yes,4,101.9
MEM_03870,Male,21,No,4,114.7
MEM_12945,Male,36,Yes,20,136.1
MEM_05354,Female,55,No,4,106.6
MEM_14269,Male,38,No,21,113.0
MEM_02907,Male,38,No,2,45.4
MEM_10761,Male,27,No,21,55.6
MEM_09782,Male,41,No,24,49.2
MEM_03538,Male,18,Yes,4,38.6
MEM_05993,Male,48,No,6,128.4
MEM_14173,Female,19,No,21,103.3
MEM_00915,Female,59,Yes,5,28.4
MEM_13559,Male,25,No,23,134.0
MEM_04415,Female,59,No,12,135.2
MEM_10280,Female,39,No,22,29.5
MEM_10126,Male,23,No,28,28.6
MEM_01817,Male,48,No,3,36.9
MEM_14646,Male,55,No,25,108.9
MEM_09893,Female,24,Yes,19,42.3
MEM_03949,Male,60,No,8,96.5
MEM_00337,Male,54,Yes,3,30.8
MEM_02072,Female,53,Yes,4,18.9
MEM_14908,Male,42,No,24,133.5
MEM_05822,Male,29,No,5,157.4
MEM_14270,Female,28,No,19,104.1
MEM_05143,Male,49,No,4,151.0
MEM_08200,Male,39,No,23,45.2
MEM_03513,Male,56,Yes,1,43.6
MEM_02815,Female,43,No,6,37.1
MEM_14917,Female,21,Yes,21,134.7
MEM_14645,Female,57,No,25,93.3
MEM_13838,Male,41,No,21,117.0
MEM_10862,Male,34,No,25,42.8
MEM_08422,Female,44,Yes,28,41.0
MEM_00766,Female,46,Yes,4,25.8
MEM_03782,Female,19,Yes,6,123.8
MEM_14350,Male,20,No,27,104.5
MEM_01144,Male,22,No,4,19.4
MEM_12232,Male,47,Yes,28,140.2
MEM_02510,Male,42,No,5,44.2
MEM_07379,Female,39,No,8,120.5
MEM_02273,Female,21,Yes,4,27.2
MEM_02860,Male,31,No,3,36.8
MEM_01221,Male,47,No,5,29.2
MEM_10812,Female,48,Yes,28,31.4
MEM_04864,Male,22,No,6,145.0
MEM_14540,Female,27,No,26,134.6
MEM_07310,Male,61,No,4,115.8
MEM_11519,Female,30,No,21,86.1
MEM_13895,Male,53,No,24,109.3
MEM_06757,Male,52,No,2,154.6
MEM_04924,Male,57,Yes,5,123.6
MEM_04532,Female,33,No,8,127.5
MEM_06392,Female,55,Yes,5,128.0
MEM_01672,Male,59,No,3,39.3
MEM_11468,Male,59,No,22,113.8
MEM_07699,Male,43,No,27,42.1
MEM_08870,Male,31,No,25,31.7
MEM_04055,Male,60,No,5,140.2
MEM_14058,Male,58,No,23,104.6
MEM_01808,Female,58,Yes,1,29.7
MEM_02275,Female,35,Yes,2,31.2
MEM_03761,Female,20,No,11,118.5
MEM_12663,Male,20,No,25,124.2
MEM_10564,Female,36,No,26,44.5
MEM_14186,Female,18,Yes,27,168.0
MEM_06489,Female,23,No,8,103.4
MEM_02045,Female,36,Yes,6,28.9
MEM_09301,Female,38,No,22,42.4
MEM_13508,Male,52,No,21,150.0
MEM_05113,Male,64,No,3,161.1
MEM_01295,Female,43,Yes,4,40.7
MEM_12139,Female,41,No,24,122.5
MEM_04687,Female,36,Yes,6,121.5
MEM_03952,Male,58,Yes,5,93.7
MEM_06558,Female,55,No,6,173.0
MEM_04317,Male,57,No,8,138.4
MEM_13613,Male,28,No,24,124.9
MEM_00444,Female,57,No,1,10.0
MEM_05519,Male,58,No,5,124.9
MEM_00858,Female,33,Yes,3,36.9
MEM_07717,Female,51,No,20,40.3
MEM_04439,Female,48,No,8,163.2
MEM_05321,Female,35,Yes,5,115.5
MEM_00841,Male,61,Yes,5,32.0
MEM_12137,Female,57,Yes,21,101.0
MEM_11564,Female,36,Yes,21,138.4
MEM_13888,Male,25,Yes,27,131.1
MEM_11547,Male,56,Yes,20,160.4
MEM_00994,Female,23,No,2,46.0
MEM_14847,Male,48,Yes,25,121.2
MEM_09001,Female,61,Yes,26,51.7
MEM_01554,Male,39,Yes,4,27.4
MEM_14510,Female,36,No,24,124.3
MEM_01973,Female,26,No,4,24.0
MEM_01951,Female,30,No,7,27.8
MEM_14142,Male,35,Yes,31,137.3
MEM_09494,Male,57,No,20,38.2
MEM_14336,Female,60,Yes,29,138.8
MEM_10275,Male,54,No,25,42.6
MEM_02513,Female,33,Yes,3,33.1
MEM_05559,Male,59,Yes,8,138.3
MEM_11152,Male,33,Yes,19,48.7
MEM_02835,Male,34,Yes,3,31.0
MEM_04700,Female,35,No,2,136.6
MEM_02445,Male,34,Yes,5,28.5
MEM_02233,Female,29,Yes,6,33.9
MEM_03050,Female,64,Yes,1,20.5
MEM_10024,Female,42,No,14,37.8
MEM_00400,Male,32,No,1,29.4
MEM_09264,Male,58,Yes,22,31.2
MEM_07589,Female,39,Yes,13,30.5
MEM_05198,Female,41,Yes,7,102.3
MEM_07719,Male,22,No,26,32.0
MEM_09858,Male,47,No,25,41.8
MEM_01023,Female,46,No,8,30.2
MEM_03298,Female,36,Yes,2,17.3
MEM_06494,Female,21,No,9,124.0
MEM_09069,Male,54,No,29,54.8
MEM_14647,Male,62,Yes,24,101.7
MEM_06912,Female,59,No,8,112.8
MEM_07968,Female,38,No,20,47.8
MEM_08140,Female,18,No,23,62.5
MEM_04241,Female,38,Yes,6,127.7
MEM_05424,Male,56,Yes,8,138.9
MEM_07364,Male,30,Yes,6,148.4
MEM_07745,Female,22,Yes,18,39.5
MEM_06498,Male,35,Yes,8,133.8
MEM_12291,Female,19,No,23,120.6
MEM_04080,Male,55,No,6,127.4
MEM_00803,Male,64,No,3,20.3
MEM_01550,Male,62,Yes,4,27.9
MEM_01009,Female,54,Yes,3,37.2
MEM_14960,Female,46,Yes,22,140.6
MEM_08677,Male,43,No,29,24.1
MEM_02737,Female,40,Yes,5,15.9
MEM_06247,Female,28,No,5,144.0
MEM_05095,Male,44,Yes,5,114.1
MEM_00648,Female,52,No,4,40.8
MEM_08810,Male,40,No,23,44.5
MEM_02862,Female,24,No,2,17.7
MEM_04975,Male,19,No,5,157.5
MEM_07134,Female,55,No,8,141.9
MEM_13264,Female,59,Yes,25,105.7
MEM_07811,Female,19,No,21,30.6
MEM_00550,Male,34,No,4,25.8
MEM_11228,Female,46,No,25,41.4
MEM_05617,Male,49,No,9,128.8
MEM_07757,Male,54,No,26,53.3
MEM_14290,Male,29,No,21,114.2
MEM_00211,Female,48,No,6,48.9
MEM_12532,Female,21,Yes,24,124.3
MEM_11624,Male,28,Yes,27,127.4
MEM_01781,Male,46,No,4,22.5
MEM_10942,Female,46,No,20,43.0
MEM_03543,Male,44,No,2,20.2
MEM_07477,Male,37,Yes,9,137.3
MEM_01438,Male,52,No,5,20.8
MEM_02515,Male,49,No,5,31.4
MEM_02868,Male,62,No,5,15.6
MEM_02434,Male,61,No,4,29.4
MEM_05045,Male,43,Yes,2,114.8
MEM_04792,Female,59,Yes,5,152.5
MEM_10873,Female,47,No,15,35.1
MEM_09265,Female,40,Yes,23,40.6
MEM_09485,Female,21,Yes,23,38.1
MEM_01314,Male,32,No,4,37.4
MEM_14855,Male,39,Yes,28,133.3
MEM_06515,Male,31,Yes,7,128.7
MEM_12742,Female,58,No,27,116.9
MEM_03979,Female,20,No,6,105.5
MEM_00012,Male,35,No,4,21.9
MEM_06510,Female,61,No,6,119.6
MEM_00818,Female,18,No,4,44.5
MEM_02784,Male,44,No,3,23.1
MEM_10993,Male,62,No,17,31.8
MEM_12981,Male,37,Yes,27,130.4
MEM_00453,Male,48,No,5,20.3
MEM_01049,Female,45,No,7,37.4
MEM_14535,Female,41,Yes,20,115.1
MEM_01656,Female,19,Yes,4,14.7
MEM_03457,Male,64,Yes,3,44.9
MEM_11160,Female,54,No,25,44.8
MEM_13105,Female,55,Yes,31,130.0
MEM_12110,Male,48,Yes,25,121.5
MEM_13179,Male,24,No,23,103.6
MEM_05139,Female,50,No,5,122.8
MEM_02908,Female,59,Yes,3,28.9
MEM_12442,Female,37,Yes,27,134.2
MEM_00940,Female,62,No,1,29.2
MEM_09727,Female,20,No,23,42.6
MEM_08466,Female,57,No,20,37.0
MEM_12446,Female,49,Yes,20,115.7
MEM_07631,Female,58,No,17,29.4
MEM_07969,Female,29,No,18,47.1
MEM_09568,Male,27,Yes,19,57.0
MEM_04634,Male,37,No,6,122.3
MEM_08260,Male,56,Yes,25,33.0
MEM_07317,Male,57,No,7,114.7
MEM_12301,Male,23,Yes,30,145.6
MEM_01400,Male,27,Yes,2,52.8
MEM_09703,Male,21,Yes,22,48.1
MEM_00030,Female,21,No,3,28.5
MEM_06258,Male,33,No,4,144.4
MEM_13321,Female,24,No,29,115.6
MEM_03677,Male,39,Yes,4,18.3
MEM_00672,Male,21,No,3,42.6
MEM_09240,Male,18,Yes,23,48.1
MEM_09711,Male,32,No,22,37.2
MEM_06323,Male,33,No,7,145.1
MEM_14280,Male,55,No,25,104.2
MEM_05466,Male,22,Yes,8,139.6
MEM_11619,Male,43,No,24,123.3
MEM_14484,Male,59,Yes,24,118.6
MEM_10743,Female,36,No,19,30.1
MEM_01108,Male,48,No,3,31.3
MEM_11437,Female,22,Yes,22,116.2
MEM_13588,Female,48,Yes,22,131.7
MEM_03229,Female,26,Yes,4,10.5
MEM_07584,Male,44,No,12,39.7
MEM_09450,Female,19,Yes,27,52.7
MEM_08138,Male,37,No,19,26.9
MEM_03319,Male,31,No,9,10.0
MEM_12410,Male,20,Yes,23,112.3
MEM_05835,Male,32,No,3,155.3
MEM_07496,Female,41,No,6,154.7
MEM_09228,Female,39,Yes,22,19.8
MEM_12992,Male,47,Yes,29,123.8
MEM_10245,Female,36,Yes,18,32.4
MEM_02553,Female,41,Yes,5,41.3
MEM_04775,Female,28,No,4,150.5
MEM_06341,Male,58,No,4,132.0
MEM_02686,Female,24,Yes,5,16.5
MEM_07553,Male,34,No,21,50.8
MEM_11908,Male,39,No,26,120.0
MEM_01563,Male,56,Yes,6,31.9
MEM_09707,Female,52,No,25,55.6
MEM_10751,Male,30,No,19,38.7
MEM_03071,Female,28,No,7,48.3
MEM_12870,Male,19,No,23,118.4
MEM_12563,Male,50,Yes,20,114.5
MEM_04474,Male,49,No,8,116.7
MEM_12062,Female,56,No,21,97.8
MEM_11849,Female,43,Yes,23,142.7
MEM_12717,Female,41,No,26,164.6
MEM_04856,Male,64,No,3,120.1
MEM_05268,Female,57,No,6,125.1
MEM_02853,Male,52,No,4,34.2
MEM_06576,Female,61,Yes,6,121.3
MEM_07639,Male,28,Yes,27,59.5
MEM_11389,Female,60,No,28,106.6
MEM_13960,Male,58,Yes,25,109.0
MEM_08109,Male,26,No,18,40.1
MEM_04601,Female,24,Yes,5,111.6
MEM_13027,Female,22,No,24,126.5
MEM_07886,Male,58,Yes,16,35.1
MEM_13835,Female,40,No,25,95.6
MEM_02213,Female,35,Yes,3,16.2
MEM_04929,Male,48,Yes,3,124.5
MEM_10908,Female,35,No,16,42.2
MEM_14718,Female,63,Yes,18,121.2
MEM_11942,Female,30,Yes,26,146.3
MEM_12675,Female,29,Yes,22,112.3
MEM_02111,Female,58,No,4,42.3
MEM_12781,Male,20,Yes,22,101.2
MEM_13218,Male,31,No,26,132.4
MEM_06632,Female,43,Yes,4,157.2
MEM_13611,Female,53,Yes,25,122.2
MEM_07800,Female,24,Yes,12,31.5
MEM_08956,Female,47,No,26,40.5
MEM_07153,Female,40,No,7,101.8
MEM_04446,Male,31,No,7,141.5
MEM_13566,Male,27,No,24,136.6
MEM_11226,Male,42,Yes,18,39.9
MEM_07642,Male,42,Yes,15,30.5
MEM_05026,Male,26,No,5,108.6
MEM_00028,Male,26,Yes,3,10.0
MEM_14206,Male,38,No,22,106.1
MEM_12561,Male,61,Yes,21,131.5
MEM_10210,Female,46,No,28,39.0
MEM_10027,Male,39,No,26,44.2
MEM_00355,Female,59,No,2,32.4
MEM_01429,Female,21,Yes,3,30.2
MEM_11064,Female,19,No,25,36.2
MEM_10890,Male,22,Yes,23,31.0
MEM_13670,Female,24,No,23,92.6
MEM_12262,Female,25,No,24,99.2
MEM_12339,Female,38,Yes,22,120.1
MEM_00332,Female,56,No,4,46.8
MEM_05643,Male,32,Yes,6,130.3
MEM_12162,Male,48,No,21,98.6
MEM_13094,Female,56,No,23,135.9
MEM_13411,Female,64,No,24,168.5
MEM_04224,Female,25,No,6,158.7
MEM_00964,Female,50,Yes,4,30.8
MEM_10839,Female,40,No,21,37.6
MEM_00120,Male,35,Yes,6,16.1
MEM_04930,Male,47,Yes,4,157.0
MEM_06482,Male,27,Yes,4,138.1
MEM_05579,Male,48,Yes,7,140.7
MEM_10187,Male,51,No,18,43.4
MEM_07752,Female,33,No,24,36.6
MEM_04710,Female,45,No,4,102.3
MEM_03281,Female,42,No,4,24.7
MEM_02370,Female,64,Yes,4,28.9
MEM_05522,Female,40,Yes,4,126.4
MEM_02544,Male,53,Yes,9,18.1
MEM_11281,Female,57,No,28,135.6
MEM_11807,Male,59,No,20,115.2
MEM_02885,Female,20,No,3,26.1
MEM_10042,Male,21,No,29,42.5
MEM_02178,Male,49,Yes,8,41.8
MEM_08940,Male,51,Yes,10,36.1
MEM_04898,Female,27,No,6,103.4
MEM_05153,Male,61,No,6,137.6
MEM_01209,Female,53,No,7,35.0
MEM_08404,Male,48,Yes,16,43.8
MEM_08798,Male,60,No,16,48.2
MEM_09599,Female,31,No,22,45.2
MEM_07583,Female,26,Yes,23,35.0
MEM_03123,Male,22,Yes,3,25.4
MEM_12009,Male,27,Yes,22,127.1
MEM_01544,Female,51,Yes,3,43.2
MEM_11864,Male,28,No,24,120.5
MEM_14272,Female,25,No,21,97.9
MEM_10726,Female,61,No,19,36.4
MEM_13836,Female,29,Yes,23,97.1
MEM_11278,Female,20,Yes,26,108.0
MEM_09622,Female,52,No,22,46.4
MEM_10114,Male,41,No,22,39.0
MEM_13668,Male,50,No,23,131.5
MEM_00945,Male,64,No,2,28.0
MEM_10696,Female,39,Yes,25,47.8
MEM_04550,Male,57,Yes,9,151.5
MEM_13482,Male,23,Yes,21,131.5
MEM_12207,Male,58,Yes,25,140.1
MEM_07889,Male,19,No,25,63.9
MEM_12177,Female,26,Yes,24,101.5
MEM_09058,Female,62,Yes,25,35.0
MEM_14284,Female,34,No,25,94.2
MEM_01675,Female,49,No,3,36.6
MEM_12548,Female,47,Yes,19,132.4
MEM_01561,Male,41,No,3,42.3
MEM_11587,Female,49,Yes,29,86.9
MEM_14464,Female,41,No,24,114.8
MEM_10579,Male,20,Yes,22,42.5
MEM_06213,Male,39,Yes,6,118.3
MEM_10846,Female,46,No,17,46.8
MEM_06044,Female,60,Yes,5,137.8
MEM_04541,Male,61,No,10,128.0
MEM_01782,Male,28,Yes,1,43.2
MEM_07159,Female,63,No,5,133.8
MEM_14595,Male,28,No,21,127.9
MEM_01095,Female,40,No,4,35.3
MEM_07111,Female,59,No,3,132.5
MEM_10656,Female,42,No,22,51.4
MEM_07627,Male,24,No,23,28.7
MEM_03287,Male,59,Yes,4,20.7
MEM_12390,Male,28,No,25,135.7
MEM_00677,Male,50,No,8,21.6
MEM_06193,Male,38,Yes,10,119.0
MEM_02605,Male,33,No,4,27.6
MEM_01392,Male,45,No,8,40.3
MEM_06967,Female,42,Yes,7,130.6
MEM_12973,Female,18,No,26,95.6
MEM_00752,Female,33,No,2,14.2
MEM_01711,Male,20,No,4,36.6
MEM_03737,Female,27,Yes,4,34.6
MEM_14675,Female,59,No,19,128.1
MEM_12806,Male,57,No,24,126.0
MEM_03215,Male,50,No,8,35.4
MEM_00797,Female,34,No,5,29.4
MEM_12414,Male,60,No,20,135.1
MEM_01777,Female,58,Yes,4,30.1
MEM_04113,Female,26,No,5,111.7
MEM_01770,Male,58,No,4,22.5
MEM_13655,Female,54,No,19,154.6
MEM_10175,Female,45,Yes,20,40.8
MEM_12779,Female,36,No,25,128.7
MEM_06975,Female,22,Yes,5,139.8
MEM_06412,Female,64,No,7,162.5
MEM_03022,Male,35,Yes,3,10.0
MEM_04228,Female,53,Yes,6,120.0
MEM_13797,Male,64,Yes,29,106.5
MEM_03012,Female,34,No,1,33.0
MEM_14775,Female,58,No,25,132.1
MEM_09957,Female,29,No,14,24.5
MEM_05764,Female,52,Yes,6,153.1
MEM_14995,Male,63,No,22,108.5
MEM_04619,Female,55,Yes,6,113.6
MEM_10995,Female,48,Yes,24,25.9
MEM_06753,Female,19,Yes,6,147.0
MEM_09396,Male,32,No,26,43.0
MEM_09933,Female,42,No,21,34.5
MEM_00527,Female,37,No,4,20.3
MEM_00366,Male,51,Yes,4,27.6
MEM_06098,Female,55,No,4,157.3
MEM_13769,Female,53,No,20,115.4
MEM_04264,Female,35,No,5,128.6
MEM_04262,Male,21,Yes,6,95.2
MEM_11751,Male,30,Yes,25,164.2
MEM_01919,Male,42,Yes,3,43.3
MEM_00701,Female,34,No,6,25.0
MEM_06170,Female,21,Yes,4,165.7
MEM_09251,Female,32,Yes,27,47.3
MEM_09406,Male,27,Yes,23,36.6
MEM_05018,Female,33,No,6,147.8
MEM_07303,Male,60,No,6,130.8
MEM_04423,Male,41,No,4,117.8
MEM_11848,Male,31,Yes,25,103.8
MEM_04868,Female,19,Yes,7,144.8
MEM_01298,Male,24,Yes,5,41.2
MEM_10127,Male,49,No,31,36.9
MEM_01352,Female,39,Yes,5,32.5
MEM_02926,Male,59,Yes,4,30.3
MEM_07874,Female,51,Yes,15,32.9
MEM_11635,Male,60,Yes,24,102.9
MEM_01287,Male,28,No,5,
MEM_06598,Male,24,No,8,128.4
MEM_11286,Female,19,Yes,20,124.4
MEM_12265,Male,54,No,25,156.2
MEM_04350,Female,50,Yes,1,139.4
MEM_10138,Female,45,Yes,20,34.8
MEM_03697,Male,18,No,5,25.2
MEM_02013,Female,24,Yes,2,16.0
MEM_13589,Male,64,No,29,121.5
MEM_04373,Female,56,Yes,6,112.8
MEM_09029,Female,59,No,20,42.1
MEM_05677,Male,63,No,5,169.8
MEM_14339,Female,23,No,25,141.7
MEM_08482,Male,47,Yes,27,38.7
MEM_02147,Male,26,No,2,40.8
MEM_08416,Male,25,Yes,16,55.7
MEM_02705,Male,22,Yes,6,20.0
MEM_05473,Male,19,Yes,3,134.6
MEM_09124,Male,24,Yes,25,36.8
MEM_02570,Male,56,No,4,42.3
MEM_12285,Female,61,No,22,103.6
MEM_09226,Female,56,No,20,46.3
MEM_09660,Male,47,No,27,40.4
MEM_13426,Female,47,No,22,122.7
MEM_10986,Female,20,Yes,14,41.0
MEM_14026,Female,27,No,21,115.1
MEM_00810,Female,62,No,4,19.3
MEM_14255,Female,54,No,19,142.6
MEM_05684,Male,20,No,9,121.4
MEM_08250,Male,20,Yes,26,43.3
MEM_00312,Male,52,No,6,20.5
MEM_02073,Female,32,No,4,42.0
MEM_10419,Male,50,Yes,25,33.9
MEM_11267,Male,47,No,24,89.1
MEM_10978,Female,61,No,21,47.6
MEM_00885,Male,46,Yes,8,10.0
MEM_01477,Male,52,No,5,34.2
MEM_01790,Female,27,Yes,0,46.9
MEM_08115,Male,41,No,25,39.3
MEM_10987,Male,60,Yes,26,25.1
MEM_02008,Male,31,Yes,5,24.8
MEM_03454,Male,61,No,0,12.6
MEM_00682,Male,49,No,3,32.3
MEM_03895,Female,31,No,5,116.2
MEM_14537,Female,58,Yes,27,124.5
MEM_08793,Female,32,No,26,29.1
MEM_06660,Male,37,Yes,6,151.2
MEM_00057,Male,38,No,3,10.3
MEM_11025,Male,43,No,17,41.9
MEM_13540,Female,32,Yes,27,121.5
MEM_06765,Female,35,No,8,122.4
MEM_02399,Female,26,No,4,32.6
MEM_09693,Male,52,Yes,19,26.9
MEM_14444,Female,45,Yes,22,108.5
MEM_04126,Female,63,No,5,115.2
MEM_08819,Female,57,No,28,
MEM_09287,Male,48,No,27,34.3
MEM_01468,Male,64,Yes,2,24.9
MEM_05761,Male,31,Yes,4,128.3
MEM_01416,Female,21,Yes,4,25.0
MEM_00470,Female,30,Yes,3,10.0
MEM_02358,Male,19,No,0,35.3
MEM_02722,Female,50,No,2,31.3
MEM_07047,Male,42,Yes,5,129.8
MEM_08191,Female,20,No,16,38.4
MEM_12787,Female,28,No,25,111.7
MEM_12715,Female,25,No,26,153.7
MEM_08814,Male,44,No,23,22.7
MEM_04525,Male,35,Yes,7,139.8
MEM_04610,Male,63,No,7,139.8
MEM_11070,Male,63,No,20,22.3
MEM_12079,Female,52,No,27,156.3
MEM_06041,Female,40,Yes,7,138.0
MEM_11570,Male,56,No,28,130.4
MEM_03869,Male,22,Yes,7,155.1
MEM_09392,Female,26,No,23,39.3
MEM_14389,Male,49,No,26,154.7
MEM_12916,Female,42,No,23,139.5
MEM_13447,Male,22,No,23,129.7
MEM_06817,Male,28,Yes,7,141.7
MEM_10546,Female,55,No,19,35.4
MEM_11781,Male,58,No,23,143.8
MEM_04674,Female,24,No,7,91.4
MEM_01055,Female,25,No,3,14.0
MEM_02281,Female,53,Yes,3,25.8
MEM_12783,Female,63,Yes,18,130.2
MEM_14430,Female,54,No,26,86.6
MEM_11542,Female,43,No,21,140.7
MEM_01924,Male,44,Yes,8,16.8
MEM_06379,Male,30,No,4,119.8
MEM_04907,Male,25,No,9,113.3
MEM_13449,Male,37,Yes,22,97.7
MEM_13560,Female,23,Yes,27,124.7
MEM_01075,Male,55,Yes,3,32.4
MEM_01115,Female,64,No,5,13.2
MEM_03936,Male,33,No,5,126.3
MEM_03533,Male,28,No,2,29.6
MEM_11466,Male,51,No,27,126.0
MEM_00460,Female,32,Yes,8,27.4
MEM_03032,Female,56,Yes,5,30.6
MEM_04207,Male,44,No,10,142.4
MEM_13372,Male,59,Yes,28,107.4
MEM_06398,Female,25,No,3,130.4
MEM_05841,Male,48,Yes,5,115.5
MEM_06625,Female,21,No,7,124.9
MEM_01452,Male,45,Yes,4,31.5
MEM_02149,Female,57,Yes,1,40.9
MEM_00319,Female,31,No,4,40.5
MEM_09048,Male,54,Yes,28,41.4
MEM_07518,Female,33,Yes,18,29.5
MEM_01922,Female,34,Yes,2,23.6
MEM_10393,Male,20,No,25,54.3
MEM_13330,Female,44,No,26,133.3
MEM_09638,Male,43,Yes,24,44.0
MEM_12093,Male,28,No,23,140.7
MEM_07458,Female,40,No,7,117.2
MEM_08743,Male,28,Yes,12,49.0
MEM_14163,Female,62,Yes,25,115.9
MEM_02129,Male,19,Yes,5,33.2
MEM_06403,Female,32,Yes,3,114.0
MEM_07556,Male,59,No,20,56.3
MEM_06478,Male,38,No,5,123.7
MEM_06300,Female,62,No,2,132.2
MEM_08663,Female,56,No,25,27.0
MEM_11209,Male,39,Yes,25,43.2
MEM_11945,Male,54,Yes,21,168.9
MEM_12308,Female,58,No,23,121.8
MEM_02509,Male,31,No,1,26.7
MEM_01052,Female,54,Yes,5,16.0
MEM_06152,Male,29,No,4,156.9
MEM_01681,Female,58,Yes,4,23.8
MEM_10282,Male,31,No,16,42.3
MEM_04067,Female,22,Yes,4,125.0
MEM_05024,Male,32,No,9,114.6
MEM_01456,Male,36,No,6,41.6
MEM_08214,Male,36,No,26,31.2
MEM_00361,Male,36,No,7,22.2
MEM_08668,Female,48,No,29,40.6
MEM_14385,Male,59,No,21,108.6
MEM_13004,Male,44,Yes,24,155.4
MEM_14803,Female,57,No,21,118.3
MEM_03145,Female,29,No,5,24.6
MEM_13462,Male,26,No,28,121.6
MEM_10771,Male,31,No,31,50.0
MEM_00505,Female,64,Yes,3,40.4
MEM_10418,Female,41,Yes,22,39.3
MEM_06847,Male,28,Yes,8,93.5
MEM_14457,Male,34,Yes,30,107.9
MEM_14733,Male,59,No,29,105.8
MEM_12296,Male,52,Yes,22,97.7
MEM_11981,Female,40,Yes,21,157.8
MEM_00540,Female,48,Yes,6,35.1
MEM_04235,Female,60,No,4,127.7
MEM_05507,Female,46,No,4,123.0
MEM_12700,Male,64,Yes,18,115.8
MEM_10925,Female,55,No,22,36.4
MEM_09850,Male,36,No,17,33.2
MEM_13547,Female,36,No,26,115.8
MEM_00754,Male,36,Yes,2,27.9
MEM_09355,Male,47,No,25,37.3
MEM_02003,Male,23,No,3,16.4
MEM_02542,Male,58,No,4,35.1
MEM_06073,Female,20,No,5,111.0
MEM_02918,Male,20,No,4,33.9
MEM_14045,Male,58,Yes,27,98.3
MEM_05218,Male,41,No,7,168.8
MEM_08045,Male,52,No,21,26.8
MEM_04271,Male,63,No,5,
MEM_05875,Male,59,No,5,138.3
MEM_07039,Male,60,Yes,5,104.7
MEM_00100,Male,20,No,1,24.8
MEM_10801,Male,40,No,18,42.5
MEM_14154,Female,22,No,21,80.2
MEM_06862,Female,32,No,9,114.2
MEM_05362,Male,33,No,8,140.7
MEM_04766,Male,61,Yes,4,117.9
MEM_07753,Female,62,No,23,34.2
MEM_04880,Male,43,No,3,128.5
MEM_09252,Female,23,Yes,20,48.8
MEM_00601,Female,63,No,2,30.5
MEM_09542,Female,59,Yes,21,46.5
MEM_13385,Female,30,No,19,110.0
MEM_06182,Male,39,Yes,7,116.1
MEM_07020,Female,46,Yes,8,140.1
MEM_14992,Male,27,No,20,137.5
MEM_02431,Female,35,No,2,26.9
MEM_08526,Male,61,No,23,50.2
MEM_01044,Male,35,No,4,
MEM_11596,Male,57,Yes,22,123.4
MEM_01557,Female,31,No,2,
MEM_05009,Male,31,Yes,9,141.0
MEM_01487,Male,27,Yes,0,42.0
MEM_06577,Male,37,No,7,141.2
MEM_10497,Female,43,No,25,28.8
MEM_13798,Male,36,No,25,135.5
MEM_13599,Female,54,Yes,24,117.4
MEM_02115,Female,18,Yes,3,24.0
MEM_05795,Male,22,Yes,6,151.5
MEM_13325,Female,41,Yes,23,120.6
MEM_07030,Female,42,Yes,4,123.6
MEM_08773,Female,26,Yes,17,36.6
MEM_05491,Female,59,Yes,6,118.2
MEM_10529,Female,62,No,18,46.9
MEM_00618,Male,30,Yes,5,23.3
MEM_11480,Female,46,Yes,28,143.4
MEM_08341,Male,26,No,19,30.4
MEM_07645,Male,29,Yes,18,37.7
MEM_14673,Male,47,No,31,135.0
MEM_03396,Female,54,Yes,5,35.9
MEM_01600,Female,35,No,4,36.1
MEM_12930,Male,31,Yes,24,140.1
MEM_10474,Female,48,No,21,51.5
MEM_01615,Male,37,No,10,15.0
MEM_01752,Female,30,No,3,31.7
MEM_10697,Male,62,No,21,39.7
MEM_02040,Female,34,No,3,13.7
MEM_02083,Male,59,No,0,38.2
MEM_08983,Female,62,No,23,10.0
MEM_13313,Male,55,No,26,95.4
MEM_06199,Female,28,Yes,9,138.7
MEM_10741,Female,38,No,19,43.9
MEM_09570,Male,34,Yes,26,36.0
MEM_11263,Male,29,No,24,141.8
MEM_05147,Male,25,Yes,7,120.9
MEM_11175,Female,25,Yes,22,36.2
MEM_00675,Female,53,No,2,18.7
MEM_02545,Female,25,Yes,5,36.8
MEM_04371,Female,45,Yes,4,126.1
MEM_12476,Male,22,Yes,22,139.9
MEM_03999,Female,30,No,9,121.3
MEM_14251,Female,49,No,29,143.9
MEM_06014,Male,38,Yes,6,133.0
MEM_05096,Female,43,No,5,130.4
