Record_ID,Temperature,Humidity,Wind_Speed,Season,Is_Holiday,Rental_Count
REC_05357,6.0,54.7,0.2,Winter,No,10
REC_05358,-3.1,48.5,3.9,Fall,No,107
REC_05359,12.3,46.0,2.1,Summer,Yes,928
REC_05360,14.5,35.8,4.8,Summer,No,540
REC_05361,16.1,61.0,3.3,Spring,Yes,650
REC_05362,15.6,51.5,3.9,Winter,Yes,342
REC_05363,5.7,74.5,1.1,Fall,No,74
REC_05364,13.1,38.3,0.9,Spring,No,487
REC_05365,0.0,51.9,2.8,Summer,No,139
REC_05366,28.6,87.2,0.7,Fall,No,840
REC_05367,12.0,45.9,5.1,Summer,No,353
REC_05368,10.1,56.5,2.2,Summer,No,264
REC_05369,30.9,41.8,0.8,Winter,No,725
REC_05370,2.6,39.8,2.9,Summer,No,195
REC_05371,3.7,83.2,8.7,Fall,No,72
REC_05372,4.0,62.6,0.3,Summer,No,30
REC_05373,14.3,62.0,0.3,Fall,No,661
REC_05374,19.3,34.6,5.6,Winter,No,362
REC_05375,22.4,65.4,0.3,Summer,No,266
REC_05376,40.7,77.4,0.1,Spring,No,1076
REC_05377,-7.5,77.2,1.3,Fall,Yes,379
REC_05378,21.1,70.0,1.9,Summer,Yes,908
REC_05379,9.4,43.1,2.5,Spring,No,365
REC_05380,9.1,64.7,2.1,Fall,Yes,669
REC_05381,8.8,70.0,7.3,Spring,No,10
REC_05382,5.9,33.1,4.4,Summer,No,799
REC_05383,31.8,43.2,12.4,Winter,No,106
REC_05384,23.4,73.3,1.9,Winter,No,10
REC_05385,15.2,73.1,0.3,Spring,No,340
REC_05386,28.5,36.8,9.3,Summer,No,1187
REC_05387,-0.1,71.9,0.0,Summer,No,10
REC_05388,1.7,61.4,4.5,Fall,No,74
REC_05389,-6.8,71.7,0.1,Summer,Yes,40
REC_05390,8.0,50.5,4.3,Winter,No,10
REC_05391,16.6,69.7,8.3,Summer,No,309
REC_05392,16.0,72.7,1.5,Fall,No,316
REC_05393,16.5,54.7,0.8,Fall,No,698
REC_05394,0.9,60.3,0.8,Summer,No,10
REC_05395,23.0,50.3,2.0,Summer,No,797
REC_05396,17.4,84.8,0.6,Fall,No,359
REC_05397,22.3,58.2,3.4,Fall,No,811
REC_05398,-3.9,46.2,1.4,Spring,No,10
REC_05399,18.1,49.3,1.2,Winter,Yes,675
REC_05400,3.1,61.9,1.9,Winter,No,10
REC_05401,11.0,71.3,2.3,Spring,No,85
REC_05402,20.3,40.0,0.5,Spring,No,680
REC_05403,15.9,87.7,3.7,Winter,No,10
REC_05404,6.5,64.6,6.4,Fall,No,253
REC_05405,15.1,67.0,1.0,Winter,No,10
REC_05406,-0.3,58.5,0.6,Fall,No,154
REC_05407,26.5,60.3,4.3,Winter,No,120
REC_05408,12.9,57.8,0.6,Fall,No,606
REC_05409,26.2,75.3,0.1,Winter,No,40
REC_05410,9.7,59.9,2.9,Spring,Yes,537
REC_05411,9.8,71.5,0.8,Summer,No,59
REC_05412,7.4,53.5,0.6,Summer,No,485
REC_05413,23.8,62.9,12.0,Summer,No,438
REC_05414,7.9,47.9,1.0,Fall,No,723
REC_05415,21.4,,7.0,Summer,No,396
REC_05416,11.2,47.5,0.6,Winter,No,80
REC_05417,-4.8,55.1,5.1,Summer,No,10
REC_05418,9.3,55.3,2.1,Fall,No,199
REC_05419,3.2,54.7,0.2,Fall,No,99
REC_05420,15.3,,4.0,Fall,No,866
REC_05421,3.1,55.3,6.7,Winter,No,10
REC_05422,24.3,80.9,0.5,Fall,No,877
REC_05423,14.1,47.7,3.9,Winter,No,10
REC_05424,13.2,62.5,1.8,Fall,No,571
REC_05425,21.6,48.4,4.2,Spring,No,653
REC_05426,24.6,66.3,3.8,Fall,No,1243
REC_05427,14.8,59.8,0.1,Summer,No,447
REC_05428,7.3,57.7,0.6,Summer,Yes,576
REC_05429,-2.7,77.8,1.9,Spring,No,10
REC_05430,8.1,,8.1,Fall,No,281
REC_05431,8.8,68.8,1.3,Summer,No,268
REC_05432,16.1,48.5,3.0,Summer,No,595
REC_05433,11.5,61.7,0.0,Winter,No,10
REC_05434,21.9,42.1,3.7,Winter,No,355
REC_05435,8.9,50.1,2.8,Fall,No,540
REC_05436,14.4,58.8,3.8,Spring,No,401
REC_05437,26.8,87.2,7.1,Fall,No,873
REC_05438,18.4,61.5,0.5,Winter,No,10
REC_05439,14.4,84.8,0.9,Winter,No,10
REC_05440,9.0,63.3,16.4,Fall,No,10
REC_05441,8.7,54.2,0.5,Fall,No,590
REC_05442,6.5,83.1,3.8,Fall,No,10
REC_05443,9.6,66.6,3.9,Fall,No,415
REC_05444,22.6,50.4,3.4,Spring,No,798
REC_05445,12.8,67.1,0.8,Summer,No,248
REC_05446,1.5,55.6,0.7,Fall,No,207
REC_05447,32.7,30.2,3.3,Summer,No,1432
REC_05448,18.2,74.0,0.6,Winter,No,10
REC_05449,0.9,76.4,3.3,Summer,No,10
REC_05450,10.6,87.6,2.0,Fall,No,153
REC_05451,16.1,66.3,1.5,Summer,No,232
REC_05452,32.0,56.3,1.1,Fall,No,1074
REC_05453,3.9,72.5,8.8,Fall,No,10
REC_05454,24.8,72.7,2.1,Winter,Yes,573
REC_05455,29.0,84.6,2.5,Fall,Yes,1229
REC_05456,8.7,59.3,8.9,Winter,No,10
REC_05457,12.2,57.5,3.2,Spring,No,179
REC_05458,4.6,49.3,9.5,Fall,No,374
REC_05459,13.0,68.1,0.3,Winter,No,10
REC_05460,14.6,36.8,5.6,Winter,No,10
REC_05461,21.6,71.6,1.2,Fall,No,1011
REC_05462,25.9,,5.0,Summer,Yes,982
REC_05463,7.5,68.8,5.8,Winter,No,10
REC_05464,-4.7,62.1,1.0,Spring,No,10
REC_05465,14.8,83.0,1.6,Summer,No,12
REC_05466,17.9,73.1,3.9,Summer,No,296
REC_05467,17.5,50.9,0.3,Fall,No,934
REC_05468,11.7,51.2,4.2,Winter,No,10
REC_05469,16.2,46.8,0.4,Spring,No,292
REC_05470,30.2,68.3,7.4,Winter,No,271
REC_05471,18.8,45.0,1.0,Spring,No,512
REC_05472,11.3,76.3,2.6,Winter,Yes,102
REC_05473,10.0,79.8,0.4,Fall,No,699
REC_05474,13.3,46.8,0.9,Spring,No,475
REC_05475,31.4,57.2,1.6,Fall,No,1238
REC_05476,13.2,60.2,2.0,Winter,No,10
REC_05477,14.8,73.3,0.0,Spring,No,43
REC_05478,10.2,84.1,6.6,Spring,No,20
REC_05479,26.0,34.7,0.0,Winter,No,442
REC_05480,34.6,55.2,4.5,Fall,No,1184
REC_05481,19.5,56.0,1.9,Spring,No,766
REC_05482,15.8,39.0,2.2,Spring,Yes,900
REC_05483,15.4,52.7,0.7,Spring,No,607
REC_05484,-8.8,66.4,2.8,Winter,No,10
REC_05485,22.5,55.8,2.3,Summer,No,650
REC_05486,16.3,36.8,0.5,Winter,No,265
REC_05487,19.3,100.0,0.8,Fall,No,260
REC_05488,7.9,64.0,0.2,Summer,No,380
REC_05489,11.2,61.7,0.2,Spring,No,403
REC_05490,10.9,43.5,0.0,Spring,No,399
REC_05491,25.2,63.9,0.7,Summer,No,958
REC_05492,11.2,57.5,3.4,Spring,No,234
REC_05493,35.8,31.7,1.1,Spring,Yes,1778
REC_05494,19.3,43.9,1.3,Winter,No,663
REC_05495,2.2,71.9,0.4,Winter,No,10
REC_05496,13.7,89.2,2.6,Fall,No,253
REC_05497,8.5,65.5,1.3,Spring,No,125
REC_05498,-6.9,76.5,3.4,Fall,No,10
REC_05499,31.0,57.7,4.1,Fall,No,1211
REC_05500,22.0,58.7,2.6,Summer,No,742
REC_05501,20.3,76.4,1.0,Summer,No,364
REC_05502,16.7,84.9,2.1,Spring,No,299
REC_05503,1.2,79.5,0.9,Summer,No,10
REC_05504,10.2,44.0,7.0,Fall,No,483
REC_05505,23.4,59.0,4.4,Winter,Yes,606
REC_05506,4.5,64.2,2.0,Summer,Yes,443
REC_05507,-10.3,56.1,10.1,Fall,No,10
REC_05508,12.7,65.8,2.4,Summer,No,599
REC_05509,13.6,72.3,1.2,Spring,No,75
REC_05510,16.4,75.0,0.3,Summer,Yes,889
REC_05511,22.3,85.3,2.4,Winter,No,10
REC_05512,21.4,55.1,5.9,Spring,No,357
REC_05513,17.6,39.5,6.0,Summer,No,681
REC_05514,27.0,65.4,2.8,Winter,No,617
REC_05515,-0.2,88.3,1.5,Fall,No,10
REC_05516,20.0,52.8,3.2,Summer,No,743
REC_05517,21.3,70.3,4.3,Summer,No,443
REC_05518,2.6,70.4,1.6,Fall,No,92
REC_05519,-0.0,62.9,1.9,Fall,No,10
REC_05520,7.5,60.1,3.4,Summer,No,492
REC_05521,8.4,46.1,6.3,Winter,No,10
REC_05522,22.5,25.8,4.7,Fall,Yes,1574
REC_05523,8.9,43.3,0.1,Fall,No,663
REC_05524,6.4,54.1,0.4,Winter,No,59
REC_05525,8.9,76.5,5.7,Summer,No,111
REC_05526,26.2,58.5,5.4,Spring,No,591
REC_05527,15.1,52.2,1.5,Summer,No,828
REC_05528,13.2,46.6,2.6,Summer,No,522
REC_05529,13.9,69.9,7.1,Spring,No,10
REC_05530,27.9,80.4,7.3,Summer,No,344
REC_05531,7.5,76.0,4.6,Summer,No,17
REC_05532,28.2,69.1,0.7,Fall,No,988
REC_05533,17.1,37.9,3.9,Winter,No,299
REC_05534,13.4,54.7,0.3,Summer,No,363
REC_05535,40.0,89.2,6.7,Spring,No,674
REC_05536,4.4,76.8,0.5,Spring,No,10
REC_05537,11.5,36.9,3.3,Fall,Yes,1294
REC_05538,2.7,59.2,2.8,Summer,No,289
REC_05539,24.5,65.4,4.5,Summer,No,957
REC_05540,31.9,48.6,2.4,Summer,No,1138
REC_05541,31.7,25.4,0.2,Summer,No,1624
REC_05542,27.2,61.5,3.7,Spring,No,542
REC_05543,13.0,48.2,1.4,Spring,No,419
REC_05544,11.3,48.2,1.2,Fall,No,480
REC_05545,-1.7,54.7,14.4,Summer,Yes,322
REC_05546,35.4,58.0,2.7,Spring,No,984
REC_05547,19.7,59.9,3.7,Summer,No,218
REC_05548,10.1,46.7,2.2,Winter,No,69
REC_05549,28.3,56.7,4.4,Winter,No,444
REC_05550,5.3,33.6,4.2,Spring,Yes,577
REC_05551,19.1,64.7,3.2,Winter,No,20
REC_05552,13.3,17.2,18.3,Winter,No,10
REC_05553,21.4,55.7,1.8,Spring,Yes,842
REC_05554,14.4,73.8,3.7,Fall,No,689
REC_05555,0.5,44.1,4.8,Winter,No,10
REC_05556,15.8,70.7,1.4,Summer,No,397
REC_05557,25.5,77.3,1.8,Winter,No,10
REC_05558,14.7,10.4,10.4,Fall,No,1032
REC_05559,22.8,57.7,0.1,Fall,Yes,1390
REC_05560,4.5,16.9,1.2,Fall,No,857
REC_05561,14.7,58.2,2.0,Fall,No,699
REC_05562,8.8,59.9,0.0,Fall,No,679
REC_05563,22.5,22.8,6.9,Winter,No,360
REC_05564,15.3,88.9,1.0,Winter,No,10
REC_05565,21.9,64.3,0.9,Winter,Yes,412
REC_05566,25.9,47.3,5.1,Winter,No,126
REC_05567,21.9,82.0,1.0,Fall,No,634
REC_05568,17.7,33.1,3.2,Fall,No,931
REC_05569,5.0,41.6,5.2,Summer,Yes,778
REC_05570,15.0,25.5,4.7,Winter,No,10
REC_05571,9.7,87.0,4.6,Fall,No,150
REC_05572,11.6,65.0,0.3,Summer,No,526
REC_05573,11.3,69.9,0.2,Summer,No,373
REC_05574,5.2,64.5,1.1,Spring,No,10
REC_05575,-4.6,68.6,0.1,Winter,No,10
REC_05576,8.3,61.2,2.1,Fall,No,296
REC_05577,16.9,64.1,1.5,Winter,No,10
REC_05578,1.5,61.6,2.4,Summer,No,10
REC_05579,15.2,50.9,1.1,Winter,No,291
REC_05580,34.0,59.3,2.0,Spring,Yes,1310
REC_05581,25.2,64.1,1.2,Spring,No,645
REC_05582,31.4,61.7,0.7,Fall,No,1108
REC_05583,18.9,37.8,3.1,Fall,No,1014
REC_05584,26.7,39.8,3.4,Fall,No,1119
REC_05585,7.8,76.2,5.3,Fall,No,309
REC_05586,8.6,55.4,6.2,Winter,No,10
REC_05587,-12.4,68.8,3.7,Winter,No,10
REC_05588,26.9,43.6,3.5,Summer,No,1043
REC_05589,30.4,37.9,0.2,Summer,No,1157
REC_05590,9.5,47.3,0.3,Fall,No,734
REC_05591,12.5,56.7,5.0,Winter,No,10
REC_05592,7.5,50.0,0.8,Fall,No,637
REC_05593,18.8,79.4,1.3,Summer,No,413
REC_05594,26.2,62.7,0.5,Winter,No,215
REC_05595,-2.4,87.7,0.7,Fall,No,10
REC_05596,19.1,66.1,4.5,Spring,No,269
REC_05597,12.2,23.8,0.9,Summer,No,911
REC_05598,16.1,75.8,1.8,Spring,Yes,818
REC_05599,19.6,37.4,0.5,Spring,No,793
REC_05600,13.1,63.5,3.4,Winter,No,20
REC_05601,14.0,48.4,3.9,Spring,No,547
REC_05602,12.9,92.1,1.3,Spring,No,10
REC_05603,24.7,81.6,4.6,Fall,No,781
REC_05604,19.2,48.9,0.8,Winter,No,10
REC_05605,17.2,58.1,3.5,Fall,No,710
REC_05606,2.3,63.7,3.9,Fall,No,10
REC_05607,11.2,73.0,10.4,Fall,No,234
REC_05608,24.0,60.4,0.8,Winter,No,10
REC_05609,15.4,44.6,0.3,Summer,No,826
REC_05610,21.6,49.2,0.9,Winter,No,183
REC_05611,32.7,59.9,0.4,Fall,No,1312
REC_05612,25.4,78.5,0.6,Summer,No,607
REC_05613,15.9,66.4,1.2,Spring,No,18
REC_05614,9.9,48.4,1.6,Summer,No,366
REC_05615,-10.5,69.7,7.0,Winter,No,10
REC_05616,13.3,54.2,0.7,Fall,No,644
REC_05617,11.7,73.4,10.7,Spring,No,183
REC_05618,18.9,97.9,5.0,Spring,No,264
REC_05619,13.5,54.6,6.4,Fall,No,528
REC_05620,11.8,72.0,8.0,Spring,Yes,225
REC_05621,-2.8,48.8,4.2,Spring,No,10
REC_05622,5.6,58.3,4.7,Spring,No,86
REC_05623,19.8,60.4,1.7,Winter,No,48
REC_05624,32.2,57.1,2.1,Summer,No,777
REC_05625,14.0,96.9,8.1,Winter,No,10
REC_05626,18.3,55.4,1.4,Spring,No,671
REC_05627,24.5,68.8,0.1,Winter,No,189
REC_05628,6.9,31.0,4.3,Spring,No,340
REC_05629,18.7,66.5,2.6,Winter,Yes,299
REC_05630,7.6,77.1,5.1,Summer,No,10
REC_05631,23.6,52.1,0.2,Fall,No,1066
REC_05632,16.5,22.3,2.9,Summer,No,900
REC_05633,18.0,59.4,0.9,Winter,No,148
REC_05634,7.2,60.3,7.0,Winter,No,10
REC_05635,22.1,70.9,0.3,Summer,Yes,1002
REC_05636,35.8,90.2,5.6,Winter,No,246
REC_05637,4.9,54.3,0.3,Fall,No,311
REC_05638,11.6,47.2,0.1,Fall,Yes,1067
REC_05639,17.3,42.5,0.8,Summer,Yes,1333
REC_05640,22.9,63.0,1.2,Spring,No,541
REC_05641,9.4,67.2,3.0,Fall,No,332
REC_05642,-13.3,51.8,0.4,Winter,No,10
REC_05643,28.6,71.7,1.7,Spring,No,441
REC_05644,22.6,67.0,0.7,Fall,No,831
REC_05645,-2.4,60.6,5.8,Spring,No,10
REC_05646,8.9,46.5,0.1,Winter,Yes,179
REC_05647,30.7,52.8,1.3,Summer,No,1064
REC_05648,29.5,23.6,3.0,Summer,No,1250
REC_05649,24.4,63.5,7.3,Winter,No,80
REC_05650,13.2,60.4,6.1,Summer,Yes,740
REC_05651,15.8,62.8,6.8,Winter,Yes,351
REC_05652,13.7,67.6,0.2,Summer,No,217
REC_05653,26.3,65.8,5.5,Fall,No,952
REC_05654,6.2,58.3,4.5,Summer,Yes,596
REC_05655,6.9,60.7,7.0,Spring,No,10
REC_05656,25.1,38.9,1.1,Summer,No,1054
REC_05657,14.6,51.2,7.3,Summer,No,484
REC_05658,28.8,60.8,1.5,Summer,No,753
REC_05659,8.3,49.0,3.0,Summer,No,388
REC_05660,14.5,72.9,1.7,Fall,No,283
REC_05661,5.8,50.1,1.7,Winter,No,10
REC_05662,15.1,63.2,2.4,Fall,No,591
REC_05663,0.2,61.7,1.3,Fall,No,10
REC_05664,10.1,71.2,4.7,Spring,No,10
REC_05665,0.6,73.5,3.0,Winter,No,10
REC_05666,21.9,70.4,3.5,Winter,No,12
REC_05667,22.2,28.4,0.8,Spring,Yes,1336
REC_05668,-2.3,77.9,10.5,Winter,No,10
REC_05669,28.3,82.9,3.2,Summer,No,480
REC_05670,40.0,52.8,0.7,Winter,No,782
REC_05671,15.5,63.5,4.2,Spring,No,284
REC_05672,8.6,46.6,0.6,Spring,No,178
REC_05673,43.2,30.8,0.2,Spring,No,1759
REC_05674,1.8,48.9,2.2,Spring,No,60
REC_05675,15.2,51.9,2.4,Fall,No,675
REC_05676,16.8,54.7,0.6,Winter,No,10
REC_05677,28.5,45.6,1.3,Fall,No,1331
REC_05678,18.6,49.0,8.7,Spring,No,519
REC_05679,10.0,59.8,1.0,Spring,No,10
REC_05680,5.5,48.4,0.5,Fall,No,369
REC_05681,11.6,68.2,14.7,Summer,No,28
REC_05682,4.9,70.2,1.1,Winter,No,10
REC_05683,15.5,95.7,3.4,Fall,No,351
REC_05684,9.4,76.9,0.8,Winter,No,10
REC_05685,0.1,63.6,2.4,Spring,No,10
REC_05686,27.6,50.7,1.5,Spring,No,1053
REC_05687,10.0,64.4,9.8,Spring,No,13
REC_05688,2.3,64.9,1.7,Winter,No,10
REC_05689,13.3,52.3,2.6,Winter,No,10
REC_05690,15.7,71.8,8.7,Fall,No,349
REC_05691,-2.5,39.0,13.6,Spring,No,10
REC_05692,18.3,56.3,0.3,Fall,No,722
REC_05693,4.5,68.3,5.4,Summer,No,102
REC_05694,32.1,55.7,1.4,Spring,No,891
REC_05695,20.2,56.9,2.7,Spring,Yes,824
REC_05696,11.0,57.9,1.4,Summer,Yes,511
REC_05697,7.5,47.5,1.5,Fall,No,652
REC_05698,14.0,77.6,0.5,Winter,No,10
REC_05699,21.1,44.7,2.6,Spring,No,663
REC_05700,14.7,64.8,2.4,Winter,No,10
REC_05701,12.8,66.2,0.6,Spring,No,152
REC_05702,15.6,45.8,2.3,Spring,No,389
REC_05703,9.0,61.1,10.8,Winter,No,10
REC_05704,11.6,46.4,3.8,Spring,No,191
REC_05705,-5.9,80.9,2.0,Summer,Yes,32
REC_05706,24.7,42.9,7.4,Fall,No,1046
REC_05707,18.0,50.2,2.6,Summer,No,546
REC_05708,7.3,41.6,0.4,Fall,No,417
REC_05709,34.0,39.6,2.4,Summer,No,1185
REC_05710,15.9,83.9,0.6,Summer,Yes,796
REC_05711,4.6,68.1,4.4,Fall,Yes,450
REC_05712,23.6,62.1,10.2,Spring,No,436
REC_05713,19.0,50.2,1.3,Winter,No,49
REC_05714,18.9,73.6,1.7,Winter,No,75
REC_05715,10.7,47.6,1.6,Winter,No,10
REC_05716,19.5,71.9,1.0,Spring,No,450
REC_05717,12.4,46.9,4.7,Summer,No,635
REC_05718,20.6,50.3,2.9,Summer,No,953
REC_05719,-4.0,71.4,0.2,Summer,No,10
REC_05720,10.7,73.0,5.5,Spring,No,10
REC_05721,32.2,69.0,0.6,Fall,No,1242
REC_05722,7.3,44.3,11.6,Spring,No,252
REC_05723,9.0,53.3,1.4,Winter,No,10
REC_05724,10.5,62.4,2.9,Summer,No,10
REC_05725,2.9,47.3,0.2,Spring,No,123
REC_05726,-7.1,80.6,1.3,Spring,No,10
REC_05727,12.7,24.0,4.9,Spring,No,443
REC_05728,16.4,48.3,1.9,Fall,No,808
REC_05729,14.5,52.4,7.0,Summer,No,503
REC_05730,13.6,17.3,2.6,Spring,Yes,1333
REC_05731,15.4,39.1,7.9,Spring,No,397
REC_05732,25.2,69.4,12.2,Winter,No,10
REC_05733,13.1,60.5,1.8,Summer,No,549
REC_05734,9.3,83.6,2.5,Spring,No,10
REC_05735,12.2,83.2,5.4,Spring,Yes,299
REC_05736,20.8,66.5,0.8,Spring,Yes,852
REC_05737,29.1,64.7,5.9,Spring,No,581
REC_05738,8.7,61.0,2.7,Summer,No,364
REC_05739,16.0,20.2,3.9,Spring,No,973
REC_05740,18.4,39.1,0.2,Fall,No,849
REC_05741,5.1,61.5,4.4,Spring,Yes,435
REC_05742,15.2,69.2,1.1,Fall,No,318
REC_05743,0.3,64.3,4.9,Summer,No,10
REC_05744,-2.7,46.6,2.1,Spring,No,10
REC_05745,18.7,74.1,1.0,Winter,No,10
REC_05746,11.2,82.2,9.2,Fall,No,10
REC_05747,17.0,74.1,4.3,Fall,Yes,906
REC_05748,14.8,74.8,12.7,Spring,No,137
REC_05749,5.2,51.6,1.4,Winter,No,10
REC_05750,14.5,76.1,3.1,Winter,No,10
REC_05751,2.7,62.2,2.8,Spring,No,10
REC_05752,28.9,67.7,3.5,Summer,Yes,1276
REC_05753,1.4,65.5,0.1,Summer,No,35
REC_05754,13.0,58.2,1.0,Spring,No,555
REC_05755,4.6,47.1,7.2,Summer,No,353
REC_05756,20.7,58.8,1.7,Winter,Yes,452
REC_05757,11.7,74.8,9.7,Summer,No,221
REC_05758,9.8,53.4,0.7,Summer,No,290
REC_05759,23.5,73.4,17.9,Summer,No,310
REC_05760,15.3,71.1,3.6,Spring,Yes,814
REC_05761,20.2,55.5,4.5,Spring,No,542
REC_05762,5.2,80.8,1.5,Fall,No,225
REC_05763,1.0,54.7,7.1,Summer,No,202
REC_05764,16.1,82.6,2.4,Spring,No,203
REC_05765,11.8,66.5,3.4,Winter,No,10
REC_05766,21.3,59.8,0.3,Fall,Yes,1486
REC_05767,14.2,46.7,3.0,Winter,No,91
REC_05768,17.1,58.7,6.3,Summer,No,570
REC_05769,-1.2,56.9,0.6,Winter,No,10
REC_05770,33.9,41.1,4.0,Fall,No,1513
REC_05771,13.4,56.7,0.1,Summer,No,771
REC_05772,22.0,47.9,7.8,Spring,No,508
REC_05773,6.6,68.8,12.2,Winter,No,10
REC_05774,18.1,79.6,1.3,Winter,No,10
REC_05775,2.0,41.6,0.3,Fall,Yes,540
REC_05776,19.5,85.7,3.2,Spring,No,10
REC_05777,11.4,58.1,0.1,Summer,No,473
REC_05778,15.3,45.4,2.0,Summer,No,777
REC_05779,22.0,71.4,1.0,Summer,No,672
REC_05780,2.7,53.3,1.9,Fall,No,435
REC_05781,8.2,58.8,0.1,Winter,No,145
REC_05782,19.6,53.9,0.2,Winter,No,225
REC_05783,36.0,47.7,0.0,Winter,No,663
REC_05784,13.6,70.9,2.9,Winter,No,10
REC_05785,20.9,55.7,2.5,Fall,No,1078
REC_05786,13.9,38.5,0.8,Fall,No,630
REC_05787,34.4,68.3,3.1,Spring,No,988
REC_05788,-2.5,41.9,6.5,Fall,No,211
REC_05789,15.9,42.7,1.0,Winter,No,10
REC_05790,-1.3,77.9,5.4,Summer,No,10
REC_05791,-10.1,42.1,3.3,Spring,No,10
REC_05792,18.0,25.3,0.1,Summer,No,807
REC_05793,16.4,69.3,1.4,Summer,No,437
REC_05794,12.2,55.4,2.1,Winter,Yes,134
REC_05795,13.9,56.7,3.9,Fall,No,886
REC_05796,46.0,55.3,1.0,Fall,No,1627
REC_05797,12.4,63.5,12.2,Fall,No,152
REC_05798,20.1,48.7,3.5,Winter,No,99
REC_05799,8.5,82.1,1.4,Winter,No,10
REC_05800,18.0,37.9,0.3,Summer,No,660
REC_05801,12.6,66.7,0.6,Spring,No,148
REC_05802,10.9,69.6,2.0,Fall,No,579
REC_05803,33.2,48.6,2.0,Fall,No,1331
REC_05804,26.8,44.6,4.4,Spring,No,609
REC_05805,16.4,75.3,3.9,Summer,No,364
REC_05806,-8.0,45.1,0.7,Summer,No,10
REC_05807,11.4,50.9,2.7,Spring,No,300
REC_05808,42.0,73.3,0.1,Fall,No,1467
REC_05809,12.7,60.5,1.5,Winter,No,10
REC_05810,26.0,33.0,4.3,Winter,No,472
REC_05811,29.4,86.2,1.5,Spring,No,476
REC_05812,17.2,52.0,5.4,Fall,No,877
REC_05813,6.6,54.0,11.2,Spring,No,10
REC_05814,-9.4,63.8,2.8,Summer,No,10
REC_05815,21.8,69.4,0.5,Summer,No,569
REC_05816,6.9,89.4,1.4,Winter,No,10
REC_05817,16.8,35.1,0.0,Summer,No,741
REC_05818,2.5,72.4,2.8,Summer,No,10
REC_05819,12.3,71.1,5.2,Spring,Yes,425
REC_05820,15.3,57.9,3.0,Spring,Yes,731
REC_05821,17.7,71.8,4.6,Fall,No,349
REC_05822,3.9,74.0,4.8,Spring,No,10
REC_05823,27.0,39.3,5.7,Fall,No,732
REC_05824,9.0,86.2,0.9,Winter,No,10
REC_05825,-1.7,36.6,6.2,Spring,No,37
REC_05826,13.9,43.0,3.2,Spring,No,514
REC_05827,15.3,56.1,1.0,Spring,No,94
REC_05828,16.6,88.9,13.1,Winter,No,10
REC_05829,28.6,55.4,9.0,Spring,No,588
REC_05830,12.6,59.5,2.6,Summer,No,634
REC_05831,13.8,81.5,5.6,Spring,No,69
REC_05832,4.0,55.5,0.9,Fall,No,175
REC_05833,23.2,42.3,1.6,Summer,No,645
REC_05834,16.8,53.7,0.6,Spring,Yes,766
REC_05835,10.8,80.6,2.2,Spring,No,107
REC_05836,-4.0,61.1,2.1,Winter,No,10
REC_05837,29.4,89.0,0.7,Fall,Yes,1209
REC_05838,2.7,71.1,3.4,Summer,No,10
REC_05839,9.1,50.3,0.4,Summer,No,364
REC_05840,18.6,60.8,0.2,Winter,No,44
REC_05841,3.0,47.2,1.5,Summer,No,428
REC_05842,0.1,50.0,1.6,Summer,No,77
REC_05843,-6.2,100.0,1.2,Fall,No,10
REC_05844,22.2,75.3,0.9,Spring,No,320
REC_05845,9.5,72.9,1.2,Spring,No,190
REC_05846,44.3,50.7,0.5,Summer,No,1551
REC_05847,5.1,83.5,1.5,Fall,No,241
REC_05848,5.8,76.5,7.0,Winter,Yes,86
REC_05849,9.3,88.2,0.8,Spring,Yes,10
REC_05850,17.4,87.5,3.5,Summer,No,358
REC_05851,10.3,37.8,0.5,Summer,No,644
REC_05852,21.1,43.4,1.3,Fall,No,1047
REC_05853,5.2,,1.2,Fall,No,525
REC_05854,1.2,45.8,8.3,Fall,No,289
REC_05855,-3.0,64.9,1.7,Summer,No,10
REC_05856,-7.2,51.5,3.5,Fall,No,152
REC_05857,9.8,91.1,2.8,Summer,No,115
REC_05858,12.0,88.6,0.5,Spring,No,10
REC_05859,8.7,59.9,8.4,Summer,No,158
REC_05860,27.4,89.3,1.3,Summer,No,563
REC_05861,27.3,82.3,0.1,Spring,No,433
REC_05862,11.7,53.2,1.1,Fall,No,870
REC_05863,-2.9,29.9,1.2,Fall,No,205
REC_05864,9.3,56.7,0.3,Summer,No,470
REC_05865,9.0,50.3,2.9,Summer,No,485
REC_05866,8.4,63.1,1.3,Spring,No,22
REC_05867,8.0,61.3,3.0,Fall,No,426
REC_05868,8.5,60.9,0.0,Spring,No,335
REC_05869,11.1,67.9,12.1,Summer,No,73
REC_05870,8.6,41.8,0.6,Summer,No,678
REC_05871,17.1,66.2,3.2,Spring,No,471
REC_05872,18.6,,3.8,Spring,No,361
REC_05873,5.9,63.0,0.6,Winter,No,10
REC_05874,27.7,74.4,0.4,Winter,No,206
REC_05875,5.2,41.6,0.5,Fall,No,346
REC_05876,-1.2,55.8,0.9,Spring,No,10
REC_05877,18.8,58.2,0.6,Fall,No,700
REC_05878,6.8,52.3,3.4,Winter,No,56
REC_05879,18.2,73.5,1.6,Fall,No,520
REC_05880,-9.0,49.2,2.3,Winter,No,10
REC_05881,28.9,51.7,0.1,Spring,No,953
REC_05882,21.7,49.4,5.9,Spring,No,562
REC_05883,-0.0,76.4,0.6,Fall,No,10
REC_05884,0.2,52.6,1.3,Spring,No,145
REC_05885,31.7,66.9,0.2,Fall,No,1085
