Game_ID,Avg_Play_Minutes,Update_Count,Item_Count,Rating,Genre,Hit
RBX_05258,16.3,43,198,2.9,Tycoon,0
RBX_05259,23.3,22,60,3.3,Tycoon,1
RBX_05260,36.3,46,148,,Tycoon,1
RBX_05261,17.3,34,136,4.2,RPG,0
RBX_05262,27.9,23,84,3.6,Simulation,0
RBX_05263,15.4,39,244,2.9,Tycoon,1
RBX_05264,6.3,14,256,3.8,RPG,1
RBX_05265,2.0,2,269,3.7,Action,1
RBX_05266,46.4,50,284,4.1,Tycoon,1
RBX_05267,33.2,21,134,4.4,RPG,1
RBX_05268,24.6,45,98,3.9,Tycoon,1
RBX_05269,14.7,28,123,3.4,Tycoon,0
RBX_05270,53.5,49,185,2.9,RPG,1
RBX_05271,27.1,4,54,3.0,Simulation,0
RBX_05272,8.2,39,173,3.6,Action,0
RBX_05273,15.2,28,142,3.5,Simulation,1
RBX_05274,20.3,31,217,3.6,Action,1
RBX_05275,7.3,28,85,4.8,Simulation,1
RBX_05276,13.0,30,66,3.9,Action,1
RBX_05277,17.9,13,293,4.2,RPG,1
RBX_05278,19.7,48,224,2.3,Action,1
RBX_05279,31.1,26,270,5.0,RPG,1
RBX_05280,10.5,2,81,4.0,Action,0
RBX_05281,21.2,21,216,3.5,Tycoon,0
RBX_05282,34.3,8,170,3.6,Action,1
RBX_05283,39.7,41,256,4.3,Action,1
RBX_05284,10.9,17,265,4.6,Simulation,0
RBX_05285,28.9,37,100,4.0,Simulation,1
RBX_05286,29.5,9,67,4.8,Tycoon,1
RBX_05287,13.2,18,233,3.3,Tycoon,0
RBX_05288,27.0,28,262,1.7,Action,0
RBX_05289,20.0,0,32,2.8,RPG,0
RBX_05290,29.9,5,111,3.4,RPG,0
RBX_05291,19.6,14,181,5.0,RPG,1
RBX_05292,16.5,3,155,4.5,Tycoon,1
RBX_05293,14.5,30,270,3.5,Simulation,0
RBX_05294,29.1,34,105,3.5,RPG,1
RBX_05295,25.4,48,92,3.8,RPG,1
RBX_05296,18.4,28,209,3.8,Action,1
RBX_05297,43.5,5,122,2.9,RPG,0
RBX_05298,31.9,36,47,5.0,Tycoon,1
RBX_05299,13.7,41,241,4.8,Simulation,0
RBX_05300,4.9,26,75,3.7,Action,0
RBX_05301,14.6,18,137,4.0,RPG,1
RBX_05302,28.8,21,79,3.0,Tycoon,0
RBX_05303,31.5,16,94,3.1,Action,1
RBX_05304,4.2,50,113,3.0,Simulation,1
RBX_05305,28.2,5,138,4.0,Simulation,0
RBX_05306,55.8,45,51,2.6,Tycoon,1
RBX_05307,28.1,33,255,3.2,Tycoon,1
RBX_05308,31.8,20,48,2.3,Simulation,0
RBX_05309,26.4,28,113,5.0,Tycoon,0
RBX_05310,21.4,36,139,3.1,Tycoon,1
RBX_05311,12.0,40,250,3.1,Simulation,1
RBX_05312,26.9,35,260,2.2,Simulation,1
RBX_05313,37.0,33,19,4.7,Tycoon,1
RBX_05314,18.9,1,81,3.1,Simulation,0
RBX_05315,34.0,31,162,3.1,Tycoon,1
RBX_05316,13.8,11,279,3.2,Action,0
RBX_05317,30.5,1,80,2.8,Simulation,1
RBX_05318,36.6,18,186,3.2,RPG,0
RBX_05319,33.5,40,139,2.7,Tycoon,1
RBX_05320,13.9,35,257,4.8,RPG,1
RBX_05321,15.4,23,93,4.5,RPG,1
RBX_05322,25.9,46,126,3.7,Simulation,0
RBX_05323,9.0,16,54,3.8,RPG,0
RBX_05324,48.2,42,60,3.2,Action,1
RBX_05325,42.0,31,181,2.8,Action,1
RBX_05326,28.9,49,277,4.1,Simulation,1
RBX_05327,12.2,41,103,3.1,Simulation,0
RBX_05328,28.6,11,238,2.7,Tycoon,1
RBX_05329,21.2,47,101,2.9,RPG,1
RBX_05330,15.8,19,141,4.7,Simulation,1
RBX_05331,28.0,0,232,1.2,Action,0
RBX_05332,17.1,26,157,2.9,Simulation,0
RBX_05333,18.4,38,148,3.0,Action,0
RBX_05334,36.7,35,131,,Simulation,0
RBX_05335,36.1,27,148,3.4,RPG,1
RBX_05336,11.8,31,94,1.7,RPG,0
RBX_05337,12.2,6,222,4.2,Tycoon,0
RBX_05338,15.6,1,195,2.1,Simulation,1
RBX_05339,24.6,41,122,3.4,RPG,1
RBX_05340,30.3,38,251,4.6,Tycoon,1
RBX_05341,5.6,14,228,3.1,RPG,0
RBX_05342,23.3,0,97,2.9,Action,0
RBX_05343,43.4,48,234,4.1,Tycoon,1
RBX_05344,48.3,36,96,3.1,Action,1
RBX_05345,45.9,29,281,2.0,Action,0
RBX_05346,26.9,37,145,4.2,Simulation,1
RBX_05347,17.1,50,157,3.7,Action,1
RBX_05348,14.8,15,21,3.4,Action,0
RBX_05349,37.8,0,17,3.9,Action,1
RBX_05350,19.8,7,28,3.4,Action,1
RBX_05351,17.2,49,38,3.3,Tycoon,0
RBX_05352,6.9,35,72,3.9,Action,0
RBX_05353,50.6,31,12,2.7,Action,1
RBX_05354,16.2,36,131,2.5,RPG,0
RBX_05355,10.2,2,184,3.7,Simulation,0
RBX_05356,7.9,30,72,4.5,RPG,1
RBX_05357,29.8,19,266,3.4,Action,1
RBX_05358,4.7,13,46,4.2,RPG,0
RBX_05359,9.9,2,44,3.0,RPG,0
RBX_05360,13.6,31,283,3.9,Simulation,1
RBX_05361,32.3,5,70,2.5,RPG,0
RBX_05362,23.3,41,284,4.0,RPG,1
RBX_05363,42.4,33,46,5.0,Action,1
RBX_05364,24.8,15,18,3.3,RPG,1
RBX_05365,9.0,48,49,3.5,Action,1
RBX_05366,36.9,23,284,4.4,Action,1
RBX_05367,32.5,14,247,3.5,Tycoon,1
RBX_05368,47.7,8,229,3.5,Action,0
RBX_05369,25.8,18,117,3.1,Simulation,1
RBX_05370,24.5,25,269,4.0,Simulation,0
RBX_05371,34.2,42,76,2.5,RPG,0
RBX_05372,28.6,9,168,2.5,Simulation,0
RBX_05373,16.5,46,282,2.5,Action,0
RBX_05374,31.3,43,225,,Action,1
RBX_05375,16.2,19,160,3.2,Action,0
RBX_05376,19.4,48,257,4.6,RPG,1
RBX_05377,35.1,43,91,3.7,Tycoon,0
RBX_05378,44.5,22,82,3.3,RPG,1
RBX_05379,35.3,24,204,1.9,RPG,0
RBX_05380,17.4,21,82,5.0,Action,1
RBX_05381,23.5,45,84,3.7,RPG,1
RBX_05382,19.4,40,186,3.3,Action,1
RBX_05383,20.9,41,40,3.6,Action,0
RBX_05384,4.3,25,196,4.5,Action,0
RBX_05385,24.3,26,73,3.5,Action,1
RBX_05386,18.3,39,147,3.2,Action,1
RBX_05387,22.5,26,8,4.7,Action,1
RBX_05388,41.4,39,75,3.3,Tycoon,1
RBX_05389,15.1,29,250,4.2,Simulation,1
RBX_05390,19.4,17,47,3.8,Simulation,0
RBX_05391,34.8,48,142,3.2,Tycoon,1
RBX_05392,24.9,39,213,4.3,Simulation,0
RBX_05393,16.5,23,263,1.9,Action,0
RBX_05394,18.9,35,152,3.3,Simulation,1
RBX_05395,39.6,30,66,2.7,RPG,1
RBX_05396,52.5,50,47,2.7,Simulation,1
RBX_05397,22.6,41,293,4.1,Tycoon,1
RBX_05398,39.5,11,225,4.2,Action,0
RBX_05399,40.0,47,88,5.0,Simulation,1
RBX_05400,26.4,0,148,3.8,Action,0
RBX_05401,13.8,15,152,3.3,Simulation,0
RBX_05402,28.8,17,84,5.0,RPG,0
RBX_05403,20.2,39,254,2.9,RPG,0
RBX_05404,41.6,27,196,3.8,Action,1
RBX_05405,13.7,45,176,3.2,Tycoon,1
RBX_05406,15.7,48,257,4.0,RPG,1
RBX_05407,16.5,44,124,2.6,RPG,1
RBX_05408,45.5,41,192,3.2,Simulation,1
RBX_05409,18.8,5,33,2.6,Simulation,0
RBX_05410,40.8,28,170,4.5,RPG,1
RBX_05411,29.8,43,170,4.0,Tycoon,1
RBX_05412,46.1,1,106,3.6,RPG,0
RBX_05413,18.0,23,208,3.3,Action,1
RBX_05414,32.7,11,66,3.4,Simulation,0
RBX_05415,42.3,10,35,3.5,RPG,1
RBX_05416,10.7,14,19,2.8,Tycoon,0
RBX_05417,44.4,15,162,,Simulation,1
RBX_05418,34.9,5,289,4.5,RPG,1
RBX_05419,34.6,46,43,2.7,Action,0
RBX_05420,7.2,36,63,2.8,RPG,0
RBX_05421,37.4,24,122,4.1,Tycoon,0
RBX_05422,21.8,14,267,4.1,Simulation,1
RBX_05423,4.2,48,80,4.0,RPG,1
RBX_05424,43.0,48,166,3.0,Tycoon,1
RBX_05425,13.5,44,45,2.5,Simulation,0
RBX_05426,2.0,8,170,3.5,Action,0
RBX_05427,29.1,21,257,2.9,Action,1
RBX_05428,6.8,19,194,3.4,Action,0
RBX_05429,22.8,18,237,2.8,Action,0
RBX_05430,22.8,49,297,3.1,RPG,1
RBX_05431,27.7,31,212,4.1,Action,1
RBX_05432,22.0,0,6,4.3,Action,0
RBX_05433,28.6,31,10,3.1,RPG,0
RBX_05434,21.4,16,80,2.6,Action,0
RBX_05435,10.0,30,197,2.8,Action,0
RBX_05436,30.0,19,233,4.0,RPG,1
RBX_05437,24.4,34,71,3.5,Simulation,0
RBX_05438,5.3,20,7,4.0,Simulation,0
RBX_05439,28.8,22,300,2.1,Action,0
RBX_05440,22.8,31,85,4.2,RPG,1
RBX_05441,25.5,24,13,3.1,RPG,1
RBX_05442,21.6,22,204,,Simulation,1
RBX_05443,2.0,22,259,4.1,RPG,0
RBX_05444,19.6,12,236,2.8,Simulation,0
RBX_05445,33.3,5,106,3.5,Action,0
RBX_05446,6.2,2,143,3.1,Simulation,0
RBX_05447,24.9,20,192,3.7,RPG,0
RBX_05448,39.4,14,33,4.6,Tycoon,1
RBX_05449,26.7,45,112,3.3,RPG,1
RBX_05450,7.1,49,167,3.5,Simulation,0
RBX_05451,6.3,48,73,3.3,Action,1
RBX_05452,2.8,30,229,3.7,RPG,0
RBX_05453,26.8,39,153,2.7,Action,0
RBX_05454,27.8,4,152,2.5,Tycoon,0
RBX_05455,25.2,48,169,3.3,Tycoon,1
RBX_05456,26.5,31,91,3.0,Tycoon,0
RBX_05457,51.4,31,181,3.8,Tycoon,1
RBX_05458,37.8,11,119,3.4,Action,0
RBX_05459,41.2,4,176,3.3,RPG,0
RBX_05460,39.0,48,9,4.0,Simulation,1
RBX_05461,2.0,15,122,4.8,Simulation,0
RBX_05462,27.1,47,166,5.0,RPG,1
RBX_05463,37.5,25,139,3.3,RPG,1
RBX_05464,14.5,37,201,3.1,Action,1
RBX_05465,46.8,0,75,2.0,RPG,0
RBX_05466,37.0,39,175,3.3,Action,1
RBX_05467,33.5,36,143,3.1,Simulation,1
RBX_05468,14.2,44,107,2.6,RPG,0
RBX_05469,21.6,47,161,3.7,Action,1
RBX_05470,24.2,23,210,1.9,RPG,1
RBX_05471,28.3,37,175,3.3,Tycoon,1
RBX_05472,24.2,38,289,3.5,RPG,0
RBX_05473,20.3,48,300,2.4,Simulation,1
RBX_05474,27.9,44,160,2.8,RPG,1
RBX_05475,33.5,24,218,1.4,Simulation,0
RBX_05476,27.8,47,283,3.1,Tycoon,1
RBX_05477,35.3,7,204,5.0,Action,1
RBX_05478,37.0,38,286,2.9,Action,1
RBX_05479,26.0,40,281,3.9,Action,0
RBX_05480,27.2,31,81,3.2,Action,1
RBX_05481,9.5,44,43,2.5,RPG,0
RBX_05482,23.2,32,77,3.3,Action,1
RBX_05483,15.5,7,7,4.4,Simulation,0
RBX_05484,27.3,44,216,4.0,Action,1
RBX_05485,33.6,45,227,3.0,Action,1
RBX_05486,32.6,43,64,4.3,RPG,1
RBX_05487,20.9,12,242,4.4,RPG,0
RBX_05488,10.9,33,9,4.3,Action,1
RBX_05489,26.6,39,37,3.7,Action,1
RBX_05490,28.0,13,103,4.6,Action,1
RBX_05491,10.6,33,227,4.4,Simulation,0
RBX_05492,37.5,49,183,3.8,Action,1
RBX_05493,25.5,8,52,2.6,RPG,0
RBX_05494,17.0,16,215,3.1,Simulation,1
RBX_05495,24.8,10,240,3.3,Simulation,0
RBX_05496,26.4,26,94,4.4,Simulation,1
RBX_05497,31.2,29,194,3.3,RPG,1
RBX_05498,27.4,11,46,4.9,Action,1
RBX_05499,13.8,12,5,5.0,Simulation,1
RBX_05500,31.7,26,296,4.0,RPG,1
RBX_05501,34.1,25,158,3.7,Tycoon,1
RBX_05502,50.8,50,294,3.7,RPG,1
RBX_05503,30.7,28,120,5.0,Action,1
RBX_05504,16.5,8,90,4.5,RPG,1
RBX_05505,15.9,27,191,3.9,Tycoon,1
RBX_05506,27.1,20,176,,RPG,1
RBX_05507,31.6,43,85,,Simulation,1
RBX_05508,25.5,13,248,3.3,Simulation,0
RBX_05509,37.0,25,11,3.9,Action,1
RBX_05510,27.9,21,272,3.3,Simulation,1
RBX_05511,30.5,41,134,2.8,Action,1
RBX_05512,15.0,47,215,4.2,Action,1
RBX_05513,23.8,27,89,3.1,RPG,1
RBX_05514,25.1,48,184,3.5,Action,1
RBX_05515,9.8,46,144,3.6,Action,1
RBX_05516,27.8,42,52,,Simulation,1
RBX_05517,22.4,35,159,4.5,Simulation,0
RBX_05518,13.6,46,82,2.4,Action,0
RBX_05519,9.7,1,201,3.4,RPG,1
RBX_05520,10.2,21,117,4.3,Action,1
RBX_05521,12.3,50,53,3.9,Action,1
RBX_05522,20.7,19,290,2.1,RPG,0
RBX_05523,20.3,30,197,3.1,Action,0
RBX_05524,27.4,33,243,4.0,Tycoon,0
RBX_05525,23.8,31,27,3.4,Action,1
RBX_05526,22.5,13,274,2.6,Action,0
RBX_05527,37.0,29,222,3.1,Tycoon,1
RBX_05528,29.5,10,131,4.5,RPG,1
RBX_05529,29.2,8,122,4.0,Tycoon,1
RBX_05530,17.1,43,298,2.4,Simulation,1
RBX_05531,39.0,46,147,4.0,Action,1
RBX_05532,9.4,1,195,2.7,Simulation,0
RBX_05533,11.7,32,6,4.6,Action,0
RBX_05534,29.3,17,61,4.3,Simulation,0
RBX_05535,28.1,48,158,4.1,Tycoon,1
RBX_05536,33.7,35,65,3.7,Simulation,1
RBX_05537,20.4,23,7,5.0,Action,1
RBX_05538,9.9,27,239,3.0,Action,1
RBX_05539,18.1,46,249,3.9,RPG,1
RBX_05540,27.2,37,218,4.4,Simulation,1
RBX_05541,29.4,0,124,2.2,Tycoon,0
RBX_05542,26.1,36,67,3.2,RPG,1
RBX_05543,36.1,48,86,4.2,Action,0
RBX_05544,9.6,40,145,2.2,Tycoon,0
RBX_05545,19.8,8,89,3.8,Simulation,0
RBX_05546,23.5,17,75,4.2,Tycoon,1
RBX_05547,30.0,10,120,3.4,Action,1
RBX_05548,6.2,37,272,4.3,RPG,1
RBX_05549,31.1,23,101,3.9,Simulation,1
RBX_05550,33.8,14,11,4.0,RPG,0
RBX_05551,39.3,16,110,4.5,RPG,0
RBX_05552,36.2,36,257,3.5,Tycoon,0
RBX_05553,6.2,2,146,3.2,RPG,0
RBX_05554,18.6,31,201,2.8,Tycoon,0
RBX_05555,24.1,48,287,4.7,Action,1
RBX_05556,23.0,46,186,3.3,Action,1
RBX_05557,23.5,16,84,5.0,Tycoon,1
RBX_05558,20.1,2,65,3.1,Action,0
RBX_05559,18.8,47,104,2.8,Action,1
RBX_05560,6.9,22,295,2.3,Simulation,0
RBX_05561,28.7,31,136,3.0,Action,1
RBX_05562,14.4,41,266,,Action,1
RBX_05563,24.8,31,211,3.2,Action,1
RBX_05564,25.6,46,31,4.8,Action,0
RBX_05565,22.3,19,154,3.5,Action,1
RBX_05566,36.7,22,100,3.4,Action,1
RBX_05567,36.3,39,175,2.8,Tycoon,1
RBX_05568,20.6,46,149,3.0,Simulation,0
RBX_05569,9.0,7,83,4.9,Tycoon,0
RBX_05570,8.9,10,176,3.3,RPG,0
RBX_05571,27.7,1,53,3.5,RPG,0
RBX_05572,32.4,47,209,4.3,Action,1
RBX_05573,30.5,24,141,2.5,RPG,1
RBX_05574,12.5,48,101,3.6,Simulation,1
RBX_05575,33.9,32,265,4.8,Tycoon,1
RBX_05576,17.1,47,113,3.6,Action,1
RBX_05577,33.6,12,54,3.8,Simulation,0
RBX_05578,11.5,33,21,3.9,Action,0
RBX_05579,13.5,1,140,3.8,Tycoon,0
RBX_05580,25.7,35,230,2.9,Tycoon,1
RBX_05581,18.5,24,71,2.1,Action,0
RBX_05582,39.4,6,298,2.3,Tycoon,1
RBX_05583,2.9,3,151,4.7,Simulation,0
RBX_05584,12.3,14,103,3.4,Tycoon,0
RBX_05585,19.0,6,64,2.4,Tycoon,0
RBX_05586,37.5,30,72,2.7,Action,1
RBX_05587,18.7,13,69,3.6,Action,1
RBX_05588,10.4,39,283,2.4,Tycoon,1
RBX_05589,10.1,27,60,4.0,Tycoon,1
RBX_05590,21.8,28,280,3.1,Action,0
RBX_05591,35.7,11,223,3.5,Action,1
RBX_05592,40.6,25,179,3.6,RPG,1
RBX_05593,11.4,23,223,3.2,RPG,0
RBX_05594,26.2,7,185,,Simulation,1
RBX_05595,24.3,43,76,3.4,Action,1
RBX_05596,28.6,17,247,4.8,Simulation,0
RBX_05597,27.4,25,165,4.7,RPG,1
RBX_05598,40.6,14,160,3.9,RPG,1
RBX_05599,6.2,47,116,3.9,Tycoon,1
RBX_05600,31.1,3,241,2.5,RPG,1
RBX_05601,14.7,38,145,2.2,Action,0
RBX_05602,16.4,23,93,3.2,RPG,1
RBX_05603,2.0,3,248,4.7,RPG,1
RBX_05604,2.8,24,113,,Action,1
RBX_05605,12.8,21,95,4.0,Tycoon,1
RBX_05606,16.1,45,267,4.4,RPG,1
RBX_05607,17.1,32,67,4.7,Tycoon,1
RBX_05608,14.1,11,126,2.5,RPG,0
RBX_05609,19.0,8,142,2.9,Simulation,0
RBX_05610,20.1,33,287,3.8,Tycoon,0
RBX_05611,29.2,11,290,3.2,RPG,0
RBX_05612,17.0,45,234,4.2,Action,1
RBX_05613,15.7,32,131,3.4,RPG,1
RBX_05614,51.0,21,282,2.9,Simulation,1
RBX_05615,24.3,3,208,2.5,RPG,0
RBX_05616,18.7,0,148,3.9,Tycoon,1
RBX_05617,10.3,20,196,3.8,Simulation,0
RBX_05618,26.7,9,138,4.5,Action,1
RBX_05619,23.1,4,155,3.7,Action,0
RBX_05620,39.1,30,62,3.2,Tycoon,1
RBX_05621,6.4,26,237,3.1,RPG,0
RBX_05622,4.2,6,73,3.2,RPG,0
RBX_05623,38.4,40,95,5.0,Action,1
RBX_05624,26.4,14,29,4.1,Tycoon,0
RBX_05625,40.1,36,100,2.2,RPG,1
RBX_05626,46.9,14,262,3.7,Simulation,0
RBX_05627,7.9,28,174,4.1,Action,1
RBX_05628,23.1,48,187,2.7,Tycoon,1
RBX_05629,14.5,14,122,3.9,Action,1
RBX_05630,31.3,6,31,3.9,Tycoon,1
RBX_05631,10.8,23,153,4.2,Tycoon,1
RBX_05632,38.2,11,298,3.9,Simulation,1
RBX_05633,26.4,28,52,4.8,Tycoon,1
RBX_05634,2.0,38,255,3.7,Action,0
RBX_05635,19.6,7,85,2.6,Tycoon,1
RBX_05636,15.1,4,137,4.4,RPG,1
RBX_05637,2.0,45,273,4.2,Action,1
RBX_05638,18.1,16,99,4.2,Action,0
RBX_05639,16.3,19,109,3.4,Action,1
RBX_05640,8.7,31,46,2.7,Simulation,1
RBX_05641,22.1,32,73,4.2,Simulation,1
RBX_05642,7.6,40,20,4.1,Action,1
RBX_05643,4.8,44,102,3.7,Action,1
RBX_05644,38.1,48,172,4.6,Tycoon,1
RBX_05645,38.4,17,249,4.7,RPG,1
RBX_05646,48.6,30,168,3.4,RPG,1
RBX_05647,18.5,31,202,3.8,Action,1
RBX_05648,37.9,19,127,3.4,Simulation,0
RBX_05649,22.8,40,182,3.8,RPG,1
RBX_05650,28.5,33,206,4.6,Tycoon,1
RBX_05651,35.1,50,105,5.0,Action,1
RBX_05652,10.2,7,197,3.6,Tycoon,0
RBX_05653,32.2,15,235,4.8,Simulation,0
RBX_05654,9.3,4,139,4.3,Action,0
RBX_05655,2.0,18,16,2.8,Tycoon,0
RBX_05656,20.8,35,125,3.5,Action,1
RBX_05657,39.8,43,81,3.3,Action,1
RBX_05658,6.3,49,7,3.6,Tycoon,1
RBX_05659,27.1,11,175,4.5,Action,1
RBX_05660,38.4,25,289,3.3,Simulation,1
RBX_05661,21.4,45,122,3.7,Tycoon,1
RBX_05662,18.7,16,176,3.1,Action,0
RBX_05663,29.3,6,167,4.7,Action,1
RBX_05664,20.6,11,127,4.1,Action,1
RBX_05665,22.4,4,12,3.6,Tycoon,0
RBX_05666,14.0,21,201,2.4,RPG,0
RBX_05667,7.6,33,111,4.2,RPG,1
RBX_05668,38.9,38,55,3.0,RPG,1
RBX_05669,26.0,19,27,1.9,Action,0
RBX_05670,47.3,43,128,2.2,Action,1
RBX_05671,33.3,17,158,3.2,Action,1
RBX_05672,28.8,47,154,3.5,RPG,1
RBX_05673,39.4,20,193,3.0,Tycoon,1
RBX_05674,21.9,33,82,2.6,Tycoon,1
RBX_05675,23.4,38,30,3.6,Simulation,1
RBX_05676,42.3,15,259,4.1,Action,1
RBX_05677,19.1,46,260,2.4,Action,1
RBX_05678,30.7,33,150,3.9,Tycoon,1
RBX_05679,18.0,22,195,3.7,Action,0
RBX_05680,32.8,10,188,2.7,Tycoon,0
RBX_05681,28.5,34,245,4.3,Action,1
RBX_05682,34.2,19,121,3.6,Action,1
RBX_05683,32.6,49,294,4.5,RPG,1
RBX_05684,46.8,15,238,4.3,Simulation,1
RBX_05685,17.9,17,196,3.6,RPG,1
RBX_05686,33.2,38,236,4.0,Action,1
RBX_05687,25.8,10,71,3.5,RPG,0
RBX_05688,23.2,14,258,3.4,Simulation,1
RBX_05689,8.8,31,124,4.1,Action,0
RBX_05690,20.3,21,123,4.6,Tycoon,0
RBX_05691,24.6,13,279,2.5,Action,0
RBX_05692,13.1,44,271,3.9,Action,1
RBX_05693,41.3,42,83,3.6,Simulation,1
RBX_05694,40.1,50,270,3.8,Tycoon,1
RBX_05695,27.2,46,12,2.6,Action,0
RBX_05696,53.7,12,297,4.3,Action,1
RBX_05697,29.4,12,221,2.7,Tycoon,0
RBX_05698,27.3,48,228,4.8,Tycoon,1
RBX_05699,37.3,9,244,2.4,Simulation,0
RBX_05700,23.5,21,280,4.8,RPG,1
RBX_05701,30.8,10,13,3.8,RPG,1
RBX_05702,16.6,11,96,2.9,Simulation,0
RBX_05703,16.7,16,162,3.7,Simulation,1
RBX_05704,25.4,0,18,1.9,RPG,0
RBX_05705,51.5,21,207,,Tycoon,1
RBX_05706,24.5,24,239,2.0,Action,0
RBX_05707,41.6,44,216,3.0,Action,1
RBX_05708,21.2,33,21,3.0,Simulation,1
RBX_05709,14.5,46,118,1.7,RPG,1
RBX_05710,13.6,41,268,2.9,Simulation,1
RBX_05711,19.8,26,215,2.3,RPG,1
RBX_05712,48.1,15,100,2.8,RPG,0
RBX_05713,12.9,44,286,3.8,Action,1
RBX_05714,24.8,14,184,4.4,Action,0
RBX_05715,28.7,47,124,4.4,Simulation,0
RBX_05716,25.5,24,59,3.5,RPG,0
RBX_05717,31.5,21,43,4.0,Simulation,0
RBX_05718,26.1,30,233,2.6,RPG,0
RBX_05719,28.4,14,144,3.4,RPG,0
RBX_05720,51.4,48,256,4.1,Action,1
RBX_05721,2.0,50,93,4.2,Tycoon,0
RBX_05722,28.7,41,196,3.5,RPG,1
RBX_05723,31.3,14,193,3.7,Tycoon,0
RBX_05724,10.2,47,208,3.6,Simulation,0
RBX_05725,18.9,32,9,2.7,Simulation,1
RBX_05726,32.2,28,34,2.7,Action,1
RBX_05727,29.5,1,209,3.2,RPG,0
RBX_05728,26.6,8,169,4.9,Simulation,0
RBX_05729,45.8,20,201,4.2,Tycoon,1
RBX_05730,17.8,23,228,1.8,Action,0
RBX_05731,18.7,26,66,3.0,RPG,0
RBX_05732,53.1,30,36,5.0,RPG,1
RBX_05733,42.7,26,8,4.0,RPG,1
RBX_05734,22.4,41,227,3.7,RPG,1
RBX_05735,20.2,50,286,4.2,Action,1
RBX_05736,41.1,49,206,3.0,Simulation,1
RBX_05737,6.6,12,187,3.4,RPG,0
RBX_05738,18.4,25,288,4.6,Action,1
RBX_05739,35.1,9,78,3.0,Simulation,0
RBX_05740,11.9,29,194,2.8,RPG,0
RBX_05741,9.4,40,163,2.9,Action,0
RBX_05742,45.9,35,191,4.6,Tycoon,1
RBX_05743,44.9,42,299,3.7,RPG,1
RBX_05744,2.6,21,58,2.8,Action,0
RBX_05745,5.0,20,136,2.9,Tycoon,0
RBX_05746,23.7,50,131,3.0,Tycoon,1
RBX_05747,13.4,40,184,4.6,Tycoon,1
RBX_05748,47.5,1,245,2.7,Action,1
RBX_05749,40.1,44,261,2.9,Tycoon,1
RBX_05750,28.0,50,96,3.2,Tycoon,1
RBX_05751,21.7,40,138,3.5,RPG,1
RBX_05752,23.5,37,281,4.5,Action,1
RBX_05753,28.7,10,91,2.1,RPG,1
RBX_05754,23.8,3,215,3.2,Action,0
RBX_05755,31.7,1,267,2.7,RPG,1
RBX_05756,20.0,44,123,4.3,Simulation,1
RBX_05757,13.5,0,232,2.5,Simulation,0
RBX_05758,29.4,29,38,2.3,Tycoon,1
RBX_05759,45.6,2,107,3.0,Tycoon,1
RBX_05760,17.9,47,183,3.3,Tycoon,1
RBX_05761,31.3,9,127,5.0,RPG,1
RBX_05762,5.4,25,208,2.5,Action,0
RBX_05763,36.4,33,292,2.5,RPG,1
RBX_05764,4.7,10,105,3.4,Tycoon,0
RBX_05765,25.4,40,87,1.8,Simulation,0
RBX_05766,28.2,43,214,2.2,Action,0
RBX_05767,8.2,47,163,3.2,Action,1
RBX_05768,14.6,25,210,4.4,Tycoon,1
RBX_05769,26.4,45,265,3.6,RPG,1
RBX_05770,55.8,3,275,4.3,Action,1
RBX_05771,11.9,42,134,3.5,Simulation,1
RBX_05772,22.5,21,230,2.0,Simulation,0
RBX_05773,35.8,20,267,2.9,RPG,1
RBX_05774,6.7,31,79,3.1,Simulation,1
RBX_05775,18.4,36,148,3.0,Action,1
RBX_05776,40.0,0,62,4.3,RPG,1
RBX_05777,38.7,17,266,2.8,Action,0
RBX_05778,33.1,2,88,2.8,Tycoon,0
RBX_05779,18.8,49,117,3.5,Action,1
RBX_05780,30.8,19,90,3.2,Tycoon,1
RBX_05781,36.3,44,124,2.2,RPG,1
RBX_05782,24.0,39,245,3.7,Tycoon,1
RBX_05783,18.7,33,199,3.3,Action,1
RBX_05784,38.0,5,259,3.6,RPG,1
RBX_05785,29.5,4,275,2.4,RPG,1
RBX_05786,9.9,27,244,3.5,Simulation,1
RBX_05787,5.8,38,157,3.0,Tycoon,0
RBX_05788,11.2,30,247,3.3,Tycoon,1
RBX_05789,7.1,40,15,2.3,Simulation,0
RBX_05790,52.7,33,139,3.8,Action,1
RBX_05791,28.2,31,81,3.9,Tycoon,1
RBX_05792,9.7,4,53,3.8,Tycoon,1
RBX_05793,42.8,26,26,3.0,RPG,0
RBX_05794,23.7,35,214,3.5,RPG,1
RBX_05795,30.9,22,157,4.0,RPG,1
RBX_05796,34.2,19,51,3.7,Action,0
RBX_05797,57.7,37,246,5.0,Action,1
RBX_05798,26.6,24,69,4.7,Action,0
RBX_05799,53.1,42,72,2.5,Action,1
RBX_05800,30.0,25,51,4.1,Simulation,1
RBX_05801,16.0,21,242,3.5,Action,0
RBX_05802,8.8,40,165,3.6,RPG,1
RBX_05803,19.4,4,55,4.1,Simulation,0
RBX_05804,50.5,21,227,3.6,Simulation,1
RBX_05805,30.9,19,270,3.2,Tycoon,0
RBX_05806,4.9,19,113,4.0,Tycoon,0
RBX_05807,38.4,28,275,4.5,RPG,1
RBX_05808,19.0,18,203,4.0,Simulation,1
RBX_05809,45.4,42,212,3.7,Tycoon,1
