Student_ID,Study_Hours,Attendance_Rate,Mock_Score,Sleep_Hours,Academy_Type,Pass
STU_05863,7.1,44.9,50.1,6.4,Online,0
STU_05864,19.3,71.7,63.0,8.4,Offline,1
STU_05865,19.0,65.3,64.1,7.5,Online,1
STU_05866,18.4,78.1,63.6,7.4,Self_Study,1
STU_05867,18.0,76.3,72.1,8.0,Offline,1
STU_05868,18.5,75.9,67.0,7.7,Offline,1
STU_05869,21.1,82.9,74.1,8.1,Self_Study,1
STU_05870,18.6,56.8,68.4,9.7,Self_Study,1
STU_05871,27.1,81.2,37.2,8.9,Self_Study,0
STU_05872,28.6,68.4,64.9,7.2,Online,1
STU_05873,15.9,78.0,49.9,5.8,Online,0
STU_05874,37.7,89.4,40.0,7.0,Online,1
STU_05875,15.2,56.6,54.8,3.6,Offline,0
STU_05876,8.8,70.8,63.3,7.7,Offline,1
STU_05877,28.8,73.2,64.5,4.9,Online,1
STU_05878,16.8,67.3,79.0,8.2,Offline,1
STU_05879,28.2,88.5,83.5,9.5,Online,1
STU_05880,1.0,,66.1,4.3,Offline,1
STU_05881,38.9,,69.3,6.4,Offline,1
STU_05882,31.7,64.4,61.7,4.9,Offline,1
STU_05883,10.0,91.4,73.8,3.9,Self_Study,1
STU_05884,10.2,67.6,68.8,6.3,Offline,1
STU_05885,41.7,81.9,59.0,7.5,Online,1
STU_05886,17.6,100.0,98.7,7.6,Online,1
STU_05887,16.7,73.9,50.2,6.7,Offline,1
STU_05888,2.3,91.7,86.2,4.0,Self_Study,1
STU_05889,21.5,100.0,35.6,6.7,Self_Study,0
STU_05890,22.7,90.4,74.6,4.3,Self_Study,1
STU_05891,32.2,,85.9,4.4,Offline,1
STU_05892,11.0,84.6,25.7,5.0,Offline,1
STU_05893,9.8,55.7,62.5,8.1,Offline,1
STU_05894,29.5,63.3,72.9,7.3,Offline,1
STU_05895,35.1,65.9,64.5,7.0,Online,1
STU_05896,9.3,100.0,66.8,5.2,Online,1
STU_05897,35.8,62.8,62.5,5.9,Offline,0
STU_05898,25.4,62.6,40.3,4.4,Online,1
STU_05899,35.9,59.3,100.0,8.5,Self_Study,1
STU_05900,24.3,83.4,50.9,9.8,Self_Study,1
STU_05901,1.0,77.1,67.8,7.3,Offline,1
STU_05902,23.5,91.3,48.4,7.6,Online,0
STU_05903,35.6,85.1,19.0,6.3,Offline,1
STU_05904,16.1,54.3,43.4,4.1,Offline,1
STU_05905,21.1,62.9,33.9,5.2,Offline,1
STU_05906,23.2,95.5,79.6,5.8,Offline,1
STU_05907,1.0,72.0,49.1,5.9,Self_Study,1
STU_05908,41.7,92.8,50.7,5.6,Self_Study,1
STU_05909,16.0,72.8,40.8,6.6,Offline,1
STU_05910,30.1,60.5,61.7,5.2,Online,1
STU_05911,24.1,70.5,47.1,9.8,Offline,1
STU_05912,37.6,60.5,77.9,4.5,Self_Study,1
STU_05913,29.1,66.5,65.4,7.8,Self_Study,0
STU_05914,22.7,78.0,49.7,6.1,Online,1
STU_05915,16.1,82.7,75.3,7.2,Self_Study,0
STU_05916,33.0,51.1,60.1,7.3,Online,1
STU_05917,6.3,74.7,60.4,6.7,Offline,1
STU_05918,31.5,66.2,33.7,4.8,Self_Study,1
STU_05919,14.0,65.3,58.7,6.0,Offline,1
STU_05920,37.5,77.0,65.8,6.8,Offline,0
STU_05921,26.6,66.7,84.0,6.7,Online,1
STU_05922,31.4,95.7,46.5,5.0,Online,1
STU_05923,25.8,,100.0,8.4,Self_Study,1
STU_05924,7.5,92.7,70.0,3.0,Self_Study,1
STU_05925,16.4,67.6,32.7,6.1,Self_Study,0
STU_05926,31.7,60.6,44.8,5.1,Online,0
STU_05927,26.7,76.2,85.6,6.8,Self_Study,1
STU_05928,36.8,,82.4,8.0,Online,1
STU_05929,29.0,65.9,60.3,4.4,Online,1
STU_05930,15.3,57.4,62.7,10.0,Offline,1
STU_05931,17.0,74.4,39.0,6.8,Offline,1
STU_05932,26.0,68.9,83.8,7.1,Online,1
STU_05933,1.9,85.3,42.2,4.3,Online,1
STU_05934,41.7,85.0,75.2,6.4,Offline,1
STU_05935,29.4,91.5,84.3,8.0,Online,1
STU_05936,37.3,56.1,60.9,6.8,Online,0
STU_05937,9.2,81.0,77.4,6.7,Offline,1
STU_05938,37.4,64.1,93.3,6.4,Online,1
STU_05939,47.3,56.7,64.8,4.4,Offline,1
STU_05940,11.8,68.6,56.8,4.4,Self_Study,1
STU_05941,32.7,91.0,58.8,8.3,Online,1
STU_05942,25.0,69.4,46.6,7.8,Self_Study,0
STU_05943,9.6,98.5,46.2,8.0,Online,1
STU_05944,29.9,83.2,68.0,5.3,Online,0
STU_05945,33.3,69.1,57.0,6.3,Offline,1
STU_05946,19.0,92.4,65.9,8.3,Offline,1
STU_05947,36.7,81.7,33.2,4.7,Offline,1
STU_05948,8.3,61.0,58.3,8.2,Online,1
STU_05949,10.1,100.0,78.5,5.6,Self_Study,1
STU_05950,26.4,78.9,39.9,5.2,Self_Study,1
STU_05951,25.3,75.3,60.3,6.5,Self_Study,1
STU_05952,17.8,62.2,26.6,4.8,Offline,0
STU_05953,33.1,92.7,36.5,3.7,Offline,1
STU_05954,30.3,82.8,74.5,6.6,Self_Study,1
STU_05955,33.6,84.4,54.4,7.3,Self_Study,1
STU_05956,23.8,67.4,92.8,8.3,Self_Study,1
STU_05957,31.0,87.5,67.8,7.4,Self_Study,0
STU_05958,20.5,88.7,69.6,9.4,Offline,1
STU_05959,45.5,65.0,40.6,8.5,Offline,1
STU_05960,16.9,53.7,53.1,7.6,Offline,1
STU_05961,46.1,83.7,46.8,7.2,Self_Study,1
STU_05962,25.3,51.4,40.8,8.3,Online,1
STU_05963,11.2,77.3,72.0,3.2,Online,1
STU_05964,38.7,68.3,75.6,5.8,Online,1
STU_05965,26.3,93.3,67.2,3.7,Self_Study,1
STU_05966,33.5,69.1,45.1,7.5,Self_Study,0
STU_05967,37.2,91.6,66.0,5.4,Online,1
STU_05968,28.4,67.3,25.6,10.0,Online,0
STU_05969,19.1,90.0,83.8,5.7,Offline,1
STU_05970,34.8,100.0,36.6,6.7,Offline,0
STU_05971,25.0,59.0,39.8,5.9,Online,1
STU_05972,31.9,79.4,62.1,5.8,Self_Study,1
STU_05973,3.5,100.0,63.7,4.6,Offline,1
STU_05974,29.5,76.0,58.7,4.6,Offline,1
STU_05975,18.6,75.9,40.0,3.2,Self_Study,0
STU_05976,41.5,86.8,80.4,7.3,Online,1
STU_05977,31.2,75.6,29.7,5.9,Offline,1
STU_05978,27.4,49.4,33.3,9.4,Offline,1
STU_05979,29.9,92.0,58.1,4.6,Self_Study,1
STU_05980,15.0,45.0,37.2,8.7,Online,1
STU_05981,41.2,68.7,82.0,8.9,Self_Study,1
STU_05982,44.9,93.1,38.8,8.4,Offline,1
STU_05983,28.9,69.7,88.0,6.9,Self_Study,1
STU_05984,40.9,64.6,78.6,6.0,Self_Study,1
STU_05985,19.3,88.2,82.2,8.4,Online,1
STU_05986,17.0,62.2,94.0,5.3,Online,1
STU_05987,25.4,56.7,61.5,6.9,Online,1
STU_05988,29.3,79.1,41.8,6.4,Offline,1
STU_05989,21.1,72.3,58.1,5.2,Self_Study,0
STU_05990,30.4,56.3,49.8,6.9,Online,1
STU_05991,28.1,84.6,47.2,7.6,Offline,1
STU_05992,15.0,82.0,62.7,5.1,Self_Study,0
STU_05993,30.2,69.6,54.4,7.2,Self_Study,1
STU_05994,33.6,70.6,46.5,3.2,Offline,0
STU_05995,26.7,82.1,55.6,4.9,Self_Study,1
STU_05996,36.5,92.9,69.9,5.8,Online,1
STU_05997,12.8,70.8,77.2,7.0,Online,1
STU_05998,29.7,84.8,31.1,7.8,Online,1
STU_05999,13.3,83.5,54.5,6.6,Offline,1
STU_06000,13.9,88.2,57.5,7.3,Offline,1
STU_06001,18.7,75.6,38.7,6.3,Offline,1
STU_06002,15.6,61.3,57.8,7.1,Online,1
STU_06003,19.5,68.1,62.7,7.0,Online,1
STU_06004,22.9,80.1,69.3,5.7,Online,1
STU_06005,33.4,100.0,61.4,6.0,Self_Study,1
STU_06006,21.8,67.7,44.1,7.4,Self_Study,1
STU_06007,9.1,87.1,96.2,9.2,Online,1
STU_06008,36.4,70.1,74.9,8.3,Online,1
STU_06009,16.6,76.7,69.9,4.8,Self_Study,1
STU_06010,24.4,97.7,78.1,4.8,Online,1
STU_06011,29.5,86.5,64.4,5.7,Self_Study,1
STU_06012,27.0,56.4,83.2,6.6,Offline,1
STU_06013,35.9,66.4,61.0,6.6,Offline,1
STU_06014,29.8,93.8,60.0,8.4,Self_Study,0
STU_06015,16.4,77.1,71.4,8.4,Online,1
STU_06016,46.8,57.8,88.4,6.5,Online,1
STU_06017,26.9,62.7,87.2,6.2,Self_Study,1
STU_06018,23.5,85.6,70.7,7.3,Self_Study,1
STU_06019,34.6,89.9,69.3,8.1,Offline,1
STU_06020,27.5,75.3,72.5,7.3,Self_Study,1
STU_06021,29.0,100.0,77.7,5.9,Self_Study,1
STU_06022,49.9,,83.4,5.6,Online,1
STU_06023,22.2,71.3,55.7,4.8,Offline,1
STU_06024,21.8,62.8,83.7,6.8,Online,1
STU_06025,26.2,60.4,66.2,7.4,Online,1
STU_06026,35.7,80.0,71.7,7.6,Offline,1
STU_06027,9.9,67.7,84.9,8.2,Online,1
STU_06028,5.3,100.0,73.4,8.7,Online,1
STU_06029,19.1,97.0,76.5,4.4,Offline,1
STU_06030,8.7,84.5,53.0,7.1,Online,1
STU_06031,20.8,57.3,87.0,7.2,Online,1
STU_06032,30.0,64.9,72.5,6.4,Online,1
STU_06033,16.1,93.8,62.3,5.3,Self_Study,1
STU_06034,10.7,66.6,79.8,8.7,Self_Study,1
STU_06035,25.7,91.8,100.0,5.6,Self_Study,1
STU_06036,33.6,82.1,39.0,3.2,Self_Study,1
STU_06037,8.1,75.8,45.5,6.5,Self_Study,0
STU_06038,33.2,64.5,100.0,6.1,Online,1
STU_06039,33.2,73.6,67.7,9.3,Self_Study,1
STU_06040,34.5,77.8,63.4,7.2,Offline,1
STU_06041,37.2,90.5,57.9,6.0,Online,1
STU_06042,47.0,61.7,81.8,6.2,Offline,1
STU_06043,21.4,71.1,100.0,6.2,Online,1
STU_06044,26.1,75.7,48.0,9.8,Online,1
STU_06045,20.8,84.9,58.3,7.5,Online,1
STU_06046,25.0,61.4,53.7,4.4,Offline,1
STU_06047,40.3,55.3,73.2,6.1,Self_Study,1
STU_06048,11.5,85.1,82.0,6.5,Online,1
STU_06049,16.4,52.2,89.2,4.8,Self_Study,0
STU_06050,38.8,94.3,73.8,3.8,Online,1
STU_06051,35.2,72.7,100.0,7.4,Offline,1
STU_06052,21.4,51.8,49.7,5.3,Online,0
STU_06053,33.5,67.8,45.0,8.4,Self_Study,1
STU_06054,28.4,80.7,86.4,6.5,Self_Study,1
STU_06055,40.0,67.0,62.2,5.8,Online,1
STU_06056,25.7,75.3,35.2,3.0,Self_Study,1
STU_06057,35.3,86.1,54.3,8.3,Self_Study,1
STU_06058,51.4,72.0,64.6,6.9,Online,1
STU_06059,31.0,60.9,48.4,5.8,Offline,0
STU_06060,25.5,70.5,41.7,5.2,Self_Study,1
STU_06061,32.2,96.2,56.3,8.9,Offline,0
STU_06062,21.3,100.0,40.8,4.9,Offline,0
STU_06063,48.9,44.7,71.4,5.9,Offline,1
STU_06064,26.8,91.4,25.0,7.4,Offline,1
STU_06065,22.3,78.8,61.6,8.7,Online,1
STU_06066,16.6,88.9,69.4,6.2,Offline,1
STU_06067,36.0,66.7,58.4,5.4,Self_Study,1
STU_06068,33.7,48.5,79.7,6.3,Self_Study,1
STU_06069,20.0,83.8,35.3,7.9,Offline,1
STU_06070,30.8,60.9,47.4,8.2,Online,1
STU_06071,9.9,54.2,54.1,4.4,Online,1
STU_06072,26.8,55.2,72.8,6.7,Self_Study,1
STU_06073,29.5,84.0,63.9,4.3,Offline,1
STU_06074,42.1,77.1,98.6,7.8,Offline,1
STU_06075,17.3,86.7,45.5,7.1,Online,1
STU_06076,12.2,85.0,34.9,5.1,Online,0
STU_06077,16.0,68.7,92.2,8.8,Online,1
STU_06078,11.6,73.9,34.2,7.0,Self_Study,0
STU_06079,38.4,67.3,72.3,6.8,Offline,1
STU_06080,40.5,71.8,42.4,6.2,Offline,1
STU_06081,28.2,60.5,22.8,6.5,Self_Study,0
STU_06082,37.2,80.9,53.3,5.9,Online,1
STU_06083,26.3,91.1,76.2,5.4,Online,1
STU_06084,24.0,62.8,38.0,8.3,Online,1
STU_06085,21.7,94.2,70.4,5.8,Offline,0
STU_06086,21.9,76.7,73.7,5.7,Self_Study,1
STU_06087,9.5,78.6,37.1,6.3,Self_Study,0
STU_06088,27.6,49.5,55.9,8.6,Offline,1
STU_06089,24.6,47.9,88.4,8.2,Offline,1
STU_06090,32.5,77.2,71.7,5.9,Self_Study,1
STU_06091,25.9,86.8,55.3,8.3,Offline,1
STU_06092,23.4,64.9,67.5,6.7,Online,1
STU_06093,16.3,100.0,47.7,5.2,Offline,1
STU_06094,25.7,86.0,80.0,5.8,Self_Study,1
STU_06095,32.4,61.4,80.0,8.6,Offline,0
STU_06096,13.6,75.5,62.2,9.6,Online,0
STU_06097,25.9,100.0,64.2,7.0,Offline,1
STU_06098,27.3,56.4,42.0,5.7,Offline,0
STU_06099,17.8,82.9,35.7,6.3,Online,1
STU_06100,19.1,70.2,53.2,5.4,Offline,1
STU_06101,27.3,85.6,58.4,5.6,Online,1
STU_06102,13.7,94.0,79.1,5.4,Offline,0
STU_06103,28.5,69.2,76.6,6.4,Online,1
STU_06104,16.0,91.8,63.3,6.7,Self_Study,0
STU_06105,35.6,100.0,81.4,6.3,Online,1
STU_06106,48.4,76.0,43.0,6.2,Offline,1
STU_06107,16.4,86.8,79.4,7.6,Online,1
STU_06108,30.3,66.1,45.8,6.2,Online,1
STU_06109,17.7,75.3,82.3,6.3,Offline,1
STU_06110,35.4,72.3,59.8,6.2,Online,1
STU_06111,12.3,87.0,24.0,8.8,Offline,0
STU_06112,29.8,93.1,73.1,5.8,Online,1
STU_06113,16.3,73.4,74.6,7.4,Offline,1
STU_06114,22.9,98.0,51.8,5.4,Offline,1
STU_06115,14.7,98.0,53.3,7.0,Self_Study,1
STU_06116,33.2,,57.1,7.3,Offline,0
STU_06117,16.6,67.3,25.3,8.1,Self_Study,1
STU_06118,30.5,65.8,17.4,5.9,Self_Study,1
STU_06119,21.6,62.8,83.4,4.8,Online,0
STU_06120,23.9,89.2,45.2,5.3,Self_Study,0
STU_06121,26.5,56.8,93.4,7.9,Offline,0
STU_06122,17.4,85.2,84.7,9.6,Online,1
STU_06123,27.1,58.8,88.2,7.8,Self_Study,1
STU_06124,40.3,87.4,48.3,4.6,Online,1
STU_06125,17.2,75.3,31.0,7.7,Offline,1
STU_06126,36.7,95.0,40.4,5.1,Offline,1
STU_06127,40.0,92.1,52.0,6.0,Offline,1
STU_06128,16.8,96.5,17.3,6.8,Offline,1
STU_06129,10.4,96.9,51.4,7.0,Online,1
STU_06130,28.0,77.2,56.4,6.6,Offline,0
STU_06131,19.5,57.6,36.7,5.6,Online,1
STU_06132,43.7,59.2,41.3,8.1,Online,1
STU_06133,25.3,43.7,56.0,5.7,Self_Study,1
STU_06134,17.0,58.7,66.4,8.4,Self_Study,0
STU_06135,13.5,76.0,44.0,4.5,Offline,1
STU_06136,35.9,66.6,65.3,6.8,Online,1
STU_06137,19.3,72.3,62.5,4.7,Offline,1
STU_06138,25.4,82.4,60.8,5.2,Online,1
STU_06139,34.6,70.4,48.3,5.7,Self_Study,1
STU_06140,20.2,58.2,36.0,8.8,Online,1
STU_06141,24.5,74.2,90.5,8.5,Offline,1
STU_06142,24.8,61.5,71.3,7.8,Offline,1
STU_06143,31.8,70.9,78.1,6.5,Self_Study,1
STU_06144,30.9,95.1,58.5,6.8,Online,1
STU_06145,22.8,70.9,57.0,8.4,Online,1
STU_06146,25.6,100.0,68.8,7.6,Self_Study,1
STU_06147,21.3,96.5,27.0,6.5,Offline,1
STU_06148,10.2,66.3,39.9,8.7,Offline,0
STU_06149,27.6,58.3,45.6,7.7,Self_Study,0
STU_06150,43.9,74.2,51.8,6.9,Online,1
STU_06151,16.2,92.3,44.2,5.8,Online,1
STU_06152,17.3,67.6,66.0,5.7,Online,0
STU_06153,16.3,88.6,61.5,6.0,Self_Study,1
STU_06154,32.2,93.1,85.1,7.2,Self_Study,1
STU_06155,29.5,63.4,100.0,7.8,Offline,1
STU_06156,23.4,64.9,37.3,4.3,Offline,1
STU_06157,15.8,85.7,62.7,3.6,Online,1
STU_06158,25.9,77.3,62.6,5.1,Offline,1
STU_06159,9.4,64.7,59.7,5.9,Self_Study,0
STU_06160,26.4,69.7,40.5,8.3,Self_Study,0
STU_06161,33.7,73.9,43.5,6.1,Online,1
STU_06162,12.5,51.5,64.3,6.9,Online,1
STU_06163,9.7,86.5,43.0,7.1,Self_Study,1
STU_06164,40.8,67.8,62.9,5.0,Offline,1
STU_06165,18.9,33.2,55.6,8.7,Offline,1
STU_06166,36.4,74.6,62.5,5.5,Offline,1
STU_06167,23.5,63.9,42.8,8.8,Online,1
STU_06168,23.4,100.0,62.8,6.3,Online,1
STU_06169,29.4,66.2,44.1,6.0,Online,0
STU_06170,16.2,58.5,62.9,4.8,Online,1
STU_06171,26.3,82.6,84.1,6.8,Online,0
STU_06172,21.2,65.1,64.7,9.9,Online,1
STU_06173,11.8,63.3,65.8,7.1,Online,1
STU_06174,28.4,82.6,74.7,6.9,Online,1
STU_06175,22.4,59.4,34.7,5.5,Online,0
STU_06176,23.4,53.1,90.9,7.4,Offline,0
STU_06177,12.9,100.0,41.0,6.7,Self_Study,1
STU_06178,40.9,83.7,75.8,6.4,Online,1
STU_06179,33.8,71.0,73.4,7.2,Online,1
STU_06180,34.6,74.9,43.8,3.8,Offline,1
STU_06181,21.9,82.6,78.2,6.3,Self_Study,1
STU_06182,7.7,89.6,69.0,4.7,Online,1
STU_06183,44.5,63.7,94.0,6.5,Online,1
STU_06184,24.4,80.5,63.5,5.4,Self_Study,1
STU_06185,17.5,67.4,58.0,5.5,Online,1
STU_06186,29.2,72.2,50.7,4.5,Self_Study,1
STU_06187,36.7,77.4,28.6,8.2,Self_Study,1
STU_06188,24.8,74.9,54.3,5.5,Offline,1
STU_06189,37.8,86.0,55.0,5.6,Offline,1
STU_06190,35.8,,64.7,8.8,Online,1
STU_06191,14.2,52.4,34.4,7.4,Offline,0
STU_06192,18.3,54.6,55.7,3.4,Online,0
STU_06193,34.6,69.5,70.4,8.6,Offline,1
STU_06194,1.0,100.0,72.2,9.0,Online,1
STU_06195,23.5,62.2,26.5,8.8,Online,1
STU_06196,10.7,71.9,72.7,7.5,Offline,1
STU_06197,20.2,,55.6,4.8,Offline,1
STU_06198,22.0,66.7,56.7,6.4,Online,1
STU_06199,21.4,77.7,17.4,4.3,Offline,0
STU_06200,19.5,96.0,86.9,5.2,Offline,0
STU_06201,14.0,81.8,63.2,4.8,Offline,1
STU_06202,47.9,62.9,32.4,5.6,Offline,1
STU_06203,43.7,100.0,66.8,6.7,Offline,1
STU_06204,13.4,76.2,66.2,5.8,Self_Study,1
STU_06205,40.8,66.3,82.0,5.8,Offline,1
STU_06206,21.0,96.2,54.4,6.1,Self_Study,1
STU_06207,26.3,68.0,60.2,8.7,Offline,1
STU_06208,24.4,99.9,48.4,9.7,Online,1
STU_06209,18.4,61.9,70.8,5.8,Offline,1
STU_06210,34.8,96.5,45.9,7.0,Online,1
STU_06211,26.3,78.0,43.9,5.2,Self_Study,1
STU_06212,20.2,94.4,58.8,7.7,Offline,0
STU_06213,12.0,100.0,37.9,5.8,Offline,1
STU_06214,16.1,58.0,88.8,5.4,Offline,1
STU_06215,8.6,94.1,94.7,9.5,Online,1
STU_06216,25.1,53.9,51.8,4.5,Offline,1
STU_06217,13.0,59.3,35.0,3.0,Self_Study,0
STU_06218,22.3,62.9,66.1,7.6,Self_Study,1
STU_06219,38.7,82.6,51.3,5.9,Offline,1
STU_06220,37.0,75.5,81.1,5.5,Offline,1
STU_06221,24.7,72.5,45.8,10.0,Self_Study,1
STU_06222,24.1,77.2,69.8,7.6,Online,1
STU_06223,43.8,83.9,62.1,6.4,Online,1
STU_06224,30.2,85.0,47.8,5.4,Online,1
STU_06225,21.7,91.4,64.3,7.2,Self_Study,1
STU_06226,10.7,100.0,75.8,3.9,Online,1
STU_06227,28.9,74.7,61.6,5.7,Self_Study,1
STU_06228,33.3,67.2,61.8,6.4,Offline,1
STU_06229,18.7,84.2,44.3,6.8,Online,1
STU_06230,27.9,57.8,80.6,6.3,Self_Study,1
STU_06231,21.4,,78.8,5.5,Offline,1
STU_06232,23.2,90.0,52.6,7.9,Offline,0
STU_06233,1.0,73.1,57.8,4.0,Online,1
STU_06234,22.8,56.9,85.5,6.1,Online,1
STU_06235,34.7,52.7,39.6,5.7,Offline,1
STU_06236,18.7,75.7,70.9,8.0,Online,0
STU_06237,25.5,92.1,49.9,5.8,Offline,1
STU_06238,17.4,91.9,92.0,7.2,Online,1
STU_06239,28.6,76.7,61.1,7.0,Self_Study,1
STU_06240,22.8,100.0,82.7,3.7,Offline,1
STU_06241,15.6,73.4,46.3,6.4,Self_Study,1
STU_06242,38.3,72.9,37.5,3.9,Online,1
STU_06243,34.3,36.5,55.8,7.0,Offline,1
STU_06244,19.0,68.3,64.7,5.4,Online,1
STU_06245,30.0,87.8,50.8,8.3,Online,1
STU_06246,30.4,98.5,73.6,6.2,Online,1
STU_06247,31.4,62.5,56.2,5.3,Self_Study,0
STU_06248,8.1,81.9,22.5,8.3,Self_Study,1
STU_06249,35.1,90.7,70.0,5.2,Offline,1
STU_06250,19.3,75.2,44.1,7.8,Offline,1
STU_06251,21.4,40.8,53.5,7.2,Offline,1
STU_06252,51.4,78.7,88.0,6.0,Online,1
STU_06253,28.0,86.4,91.9,4.5,Self_Study,1
STU_06254,21.1,60.8,49.6,8.4,Offline,1
STU_06255,2.9,71.2,70.4,7.3,Offline,0
STU_06256,38.9,57.7,50.1,5.3,Self_Study,1
STU_06257,11.5,36.4,54.8,6.9,Self_Study,0
STU_06258,15.0,90.4,49.1,8.0,Offline,1
STU_06259,21.7,74.9,29.0,6.7,Offline,1
STU_06260,39.2,99.0,61.7,6.9,Self_Study,1
STU_06261,32.7,87.9,65.2,8.0,Offline,1
STU_06262,23.4,69.7,47.9,8.8,Self_Study,0
STU_06263,28.1,73.8,79.6,6.3,Online,1
STU_06264,19.0,83.5,52.2,4.5,Online,0
STU_06265,26.4,89.5,48.5,4.5,Offline,0
STU_06266,25.7,79.8,69.5,5.5,Online,1
STU_06267,34.7,91.6,32.2,5.1,Self_Study,0
STU_06268,34.7,70.5,76.3,4.0,Offline,1
STU_06269,29.9,60.0,52.8,9.3,Self_Study,1
STU_06270,21.4,74.0,77.8,7.3,Online,1
STU_06271,32.4,78.1,83.2,5.7,Online,1
STU_06272,24.1,57.0,71.5,6.5,Online,1
STU_06273,14.2,54.9,45.4,3.8,Online,0
STU_06274,21.0,81.7,37.5,8.2,Offline,0
STU_06275,25.8,68.9,34.2,3.6,Online,0
STU_06276,34.1,72.5,79.9,7.3,Offline,0
STU_06277,23.2,69.6,57.6,3.7,Self_Study,0
STU_06278,12.9,97.8,49.2,5.9,Online,1
STU_06279,25.6,93.9,57.6,8.4,Online,1
STU_06280,26.1,56.4,79.5,4.0,Offline,1
STU_06281,26.9,67.0,74.0,6.3,Offline,1
STU_06282,34.2,87.8,67.9,7.4,Self_Study,0
STU_06283,35.2,84.0,71.5,7.2,Offline,1
STU_06284,19.1,74.4,63.2,6.6,Self_Study,1
STU_06285,18.8,57.9,65.4,7.2,Online,1
STU_06286,14.6,64.8,64.0,5.6,Online,1
STU_06287,32.0,67.2,60.0,9.4,Self_Study,1
STU_06288,39.5,79.2,73.6,4.1,Self_Study,1
STU_06289,21.8,100.0,66.5,8.2,Offline,1
STU_06290,22.6,64.7,44.1,6.8,Offline,1
STU_06291,39.7,59.6,69.5,7.4,Online,1
STU_06292,30.1,73.4,64.5,7.7,Online,1
STU_06293,29.4,90.5,71.0,7.3,Online,1
STU_06294,13.1,53.3,58.1,5.3,Online,1
STU_06295,31.8,96.8,74.6,6.1,Self_Study,1
STU_06296,15.7,72.4,58.9,4.3,Online,1
STU_06297,13.7,64.0,73.0,6.1,Offline,1
STU_06298,21.5,51.0,51.8,7.0,Self_Study,1
STU_06299,19.1,85.6,53.0,7.4,Offline,0
STU_06300,22.8,72.4,70.8,7.1,Online,1
STU_06301,10.6,77.6,54.0,3.9,Offline,1
STU_06302,34.6,61.5,99.7,5.7,Self_Study,1
STU_06303,36.3,70.2,70.2,5.5,Online,1
STU_06304,5.5,67.7,60.4,4.5,Self_Study,1
STU_06305,34.8,73.5,74.8,5.2,Online,1
STU_06306,16.9,65.0,51.3,6.5,Offline,1
STU_06307,33.6,52.0,76.6,8.6,Online,1
STU_06308,24.3,100.0,76.1,5.1,Offline,1
STU_06309,25.3,54.5,82.6,4.8,Offline,1
STU_06310,23.1,77.7,52.1,5.6,Offline,1
STU_06311,37.1,48.4,38.0,7.0,Offline,1
STU_06312,12.6,45.0,49.0,8.3,Self_Study,1
STU_06313,31.1,76.5,54.9,6.4,Online,0
STU_06314,36.0,77.6,90.0,4.3,Offline,1
STU_06315,32.2,93.9,99.5,4.7,Online,1
STU_06316,48.2,81.0,66.2,6.8,Offline,1
STU_06317,19.7,72.8,60.2,8.0,Offline,1
STU_06318,34.6,60.8,53.7,9.2,Online,0
STU_06319,23.9,97.5,74.8,4.7,Online,1
STU_06320,37.3,88.9,99.4,6.7,Self_Study,1
STU_06321,24.9,56.3,92.1,5.0,Online,1
STU_06322,21.1,75.6,80.5,5.2,Online,0
STU_06323,38.1,77.2,80.2,5.0,Offline,1
STU_06324,20.1,69.8,75.0,6.0,Online,1
STU_06325,10.9,86.6,59.1,5.2,Online,1
STU_06326,19.8,87.5,46.7,10.0,Offline,1
STU_06327,31.2,72.1,59.6,5.8,Online,1
STU_06328,38.9,70.8,67.6,8.0,Self_Study,1
STU_06329,26.1,97.5,33.8,5.5,Self_Study,1
STU_06330,38.2,89.0,57.2,9.8,Offline,1
STU_06331,11.4,76.1,45.1,7.0,Online,1
STU_06332,20.6,50.6,78.2,7.8,Offline,1
STU_06333,22.1,80.2,50.1,5.6,Online,1
STU_06334,23.9,85.5,65.9,8.0,Offline,0
STU_06335,25.8,33.7,47.4,7.0,Online,1
STU_06336,31.9,78.8,88.8,5.9,Offline,1
STU_06337,20.6,68.7,29.4,4.9,Online,0
STU_06338,26.4,71.7,68.6,6.1,Offline,1
STU_06339,24.5,61.4,37.0,6.0,Online,1
STU_06340,15.7,72.8,50.8,7.8,Offline,1
STU_06341,23.9,95.9,63.7,6.2,Online,1
STU_06342,23.6,68.3,64.6,3.6,Self_Study,1
STU_06343,23.3,89.5,64.1,7.5,Offline,1
STU_06344,25.3,62.9,62.7,8.4,Online,1
STU_06345,25.8,86.4,48.4,4.0,Online,1
STU_06346,20.7,75.0,57.0,9.2,Online,1
STU_06347,37.7,80.3,60.6,8.6,Offline,1
STU_06348,13.3,75.1,63.5,5.6,Online,1
STU_06349,17.8,84.6,58.8,4.8,Offline,1
STU_06350,52.8,36.5,73.1,8.1,Online,1
STU_06351,14.6,53.7,61.7,4.4,Self_Study,1
STU_06352,11.5,81.3,63.6,5.5,Offline,1
STU_06353,32.3,44.3,53.1,4.5,Self_Study,1
STU_06354,4.2,67.0,41.1,6.5,Self_Study,0
STU_06355,22.6,74.2,62.8,8.7,Self_Study,0
STU_06356,46.5,62.6,81.7,7.1,Online,1
STU_06357,9.6,64.6,68.0,8.0,Self_Study,1
STU_06358,5.2,79.1,45.3,6.0,Offline,1
