Character_ID,Weapon_Type,Movement_Speed,Attack_Power,Defense_Power
CHAR_08621,Sword,136,98,22.0
CHAR_11065,Bow,136,43,57.0
CHAR_05198,Staff,54,33,88.0
CHAR_09399,Bow,131,61,59.0
CHAR_00425,Bow,56,27,25.0
CHAR_04284,Bow,147,27,86.0
CHAR_11053,Sword,71,45,54.0
CHAR_11564,Staff,129,69,54.0
CHAR_00228,Sword,147,16,24.0
CHAR_07505,Bow,117,93,27.0
CHAR_02741,Shield,72,22,15.0
CHAR_05137,Shield,88,24,78.0
CHAR_10491,Staff,142,68,50.0
CHAR_07053,Bow,61,98,17.0
CHAR_09745,Bow,98,50,50.0
CHAR_02921,Sword,129,24,21.0
CHAR_08193,Bow,119,92,16.0
CHAR_10111,Bow,88,61,58.0
CHAR_03653,Shield,71,22,94.0
CHAR_06595,Sword,72,80,31.0
CHAR_05920,Sword,116,30,89.0
CHAR_01128,Staff,70,20,16.0
CHAR_07344,Staff,58,86,15.0
CHAR_02331,Bow,74,20,19.0
CHAR_02208,Sword,72,18,15.0
CHAR_08379,Staff,85,90,19.0
CHAR_11155,Sword,103,63,47.0
CHAR_06073,Shield,114,76,30.0
CHAR_03153,Sword,120,15,88.0
CHAR_06422,Bow,58,78,28.0
CHAR_09406,Bow,92,64,57.0
CHAR_09351,Bow,59,53,42.0
CHAR_11522,Sword,91,61,45.0
CHAR_04990,Staff,142,27,84.0
CHAR_02374,Staff,127,26,22.0
CHAR_01632,Bow,50,17,22.0
CHAR_06994,Shield,85,92,18.0
CHAR_02298,Sword,101,23,23.0
CHAR_09898,Staff,135,55,66.0
CHAR_04252,Bow,122,26,88.0
CHAR_10992,Sword,129,61,52.0
CHAR_02721,Sword,55,17,29.0
CHAR_09165,Bow,56,61,47.0
CHAR_11254,Staff,53,49,59.0
CHAR_06058,Staff,78,85,31.0
CHAR_07981,Sword,147,82,21.0
CHAR_08902,Staff,67,82,14.0
CHAR_09418,Staff,92,75,66.0
CHAR_05826,Shield,125,14,95.0
CHAR_05094,Sword,128,20,81.0
CHAR_10816,Staff,60,56,56.0
CHAR_06095,Bow,61,86,27.0
CHAR_07808,Shield,130,95,26.0
CHAR_11892,Bow,87,65,62.0
CHAR_09751,Bow,134,54,52.0
CHAR_02550,Shield,118,12,15.0
CHAR_06113,Sword,56,88,17.0
CHAR_09271,Bow,90,71,53.0
CHAR_00938,Staff,126,21,18.0
CHAR_07372,Bow,134,86,22.0
CHAR_10630,Staff,76,55,57.0
CHAR_07764,Sword,53,85,20.0
CHAR_11665,Sword,70,65,44.0
CHAR_04852,Staff,99,22,84.0
CHAR_02644,Shield,55,15,24.0
CHAR_10483,Sword,85,51,60.0
CHAR_03165,Bow,107,16,85.0
CHAR_03639,Staff,99,20,84.0
CHAR_08101,Shield,70,82,20.0
CHAR_06921,Staff,78,87,17.0
CHAR_07688,Shield,62,81,22.0
CHAR_02061,Bow,130,19,25.0
CHAR_04645,Bow,141,17,86.0
CHAR_06203,Sword,147,88,24.0
CHAR_02812,Bow,141,29,21.0
CHAR_11255,Shield,120,51,60.0
CHAR_10358,Shield,130,50,32.0
CHAR_10784,Sword,63,52,66.0
CHAR_02549,Staff,124,30,27.0
CHAR_08466,Staff,105,96,18.0
CHAR_10970,Bow,88,63,56.0
CHAR_06955,Staff,85,79,24.0
CHAR_08665,Staff,63,90,30.0
CHAR_04174,Sword,84,28,81.0
CHAR_10500,Sword,93,57,57.0
CHAR_01024,Staff,133,29,17.0
CHAR_04848,Bow,90,16,83.0
CHAR_05799,Staff,107,27,76.0
CHAR_07814,Shield,66,83,16.0
CHAR_01951,Shield,106,26,26.0
CHAR_11896,Staff,84,45,56.0
CHAR_00351,Staff,75,27,18.0
CHAR_08297,Sword,140,80,17.0
CHAR_05480,Staff,64,18,85.0
CHAR_09422,Bow,57,65,61.0
CHAR_04797,Sword,142,18,82.0
CHAR_05620,Staff,102,15,83.0
CHAR_03662,Bow,142,25,83.0
CHAR_08849,Shield,76,85,11.0
CHAR_04657,Sword,136,7,80.0
CHAR_08269,Staff,80,80,21.0
CHAR_03150,Bow,73,31,89.0
CHAR_07277,Shield,71,84,18.0
CHAR_08869,Shield,68,88,21.0
CHAR_04813,Staff,91,18,86.0
CHAR_05840,Shield,131,16,89.0
CHAR_08462,Bow,79,86,15.0
CHAR_05143,Sword,85,17,93.0
CHAR_02939,Shield,54,18,31.0
CHAR_04510,Sword,67,30,79.0
CHAR_01340,Bow,61,21,25.0
CHAR_11242,Bow,129,52,50.0
CHAR_01391,Shield,141,17,24.0
CHAR_09864,Shield,58,55,57.0
CHAR_06678,Bow,133,91,16.0
CHAR_09319,Bow,72,47,
CHAR_07366,Sword,52,83,26.0
CHAR_09219,Staff,100,58,56.0
CHAR_01583,Shield,63,20,24.0
CHAR_01412,Staff,145,22,15.0
CHAR_05940,Staff,59,28,91.0
CHAR_10497,Staff,85,51,49.0
CHAR_02256,Staff,119,24,18.0
CHAR_08891,Staff,59,74,14.0
CHAR_02212,Bow,67,24,19.0
CHAR_05603,Shield,62,23,86.0
CHAR_02622,Sword,133,20,15.0
CHAR_10324,Shield,65,69,56.0
CHAR_05417,Shield,143,21,82.0
CHAR_04938,Bow,66,29,70.0
CHAR_10601,Staff,135,51,58.0
CHAR_03624,Sword,69,16,78.0
CHAR_06179,Sword,82,87,28.0
CHAR_04267,Sword,96,20,84.0
CHAR_10774,Sword,119,61,
CHAR_00463,Sword,59,21,25.0
CHAR_01754,Bow,107,23,17.0
CHAR_10274,Bow,144,58,54.0
CHAR_08270,Sword,73,84,13.0
CHAR_05825,Sword,58,12,90.0
CHAR_07893,Staff,96,85,14.0
CHAR_00378,Sword,90,31,23.0
CHAR_03106,Sword,114,34,90.0
CHAR_04803,Shield,52,21,85.0
CHAR_01335,Bow,93,18,17.0
CHAR_11020,Bow,60,70,51.0
CHAR_11628,Staff,113,59,50.0
CHAR_02716,Staff,80,23,22.0
CHAR_09880,Staff,73,46,55.0
CHAR_06300,Sword,149,86,5.0
CHAR_07322,Staff,138,93,20.0
CHAR_07750,Shield,93,84,33.0
CHAR_11511,Sword,78,53,
CHAR_07800,Staff,56,86,33.0
CHAR_01811,Shield,144,21,10.0
CHAR_07223,Shield,124,84,24.0
CHAR_06636,Staff,86,91,32.0
CHAR_01894,Shield,77,20,15.0
CHAR_08859,Sword,101,85,23.0
CHAR_06326,Staff,141,78,18.0
CHAR_11122,Shield,85,67,54.0
CHAR_06526,Shield,84,79,19.0
CHAR_01189,Shield,118,15,20.0
CHAR_05194,Bow,77,21,83.0
CHAR_09345,Shield,102,58,46.0
CHAR_07868,Staff,76,89,23.0
CHAR_08744,Bow,54,88,28.0
CHAR_03454,Sword,62,11,90.0
CHAR_08574,Shield,148,82,26.0
CHAR_08763,Bow,131,82,29.0
CHAR_10724,Bow,143,53,51.0
CHAR_05816,Sword,115,18,90.0
CHAR_08947,Shield,100,83,17.0
CHAR_04613,Staff,138,18,81.0
CHAR_03992,Shield,87,26,89.0
CHAR_11972,Shield,69,53,60.0
CHAR_01030,Staff,97,19,24.0
CHAR_07685,Sword,141,94,13.0
CHAR_02220,Sword,135,18,29.0
CHAR_03774,Staff,79,13,83.0
CHAR_08523,Sword,132,92,30.0
CHAR_09298,Staff,64,54,72.0
CHAR_01755,Sword,110,27,21.0
CHAR_06176,Shield,79,73,21.0
CHAR_08773,Bow,102,80,20.0
CHAR_04327,Staff,60,22,88.0
CHAR_10244,Bow,73,57,59.0
CHAR_00110,Sword,119,10,14.0
CHAR_09698,Sword,70,51,48.0
CHAR_11947,Bow,76,54,
CHAR_02917,Sword,108,23,11.0
CHAR_06201,Sword,136,95,25.0
CHAR_01515,Staff,126,19,15.0
CHAR_11333,Bow,126,63,59.0
CHAR_11054,Staff,128,59,51.0
CHAR_10861,Sword,99,65,51.0
CHAR_10086,Shield,95,56,50.0
CHAR_02263,Shield,114,15,22.0
CHAR_09270,Bow,131,54,61.0
CHAR_09410,Staff,144,63,62.0
CHAR_10182,Shield,144,65,52.0
CHAR_10067,Sword,140,61,40.0
CHAR_00893,Bow,119,26,10.0
CHAR_01490,Sword,119,17,22.0
CHAR_01850,Staff,104,17,7.0
CHAR_07302,Shield,122,82,15.0
CHAR_00324,Sword,124,15,26.0
CHAR_01215,Staff,110,26,23.0
CHAR_02933,Staff,82,25,8.0
CHAR_04689,Bow,133,19,82.0
CHAR_08880,Shield,101,86,21.0
CHAR_08613,Sword,60,85,32.0
CHAR_10292,Staff,142,54,45.0
CHAR_11012,Staff,130,51,60.0
CHAR_11775,Sword,118,47,62.0
CHAR_01129,Shield,119,22,28.0
CHAR_09695,Shield,59,62,41.0
CHAR_02918,Bow,66,20,23.0
CHAR_03084,Bow,139,19,93.0
CHAR_04588,Bow,131,22,87.0
CHAR_04304,Shield,97,23,86.0
CHAR_02795,Staff,146,16,19.0
CHAR_05747,Shield,107,18,67.0
CHAR_00798,Staff,114,20,15.0
CHAR_00734,Shield,76,25,24.0
CHAR_06384,Staff,115,83,25.0
CHAR_02244,Bow,134,28,25.0
CHAR_00178,Bow,61,19,25.0
CHAR_08312,Sword,55,83,24.0
CHAR_10309,Shield,107,46,49.0
CHAR_01174,Sword,119,16,19.0
CHAR_11483,Sword,130,62,63.0
CHAR_08326,Bow,141,86,17.0
CHAR_01831,Sword,105,21,14.0
CHAR_09697,Shield,70,61,58.0
CHAR_06208,Sword,81,93,36.0
CHAR_09636,Bow,77,58,46.0
CHAR_01781,Bow,143,20,21.0
CHAR_03201,Shield,117,13,82.0
CHAR_00198,Sword,55,20,18.0
CHAR_09841,Sword,82,54,41.0
CHAR_04087,Sword,129,9,77.0
CHAR_05193,Staff,107,21,81.0
CHAR_00548,Bow,114,22,14.0
CHAR_03339,Staff,69,20,85.0
CHAR_11317,Staff,84,63,53.0
CHAR_11647,Bow,140,59,52.0
CHAR_09104,Staff,108,62,68.0
CHAR_11919,Staff,137,51,51.0
CHAR_02532,Shield,62,23,27.0
CHAR_08061,Shield,102,81,23.0
CHAR_02314,Bow,112,23,17.0
CHAR_11423,Bow,97,47,56.0
CHAR_08540,Bow,121,87,25.0
CHAR_09893,Sword,142,70,50.0
CHAR_10029,Staff,91,57,54.0
CHAR_00066,Bow,81,20,29.0
CHAR_05127,Staff,100,14,78.0
CHAR_04712,Shield,62,19,76.0
CHAR_05214,Sword,94,17,88.0
CHAR_03260,Bow,81,28,73.0
CHAR_05033,Sword,118,25,91.0
CHAR_02572,Bow,93,19,18.0
CHAR_09040,Sword,129,60,54.0
CHAR_08631,Sword,72,78,33.0
CHAR_00622,Bow,94,29,10.0
CHAR_01681,Bow,62,20,17.0
CHAR_00787,Bow,87,22,16.0
CHAR_03332,Bow,86,17,82.0
CHAR_09168,Bow,142,67,63.0
CHAR_07181,Sword,121,78,23.0
CHAR_11627,Sword,131,49,56.0
CHAR_03280,Bow,104,21,92.0
CHAR_06850,Staff,121,92,31.0
CHAR_10940,Staff,99,50,59.0
CHAR_08083,Sword,71,81,28.0
CHAR_07259,Sword,126,88,20.0
CHAR_10372,Sword,140,59,46.0
CHAR_00515,Staff,104,24,22.0
CHAR_00478,Sword,131,35,26.0
CHAR_09704,Staff,142,48,68.0
CHAR_06860,Staff,99,95,32.0
CHAR_08214,Sword,141,89,35.0
CHAR_02647,Staff,115,13,28.0
CHAR_09833,Shield,67,52,50.0
CHAR_06076,Staff,140,85,10.0
CHAR_08129,Shield,123,73,5.0
CHAR_01033,Bow,93,23,6.0
CHAR_09851,Shield,104,83,63.0
CHAR_02598,Shield,63,26,21.0
CHAR_10678,Shield,72,55,48.0
CHAR_06214,Shield,79,92,22.0
CHAR_09287,Bow,110,53,53.0
CHAR_09427,Bow,70,50,50.0
CHAR_00344,Staff,127,18,15.0
CHAR_05521,Staff,50,21,68.0
CHAR_05875,Bow,104,18,76.0
CHAR_01871,Shield,111,19,27.0
CHAR_11029,Staff,81,52,56.0
CHAR_07228,Shield,91,81,17.0
CHAR_03986,Bow,85,12,83.0
CHAR_11524,Staff,123,66,58.0
CHAR_02888,Bow,138,18,9.0
CHAR_07947,Bow,94,89,18.0
CHAR_04623,Shield,52,16,93.0
CHAR_04818,Shield,114,17,85.0
CHAR_00220,Shield,116,32,15.0
CHAR_11022,Shield,88,56,65.0
CHAR_07456,Staff,83,80,26.0
CHAR_09983,Bow,79,50,64.0
CHAR_10744,Shield,89,54,51.0
CHAR_05893,Sword,68,14,83.0
CHAR_07376,Shield,128,82,30.0
CHAR_04016,Shield,76,20,79.0
CHAR_05938,Shield,116,23,81.0
CHAR_04248,Sword,138,8,90.0
CHAR_10976,Sword,65,50,50.0
CHAR_08406,Shield,146,87,19.0
CHAR_10054,Bow,119,58,60.0
CHAR_06252,Shield,133,99,23.0
CHAR_01264,Shield,79,21,20.0
CHAR_04241,Shield,62,17,81.0
CHAR_05650,Sword,66,13,94.0
CHAR_10848,Staff,130,55,53.0
CHAR_11015,Staff,112,54,45.0
CHAR_07077,Staff,53,96,17.0
CHAR_11011,Staff,60,58,49.0
CHAR_07051,Shield,67,94,19.0
CHAR_08332,Bow,75,77,21.0
CHAR_02881,Shield,112,9,27.0
CHAR_01677,Bow,141,28,26.0
CHAR_08931,Staff,107,77,19.0
CHAR_00901,Staff,54,18,19.0
CHAR_11965,Staff,68,59,59.0
CHAR_02296,Staff,53,22,20.0
CHAR_03402,Sword,96,18,75.0
CHAR_07369,Shield,127,84,20.0
CHAR_00296,Shield,65,24,28.0
CHAR_10914,Bow,92,59,60.0
CHAR_04153,Staff,78,24,77.0
CHAR_09746,Sword,143,57,51.0
CHAR_06338,Sword,73,88,18.0
CHAR_00027,Bow,96,22,22.0
CHAR_06369,Sword,121,89,13.0
CHAR_08885,Staff,101,93,21.0
CHAR_03829,Sword,53,17,81.0
CHAR_11620,Sword,130,53,52.0
CHAR_03248,Bow,95,10,93.0
CHAR_05858,Staff,131,10,83.0
CHAR_09501,Bow,149,49,62.0
CHAR_10417,Sword,128,51,58.0
CHAR_02580,Sword,65,22,30.0
CHAR_06567,Staff,101,83,29.0
CHAR_07936,Staff,108,79,17.0
CHAR_08145,Shield,61,73,22.0
CHAR_01370,Sword,82,19,11.0
CHAR_11825,Shield,73,54,57.0
CHAR_09089,Sword,77,57,39.0
CHAR_10842,Sword,113,62,66.0
CHAR_05551,Staff,79,16,84.0
CHAR_06822,Shield,149,86,26.0
CHAR_05254,Shield,78,21,83.0
CHAR_00681,Shield,73,14,18.0
CHAR_11165,Shield,97,50,61.0
CHAR_04775,Shield,52,24,86.0
CHAR_05422,Sword,123,16,84.0
CHAR_03159,Bow,63,11,92.0
CHAR_08721,Shield,86,91,30.0
CHAR_02987,Sword,85,20,20.0
CHAR_04908,Staff,141,25,82.0
CHAR_01882,Bow,104,14,16.0
CHAR_05861,Staff,112,21,79.0
CHAR_08314,Sword,109,90,28.0
CHAR_01940,Shield,102,22,23.0
CHAR_03296,Bow,101,14,80.0
CHAR_03534,Bow,64,16,90.0
CHAR_03729,Staff,140,31,87.0
CHAR_00490,Staff,108,20,18.0
CHAR_07301,Staff,121,85,21.0
CHAR_01181,Shield,118,27,17.0
CHAR_01375,Sword,138,19,23.0
CHAR_05014,Bow,55,18,91.0
CHAR_07550,Sword,138,90,28.0
CHAR_11045,Sword,71,62,59.0
CHAR_00626,Bow,105,15,16.0
CHAR_04758,Sword,95,12,87.0
CHAR_11578,Bow,99,66,50.0
CHAR_02112,Bow,67,20,20.0
CHAR_08290,Bow,57,77,30.0
CHAR_05872,Bow,57,9,87.0
CHAR_01767,Shield,88,19,19.0
CHAR_08797,Staff,147,85,31.0
CHAR_04180,Staff,62,22,76.0
CHAR_09344,Staff,84,43,51.0
CHAR_06011,Shield,102,90,29.0
CHAR_01462,Sword,72,19,24.0
CHAR_02887,Shield,142,27,16.0
CHAR_06372,Shield,145,88,21.0
CHAR_00684,Bow,149,14,23.0
CHAR_04539,Sword,55,18,96.0
CHAR_04514,Shield,83,13,86.0
CHAR_09224,Bow,57,58,48.0
CHAR_09438,Bow,101,57,67.0
CHAR_01366,Bow,97,20,17.0
CHAR_03916,Staff,92,13,93.0
CHAR_11761,Staff,142,59,55.0
CHAR_02639,Bow,109,22,21.0
CHAR_11350,Staff,86,50,67.0
CHAR_05602,Staff,121,36,78.0
CHAR_10830,Staff,137,61,36.0
CHAR_05729,Bow,129,19,88.0
CHAR_05730,Shield,68,17,79.0
CHAR_10023,Staff,58,59,59.0
CHAR_08303,Staff,77,76,11.0
CHAR_02300,Shield,149,25,19.0
CHAR_04787,Staff,97,16,85.0
CHAR_02938,Sword,70,12,26.0
CHAR_05659,Shield,52,21,82.0
CHAR_08207,Staff,125,84,25.0
CHAR_10384,Bow,119,62,48.0
CHAR_07258,Shield,52,88,26.0
CHAR_01979,Sword,56,22,9.0
CHAR_03803,Staff,57,30,79.0
CHAR_04534,Sword,120,17,75.0
CHAR_06550,Bow,103,88,9.0
CHAR_11616,Bow,123,55,61.0
CHAR_06606,Bow,66,87,21.0
CHAR_06842,Shield,97,87,16.0
CHAR_09003,Bow,107,51,51.0
CHAR_04800,Sword,58,15,82.0
CHAR_02280,Bow,123,11,17.0
CHAR_06414,Bow,83,94,15.0
CHAR_06415,Shield,92,84,27.0
CHAR_04469,Sword,58,24,91.0
CHAR_05133,Staff,95,31,92.0
CHAR_07447,Staff,106,80,20.0
CHAR_00998,Staff,84,17,28.0
CHAR_04130,Bow,88,20,87.0
CHAR_05266,Staff,115,25,87.0
CHAR_09386,Bow,145,56,58.0
CHAR_11766,Shield,60,54,52.0
CHAR_01784,Bow,84,20,34.0
CHAR_03182,Sword,122,10,84.0
CHAR_10394,Sword,54,49,59.0
CHAR_00494,Shield,90,28,23.0
CHAR_06444,Sword,60,80,16.0
CHAR_09317,Bow,82,71,61.0
CHAR_06008,Shield,102,83,12.0
CHAR_02860,Bow,132,17,26.0
CHAR_02038,Shield,66,20,28.0
CHAR_04041,Bow,82,18,84.0
CHAR_09297,Bow,59,59,48.0
CHAR_02897,Shield,81,29,25.0
CHAR_00366,Bow,135,21,17.0
CHAR_00849,Staff,130,17,13.0
CHAR_07515,Bow,64,76,24.0
CHAR_06393,Bow,69,80,18.0
CHAR_07756,Bow,144,95,27.0
CHAR_06209,Sword,77,78,20.0
CHAR_02653,Staff,129,25,26.0
CHAR_03503,Sword,83,12,79.0
CHAR_08274,Bow,75,94,19.0
CHAR_01541,Sword,65,29,30.0
CHAR_09931,Sword,130,55,70.0
CHAR_10633,Staff,81,57,52.0
CHAR_00322,Sword,131,16,12.0
CHAR_02031,Sword,67,15,26.0
CHAR_07582,Sword,71,67,17.0
CHAR_06849,Sword,120,78,31.0
CHAR_00813,Shield,146,21,20.0
CHAR_02528,Sword,107,30,19.0
CHAR_11247,Bow,98,61,53.0
CHAR_06454,Shield,55,82,25.0
CHAR_11031,Shield,114,63,53.0
CHAR_10218,Sword,80,60,55.0
CHAR_05274,Shield,107,13,89.0
CHAR_01079,Shield,107,24,18.0
CHAR_02226,Shield,92,27,18.0
CHAR_09372,Sword,97,60,57.0
CHAR_10955,Bow,86,48,61.0
CHAR_10327,Bow,89,51,45.0
CHAR_02705,Bow,56,25,10.0
CHAR_08979,Staff,86,88,26.0
CHAR_07293,Shield,147,89,26.0
CHAR_01164,Staff,98,25,18.0
CHAR_03261,Bow,149,25,94.0
CHAR_06119,Bow,70,80,33.0
CHAR_06057,Sword,110,95,8.0
CHAR_01450,Bow,105,22,18.0
CHAR_04229,Sword,50,24,80.0
CHAR_03862,Bow,123,32,88.0
CHAR_02936,Bow,56,17,26.0
CHAR_09689,Sword,148,54,39.0
CHAR_03917,Bow,137,35,82.0
CHAR_05487,Staff,119,14,78.0
CHAR_07760,Sword,57,96,16.0
CHAR_09773,Staff,51,51,55.0
CHAR_01723,Bow,113,23,18.0
CHAR_09862,Staff,129,47,45.0
CHAR_06499,Bow,107,78,19.0
CHAR_04056,Staff,125,18,84.0
CHAR_11409,Staff,84,57,60.0
CHAR_02999,Staff,88,19,14.0
CHAR_07120,Sword,67,87,26.0
CHAR_11829,Sword,93,49,56.0
CHAR_01231,Shield,103,13,27.0
CHAR_01514,Bow,60,20,19.0
CHAR_02313,Shield,97,22,21.0
CHAR_01451,Shield,72,29,18.0
CHAR_06431,Sword,76,94,24.0
CHAR_08347,Sword,59,74,24.0
CHAR_10225,Bow,108,57,57.0
CHAR_04321,Staff,86,19,89.0
CHAR_11599,Staff,78,56,53.0
CHAR_00838,Shield,127,25,15.0
CHAR_11894,Shield,121,55,53.0
CHAR_08736,Shield,63,88,30.0
CHAR_03899,Staff,117,11,91.0
CHAR_10191,Bow,82,68,55.0
CHAR_03567,Shield,71,19,88.0
CHAR_11113,Bow,62,46,51.0
CHAR_05452,Shield,105,15,74.0
CHAR_03087,Sword,67,11,97.0
CHAR_07801,Shield,57,75,20.0
CHAR_10652,Shield,136,58,52.0
CHAR_04546,Staff,108,20,87.0
CHAR_04692,Bow,85,29,91.0
CHAR_01714,Bow,128,17,20.0
CHAR_04270,Bow,140,10,83.0
CHAR_00339,Bow,69,17,29.0
CHAR_08918,Sword,88,85,21.0
CHAR_04086,Staff,117,21,79.0
CHAR_11846,Staff,119,64,49.0
CHAR_09757,Bow,74,47,58.0
CHAR_09913,Bow,69,47,58.0
CHAR_00588,Sword,86,24,26.0
CHAR_03365,Sword,86,31,76.0
CHAR_02670,Staff,142,17,32.0
CHAR_05515,Staff,132,21,94.0
CHAR_03589,Staff,135,22,90.0
CHAR_00034,Staff,139,24,20.0
CHAR_00028,Bow,64,17,17.0
CHAR_02395,Bow,73,13,24.0
CHAR_09706,Staff,73,70,62.0
CHAR_06826,Bow,133,86,13.0
CHAR_05506,Shield,57,26,92.0
CHAR_06632,Staff,76,84,5.0
CHAR_02170,Staff,80,25,22.0
CHAR_07440,Shield,64,93,2.0
CHAR_06752,Staff,69,78,23.0
CHAR_00889,Sword,97,26,24.0
CHAR_03878,Sword,120,18,78.0
CHAR_03322,Bow,52,18,86.0
CHAR_11273,Sword,143,53,46.0
CHAR_03514,Sword,144,21,86.0
CHAR_06390,Bow,51,92,16.0
CHAR_10005,Shield,137,65,51.0
CHAR_05673,Staff,83,27,98.0
CHAR_07772,Staff,119,84,8.0
CHAR_03733,Shield,110,16,78.0
CHAR_06802,Sword,78,84,24.0
CHAR_11355,Shield,85,43,77.0
CHAR_09365,Staff,77,51,54.0
CHAR_04528,Staff,126,11,92.0
CHAR_01654,Shield,70,22,24.0
CHAR_07464,Staff,57,87,15.0
CHAR_07283,Staff,50,79,24.0
CHAR_00223,Sword,101,12,23.0
CHAR_10340,Staff,104,53,
CHAR_08784,Sword,67,88,18.0
CHAR_10928,Bow,101,59,51.0
CHAR_05982,Sword,81,19,70.0
CHAR_04239,Sword,75,14,90.0
CHAR_05882,Shield,86,26,83.0
CHAR_01590,Bow,143,15,17.0
CHAR_08416,Bow,83,75,24.0
CHAR_03256,Staff,99,28,80.0
CHAR_06691,Sword,58,86,12.0
CHAR_06903,Sword,69,88,24.0
CHAR_02181,Staff,76,18,18.0
CHAR_08157,Bow,66,89,17.0
CHAR_11484,Shield,76,63,58.0
CHAR_07111,Sword,69,87,25.0
CHAR_09569,Bow,125,58,43.0
CHAR_09392,Shield,120,44,39.0
CHAR_10315,Staff,107,55,54.0
CHAR_04817,Staff,53,15,86.0
CHAR_06934,Staff,84,92,24.0
CHAR_06535,Staff,92,76,32.0
CHAR_01209,Bow,113,29,14.0
CHAR_07469,Staff,104,88,22.0
CHAR_00421,Bow,96,29,20.0
CHAR_10490,Shield,123,76,55.0
CHAR_01706,Bow,125,23,27.0
CHAR_01158,Shield,76,25,17.0
CHAR_02306,Staff,96,23,19.0
CHAR_00273,Sword,58,20,24.0
CHAR_00171,Sword,84,16,23.0
CHAR_03956,Bow,107,21,87.0
CHAR_05606,Staff,89,11,80.0
CHAR_07173,Shield,100,88,15.0
CHAR_04865,Staff,108,14,94.0
CHAR_08054,Bow,67,85,24.0
CHAR_03188,Shield,76,20,84.0
CHAR_01725,Staff,114,25,4.0
CHAR_06206,Staff,56,90,23.0
CHAR_08188,Bow,80,73,11.0
CHAR_01564,Bow,130,24,24.0
CHAR_01782,Bow,70,12,12.0
CHAR_00843,Staff,105,22,13.0
CHAR_11213,Staff,92,52,67.0
CHAR_07798,Staff,138,94,24.0
CHAR_00904,Shield,103,21,28.0
CHAR_03494,Staff,59,14,79.0
CHAR_11604,Sword,97,51,68.0
CHAR_07406,Bow,74,76,12.0
CHAR_01547,Bow,111,22,20.0
CHAR_10014,Bow,79,45,52.0
CHAR_02080,Staff,116,20,15.0
CHAR_09162,Shield,125,42,67.0
CHAR_10397,Bow,129,53,63.0
CHAR_06497,Shield,142,89,22.0
CHAR_03985,Staff,74,17,83.0
CHAR_08677,Sword,76,80,22.0
CHAR_10032,Staff,69,51,58.0
CHAR_08545,Staff,144,76,13.0
CHAR_08803,Shield,57,85,21.0
CHAR_10573,Shield,75,58,57.0
CHAR_04677,Staff,83,1,86.0
CHAR_03820,Shield,58,32,87.0
CHAR_05209,Shield,141,22,95.0
CHAR_02646,Shield,55,18,17.0
CHAR_06443,Sword,109,76,23.0
CHAR_09190,Sword,146,53,54.0
CHAR_07388,Shield,127,91,23.0
CHAR_00256,Bow,100,26,16.0
CHAR_09096,Sword,55,59,51.0
CHAR_04350,Sword,75,15,86.0
CHAR_08468,Bow,99,74,11.0
CHAR_09281,Bow,81,55,60.0
CHAR_05923,Bow,132,19,81.0
CHAR_02155,Sword,69,17,20.0
CHAR_08764,Shield,123,96,25.0
CHAR_10661,Sword,84,60,39.0
CHAR_03715,Shield,91,23,85.0
CHAR_04057,Sword,140,20,75.0
CHAR_10355,Bow,61,57,51.0
CHAR_09948,Shield,59,50,55.0
CHAR_03622,Sword,94,22,86.0
CHAR_05648,Bow,136,21,86.0
CHAR_06458,Staff,136,74,16.0
CHAR_03102,Shield,128,13,89.0
CHAR_00558,Staff,56,22,19.0
CHAR_06679,Staff,143,86,20.0
CHAR_06321,Bow,149,90,22.0
CHAR_01436,Staff,75,19,26.0
CHAR_00507,Staff,52,16,20.0
CHAR_05275,Staff,74,22,90.0
CHAR_04472,Staff,97,13,82.0
CHAR_01869,Bow,53,18,17.0
CHAR_05663,Shield,100,30,81.0
CHAR_06452,Shield,76,88,19.0
CHAR_05930,Staff,62,18,82.0
CHAR_08387,Staff,105,81,26.0
CHAR_00755,Shield,104,33,10.0
CHAR_07445,Bow,58,93,10.0
CHAR_07855,Bow,104,87,24.0
CHAR_04050,Shield,121,26,74.0
CHAR_10199,Staff,83,60,48.0
CHAR_03836,Shield,124,26,91.0
CHAR_04386,Staff,136,18,78.0
CHAR_09101,Sword,86,50,53.0
CHAR_02118,Sword,118,7,12.0
CHAR_09244,Staff,103,50,51.0
CHAR_00729,Bow,73,16,8.0
CHAR_00501,Shield,67,30,17.0
CHAR_09781,Bow,68,52,48.0
CHAR_00643,Bow,84,12,20.0
CHAR_07202,Staff,127,81,15.0
CHAR_01539,Staff,95,6,24.0
CHAR_10722,Shield,50,57,
CHAR_01211,Staff,136,17,17.0
CHAR_08854,Shield,102,88,30.0
CHAR_10936,Bow,100,45,45.0
CHAR_00672,Sword,140,18,14.0
CHAR_04915,Bow,123,20,85.0
CHAR_06106,Bow,141,84,19.0
CHAR_06939,Bow,111,93,13.0
CHAR_03377,Sword,113,20,92.0
CHAR_04476,Bow,74,7,79.0
CHAR_05615,Sword,100,14,85.0
CHAR_10845,Staff,110,51,53.0
CHAR_01464,Shield,145,17,17.0
CHAR_04745,Bow,68,15,85.0
CHAR_11248,Shield,72,54,58.0
CHAR_01192,Shield,58,17,26.0
CHAR_03793,Bow,143,16,79.0
CHAR_01872,Shield,57,18,14.0
CHAR_03590,Sword,146,19,90.0
