Car_ID,Year,Mileage,Engine_Size,Fuel_Type,Accident_History,Price
CAR_06878,2023,111570.0,3.5,Diesel,No,3750.0
CAR_06879,2011,45025.0,2.5,Petrol,No,1730.0
CAR_06880,2016,152253.0,3.5,Petrol,No,2220.0
CAR_06881,2021,161732.0,3.0,Petrol,No,2490.0
CAR_06882,2014,112830.0,1.6,Hybrid,No,1570.0
CAR_06883,2024,100269.0,2.5,Hybrid,No,3280.0
CAR_06884,2020,27218.0,3.5,Petrol,No,3910.0
CAR_06885,2014,21371.0,1.6,Petrol,Yes,1960.0
CAR_06886,2012,71215.0,3.0,Diesel,No,1870.0
CAR_06887,2014,65615.0,2.0,Petrol,No,2000.0
CAR_06888,2021,190963.0,1.0,Petrol,No,1170.0
CAR_06889,2011,157806.0,1.6,Diesel,Yes,100.0
CAR_06890,2013,133685.0,2.0,Petrol,Yes,1020.0
CAR_06891,2015,105941.0,1.6,Diesel,No,2030.0
CAR_06892,2010,37637.0,1.6,Petrol,No,1440.0
CAR_06893,2019,195799.0,1.6,Diesel,No,1150.0
CAR_06894,2013,78133.0,3.0,Diesel,Yes,2250.0
CAR_06895,2015,25850.0,2.5,Diesel,No,2970.0
CAR_06896,2018,101291.0,1.6,Diesel,No,2340.0
CAR_06897,2023,175430.0,3.0,Petrol,No,2740.0
CAR_06898,2020,178022.0,1.0,Petrol,No,1380.0
CAR_06899,2025,7138.0,2.5,Petrol,No,4440.0
CAR_06900,2020,177828.0,3.0,Petrol,Yes,1930.0
CAR_06901,2022,57939.0,1.0,Petrol,Yes,2440.0
CAR_06902,2011,12600.0,2.5,Diesel,No,2360.0
CAR_06903,2020,170319.0,3.0,Petrol,No,2310.0
CAR_06904,2016,173454.0,1.0,Petrol,Yes,640.0
CAR_06905,2015,121265.0,3.0,Hybrid,Yes,2050.0
CAR_06906,2011,117015.0,1.0,Diesel,No,520.0
CAR_06907,2017,163558.0,1.6,Petrol,Yes,950.0
CAR_06908,2016,158330.0,1.6,Petrol,No,1030.0
CAR_06909,2020,178571.0,2.5,Petrol,No,1750.0
CAR_06910,2014,112786.0,1.0,Petrol,No,1170.0
CAR_06911,2021,193691.0,1.6,Hybrid,No,1910.0
CAR_06912,2014,199249.0,2.5,Petrol,No,640.0
CAR_06913,2016,27726.0,2.0,Diesel,No,2410.0
CAR_06914,2018,170661.0,1.6,Hybrid,Yes,1330.0
CAR_06915,2020,102465.0,1.6,Diesel,No,2210.0
CAR_06916,2024,80575.0,3.5,Petrol,No,3850.0
CAR_06917,2018,124549.0,3.0,Diesel,No,2130.0
CAR_06918,2018,15913.0,2.0,Hybrid,No,3150.0
CAR_06919,2015,103760.0,1.0,Diesel,Yes,940.0
CAR_06920,2019,174824.0,2.5,Hybrid,No,2000.0
CAR_06921,2015,46625.0,2.0,Diesel,No,2020.0
CAR_06922,2012,88146.0,1.0,Hybrid,No,1000.0
CAR_06923,2010,188199.0,1.6,Hybrid,No,230.0
CAR_06924,2025,,3.5,Diesel,No,4430.0
CAR_06925,2016,74882.0,2.5,Diesel,No,2410.0
CAR_06926,2013,90905.0,2.5,Diesel,No,2000.0
CAR_06927,2010,106293.0,2.0,Diesel,No,1080.0
CAR_06928,2024,128238.0,3.0,Hybrid,No,3400.0
CAR_06929,2017,161135.0,1.0,Petrol,No,1130.0
CAR_06930,2021,93160.0,3.5,Diesel,No,3690.0
CAR_06931,2015,164409.0,3.5,Diesel,No,1760.0
CAR_06932,2015,109076.0,2.0,Diesel,No,1660.0
CAR_06933,2011,71004.0,3.0,Diesel,No,1830.0
CAR_06934,2024,133300.0,3.0,Petrol,No,3020.0
CAR_06935,2010,144956.0,3.0,Petrol,No,1260.0
CAR_06936,2022,113820.0,2.5,Hybrid,No,3430.0
CAR_06937,2023,16040.0,1.0,Hybrid,No,3480.0
CAR_06938,2023,38127.0,1.0,Petrol,No,2960.0
CAR_06939,2011,60633.0,2.0,Diesel,No,1760.0
CAR_06940,2013,60112.0,1.6,Hybrid,Yes,1780.0
CAR_06941,2011,136317.0,2.0,Diesel,No,610.0
CAR_06942,2025,8578.0,1.0,Diesel,No,3690.0
CAR_06943,2010,152358.0,2.5,Petrol,No,1120.0
CAR_06944,2016,56742.0,2.0,Diesel,No,2700.0
CAR_06945,2020,65454.0,1.6,Diesel,No,2460.0
CAR_06946,2020,107942.0,3.5,Diesel,Yes,2590.0
CAR_06947,2024,47105.0,2.0,Diesel,Yes,3400.0
CAR_06948,2021,177472.0,3.0,Petrol,Yes,2220.0
CAR_06949,2017,21647.0,1.6,Hybrid,Yes,2680.0
CAR_06950,2015,91655.0,3.0,Diesel,Yes,2140.0
CAR_06951,2013,170637.0,2.5,Diesel,No,1050.0
CAR_06952,2023,125090.0,1.0,Hybrid,No,2310.0
CAR_06953,2015,62004.0,2.0,Hybrid,No,2200.0
CAR_06954,2012,87048.0,2.0,Hybrid,No,1790.0
CAR_06955,2021,142805.0,3.0,Diesel,No,2580.0
CAR_06956,2017,194786.0,3.0,Diesel,No,1270.0
CAR_06957,2019,179162.0,1.0,Petrol,No,1090.0
CAR_06958,2023,71774.0,2.0,Petrol,Yes,2990.0
CAR_06959,2022,199649.0,1.0,Diesel,Yes,1390.0
CAR_06960,2022,5683.0,3.0,Diesel,Yes,3950.0
CAR_06961,2011,10388.0,3.5,Petrol,No,2530.0
CAR_06962,2014,165649.0,3.0,Hybrid,No,1890.0
CAR_06963,2010,43895.0,1.6,Diesel,No,1350.0
CAR_06964,2015,16850.0,3.0,Diesel,Yes,2750.0
CAR_06965,2011,51244.0,3.0,Petrol,No,1900.0
CAR_06966,2013,88090.0,3.5,Petrol,Yes,2120.0
CAR_06967,2015,147460.0,1.0,Hybrid,Yes,710.0
CAR_06968,2019,126745.0,1.6,Petrol,No,1900.0
CAR_06969,2020,51336.0,1.6,Diesel,Yes,2670.0
CAR_06970,2017,103138.0,2.0,Diesel,No,2230.0
CAR_06971,2021,185612.0,3.5,Diesel,No,2610.0
CAR_06972,2017,163927.0,2.5,Diesel,No,1770.0
CAR_06973,2020,68022.0,2.0,Petrol,Yes,2590.0
CAR_06974,2015,196542.0,2.0,Petrol,No,1120.0
CAR_06975,2013,143181.0,2.0,Diesel,No,840.0
CAR_06976,2017,17178.0,1.6,Diesel,No,2460.0
CAR_06977,2022,11856.0,1.0,Petrol,No,2940.0
CAR_06978,2017,37840.0,3.0,Petrol,Yes,2980.0
CAR_06979,2019,146932.0,1.6,Petrol,No,1660.0
CAR_06980,2023,40829.0,3.0,Diesel,Yes,3520.0
CAR_06981,2010,104740.0,3.0,Petrol,No,1410.0
CAR_06982,2025,23186.0,2.5,Petrol,No,4700.0
CAR_06983,2013,184573.0,2.0,Diesel,No,690.0
CAR_06984,2013,72072.0,2.5,Petrol,No,2270.0
CAR_06985,2016,182086.0,2.0,Diesel,No,820.0
CAR_06986,2025,189251.0,1.6,Petrol,No,2220.0
CAR_06987,2023,6195.0,3.0,Hybrid,No,4690.0
CAR_06988,2023,95506.0,2.5,Petrol,No,3380.0
CAR_06989,2020,9808.0,3.5,Petrol,No,4100.0
CAR_06990,2016,182195.0,1.6,Hybrid,No,1280.0
CAR_06991,2025,106089.0,1.6,Petrol,No,3090.0
CAR_06992,2022,19614.0,3.5,Diesel,No,4370.0
CAR_06993,2020,26504.0,2.0,Petrol,Yes,2850.0
CAR_06994,2024,79784.0,3.0,Petrol,No,3510.0
CAR_06995,2017,188346.0,2.0,Diesel,No,780.0
CAR_06996,2025,140117.0,2.0,Hybrid,No,2910.0
CAR_06997,2020,174186.0,1.6,Petrol,No,1530.0
CAR_06998,2014,76459.0,2.0,Diesel,Yes,1400.0
CAR_06999,2016,13427.0,1.0,Diesel,No,2330.0
CAR_07000,2017,194992.0,3.5,Petrol,No,2010.0
CAR_07001,2025,8349.0,3.5,Diesel,No,4670.0
CAR_07002,2024,189792.0,3.0,Petrol,No,2810.0
CAR_07003,2018,76892.0,3.5,Petrol,Yes,2880.0
CAR_07004,2012,6968.0,2.0,Petrol,No,1890.0
CAR_07005,2012,139386.0,2.0,Hybrid,No,1290.0
CAR_07006,2013,196205.0,2.5,Petrol,Yes,250.0
CAR_07007,2014,193297.0,3.0,Diesel,Yes,1380.0
CAR_07008,2019,36383.0,3.0,Petrol,Yes,3420.0
CAR_07009,2010,40343.0,3.5,Petrol,No,2320.0
CAR_07010,2024,115280.0,2.0,Diesel,No,2950.0
CAR_07011,2024,129274.0,1.0,Diesel,Yes,1730.0
CAR_07012,2016,149186.0,2.5,Petrol,No,2010.0
CAR_07013,2018,40305.0,1.0,Petrol,Yes,1830.0
CAR_07014,2017,192006.0,2.0,Hybrid,No,1340.0
CAR_07015,2024,129554.0,3.0,Petrol,No,3180.0
CAR_07016,2024,170174.0,3.0,Diesel,No,2990.0
CAR_07017,2014,110313.0,1.0,Diesel,Yes,690.0
CAR_07018,2023,85784.0,1.6,Diesel,No,2770.0
CAR_07019,2023,195551.0,2.0,Hybrid,Yes,1990.0
CAR_07020,2013,118514.0,3.0,Diesel,No,2070.0
CAR_07021,2021,174040.0,3.5,Petrol,Yes,2370.0
CAR_07022,2016,190892.0,1.6,Petrol,No,350.0
CAR_07023,2014,136694.0,3.0,Petrol,No,1810.0
CAR_07024,2016,112043.0,3.5,Petrol,No,2230.0
CAR_07025,2021,5685.0,3.0,Hybrid,No,4020.0
CAR_07026,2010,12804.0,1.6,Petrol,No,1380.0
CAR_07027,2010,44166.0,1.0,Diesel,No,1200.0
CAR_07028,2025,41272.0,2.0,Diesel,No,3550.0
CAR_07029,2019,54678.0,1.6,Hybrid,No,3000.0
CAR_07030,2023,64462.0,1.6,Diesel,No,3270.0
CAR_07031,2022,75213.0,3.0,Diesel,No,3380.0
CAR_07032,2012,87005.0,3.5,Petrol,No,2280.0
CAR_07033,2023,24279.0,1.6,Diesel,No,3740.0
CAR_07034,2020,13261.0,2.0,Petrol,No,3250.0
CAR_07035,2011,136419.0,1.0,Hybrid,Yes,430.0
CAR_07036,2011,109780.0,3.5,Petrol,No,1840.0
CAR_07037,2016,91608.0,1.0,Petrol,Yes,1050.0
CAR_07038,2021,128716.0,1.0,Petrol,No,2030.0
CAR_07039,2019,166397.0,2.0,Diesel,Yes,1240.0
CAR_07040,2011,88400.0,3.0,Diesel,Yes,1740.0
CAR_07041,2020,130018.0,3.5,Petrol,Yes,2420.0
CAR_07042,2013,190947.0,3.5,Petrol,No,1550.0
CAR_07043,2011,168727.0,2.0,Petrol,Yes,210.0
CAR_07044,2015,88070.0,3.5,Petrol,No,2760.0
CAR_07045,2017,130720.0,1.6,Diesel,Yes,1160.0
CAR_07046,2019,39529.0,2.5,Petrol,No,3280.0
CAR_07047,2025,114302.0,2.5,Diesel,Yes,2550.0
CAR_07048,2013,196359.0,2.5,Petrol,Yes,480.0
CAR_07049,2024,106071.0,1.0,Hybrid,No,2480.0
CAR_07050,2014,185889.0,3.5,Petrol,No,1640.0
CAR_07051,2013,84430.0,2.0,Diesel,No,1500.0
CAR_07052,2012,199775.0,3.5,Diesel,No,940.0
CAR_07053,2014,117948.0,2.0,Petrol,Yes,890.0
CAR_07054,2023,13242.0,3.5,Petrol,Yes,4300.0
CAR_07055,2018,119417.0,1.0,Petrol,No,1340.0
CAR_07056,2017,58542.0,1.6,Petrol,No,2250.0
CAR_07057,2017,11334.0,2.5,Petrol,No,3120.0
CAR_07058,2017,165066.0,2.5,Petrol,No,1440.0
CAR_07059,2021,58767.0,3.5,Petrol,No,3730.0
CAR_07060,2017,160327.0,1.0,Petrol,Yes,530.0
CAR_07061,2016,61202.0,2.5,Petrol,No,2730.0
CAR_07062,2017,42894.0,3.5,Petrol,No,3600.0
CAR_07063,2020,194917.0,3.0,Petrol,No,1790.0
CAR_07064,2023,75521.0,3.5,Diesel,No,3980.0
CAR_07065,2025,122268.0,2.0,Diesel,No,2970.0
CAR_07066,2017,123946.0,2.5,Hybrid,Yes,1780.0
CAR_07067,2022,114292.0,2.5,Petrol,Yes,2640.0
CAR_07068,2023,183366.0,3.0,Petrol,No,2710.0
CAR_07069,2017,136516.0,1.6,Petrol,No,950.0
CAR_07070,2021,83728.0,3.5,Diesel,No,3760.0
CAR_07071,2019,173164.0,1.6,Diesel,Yes,1260.0
CAR_07072,2016,40307.0,3.5,Petrol,No,3240.0
CAR_07073,2021,111126.0,3.0,Diesel,No,2860.0
CAR_07074,2010,190357.0,1.6,Diesel,No,100.0
CAR_07075,2013,126953.0,1.0,Hybrid,No,750.0
CAR_07076,2022,164309.0,3.0,Petrol,No,2910.0
CAR_07077,2022,132444.0,3.5,Petrol,Yes,3110.0
CAR_07078,2025,168677.0,2.0,Petrol,No,2570.0
CAR_07079,2013,189175.0,2.0,Petrol,Yes,100.0
CAR_07080,2014,58220.0,2.0,Hybrid,Yes,2020.0
CAR_07081,2019,38084.0,3.5,Petrol,Yes,3580.0
CAR_07082,2015,99378.0,2.5,Diesel,No,1940.0
CAR_07083,2013,141863.0,3.0,Petrol,No,1610.0
CAR_07084,2024,49302.0,3.0,Petrol,No,4010.0
CAR_07085,2011,5800.0,1.6,Petrol,No,1540.0
CAR_07086,2025,71872.0,3.0,Petrol,No,3700.0
CAR_07087,2015,193928.0,3.0,Diesel,Yes,1040.0
CAR_07088,2024,140519.0,1.6,Hybrid,No,3000.0
CAR_07089,2017,83258.0,3.0,Diesel,No,2520.0
CAR_07090,2024,42552.0,3.0,Diesel,No,4010.0
CAR_07091,2017,74437.0,1.0,Petrol,Yes,1570.0
CAR_07092,2016,38119.0,3.5,Hybrid,Yes,3180.0
CAR_07093,2015,25730.0,1.6,Petrol,No,2350.0
CAR_07094,2011,181815.0,1.0,Hybrid,Yes,100.0
CAR_07095,2024,199542.0,2.5,Diesel,No,2350.0
CAR_07096,2016,37002.0,1.6,Petrol,Yes,2060.0
CAR_07097,2020,15632.0,3.5,Petrol,Yes,3570.0
CAR_07098,2021,69298.0,3.0,Hybrid,No,3570.0
CAR_07099,2023,95024.0,3.0,Petrol,No,3750.0
CAR_07100,2025,44940.0,1.0,Petrol,No,3390.0
CAR_07101,2023,63778.0,1.0,Petrol,No,2870.0
CAR_07102,2014,44170.0,2.5,Diesel,No,2230.0
CAR_07103,2025,155981.0,2.5,Petrol,No,2780.0
CAR_07104,2015,143953.0,3.5,Diesel,No,1850.0
CAR_07105,2019,128816.0,3.0,Hybrid,No,2390.0
CAR_07106,2017,80507.0,2.0,Hybrid,Yes,2090.0
CAR_07107,2025,182263.0,2.5,Petrol,Yes,2300.0
CAR_07108,2023,194059.0,3.0,Diesel,No,2550.0
CAR_07109,2017,38860.0,2.5,Petrol,No,3120.0
CAR_07110,2012,48487.0,1.6,Diesel,No,1490.0
CAR_07111,2021,107498.0,1.0,Hybrid,Yes,2220.0
CAR_07112,2025,22794.0,3.0,Diesel,No,4620.0
CAR_07113,2021,90107.0,2.5,Hybrid,No,3480.0
CAR_07114,2023,118449.0,1.0,Hybrid,No,2240.0
CAR_07115,2016,106804.0,2.0,Petrol,No,2070.0
CAR_07116,2010,69527.0,2.5,Diesel,No,1420.0
CAR_07117,2010,110777.0,3.0,Petrol,No,1230.0
CAR_07118,2016,191966.0,1.6,Petrol,No,770.0
CAR_07119,2024,45173.0,1.0,Petrol,No,2980.0
CAR_07120,2024,132692.0,1.0,Hybrid,Yes,2260.0
CAR_07121,2019,13462.0,1.6,Petrol,No,3180.0
CAR_07122,2018,17951.0,3.0,Diesel,No,3620.0
CAR_07123,2016,112607.0,3.5,Diesel,No,2510.0
CAR_07124,2019,25463.0,2.0,Diesel,No,3330.0
CAR_07125,2014,9358.0,3.5,Diesel,Yes,3040.0
CAR_07126,2017,38445.0,1.6,Petrol,No,2440.0
CAR_07127,2011,115146.0,2.0,Diesel,No,970.0
CAR_07128,2018,142151.0,3.0,Diesel,No,2100.0
CAR_07129,2015,44483.0,2.5,Diesel,Yes,2060.0
CAR_07130,2022,135311.0,2.5,Petrol,Yes,2310.0
CAR_07131,2018,40583.0,3.5,Petrol,No,3330.0
CAR_07132,2025,124624.0,3.0,Hybrid,No,3470.0
CAR_07133,2011,85332.0,2.0,Petrol,No,1110.0
CAR_07134,2012,132491.0,3.5,Petrol,No,1940.0
CAR_07135,2021,199035.0,1.6,Petrol,No,1300.0
CAR_07136,2017,187874.0,3.5,Petrol,No,2090.0
CAR_07137,2010,5835.0,3.0,Petrol,No,2310.0
CAR_07138,2024,177661.0,3.0,Diesel,No,2860.0
CAR_07139,2019,17966.0,2.5,Hybrid,No,3460.0
CAR_07140,2024,190844.0,1.6,Petrol,No,2030.0
CAR_07141,2024,59956.0,2.5,Petrol,No,4210.0
CAR_07142,2024,79497.0,2.0,Diesel,No,3170.0
CAR_07143,2016,22869.0,2.0,Petrol,No,2610.0
CAR_07144,2016,26893.0,1.0,Hybrid,No,2090.0
CAR_07145,2022,146714.0,3.0,Petrol,Yes,2750.0
CAR_07146,2010,189145.0,1.6,Petrol,No,160.0
CAR_07147,2025,124096.0,1.6,Diesel,Yes,2320.0
CAR_07148,2018,144591.0,2.5,Diesel,Yes,1670.0
CAR_07149,2017,153584.0,3.5,Diesel,No,2350.0
CAR_07150,2013,56249.0,3.5,Petrol,No,2650.0
CAR_07151,2019,13820.0,2.5,Petrol,No,3280.0
CAR_07152,2020,5365.0,3.5,Hybrid,No,4200.0
CAR_07153,2014,73377.0,1.6,Hybrid,No,1620.0
CAR_07154,2011,52086.0,2.5,Petrol,No,2080.0
CAR_07155,2022,17152.0,3.5,Hybrid,No,4710.0
CAR_07156,2025,40008.0,1.0,Diesel,No,3680.0
CAR_07157,2018,29277.0,3.0,Diesel,Yes,2910.0
CAR_07158,2024,183401.0,1.0,Petrol,No,1830.0
CAR_07159,2021,32352.0,3.5,Diesel,No,4100.0
CAR_07160,2021,109841.0,2.0,Petrol,No,2630.0
CAR_07161,2015,120656.0,1.6,Diesel,Yes,1170.0
CAR_07162,2012,,1.0,Petrol,No,1330.0
CAR_07163,2021,24316.0,1.0,Diesel,No,3540.0
CAR_07164,2016,67166.0,2.5,Petrol,No,2550.0
CAR_07165,2018,14998.0,2.5,Petrol,No,3620.0
CAR_07166,2012,82156.0,2.5,Petrol,No,1560.0
CAR_07167,2025,41777.0,3.5,Petrol,No,4560.0
CAR_07168,2011,114518.0,2.0,Petrol,No,850.0
CAR_07169,2025,140098.0,1.0,Petrol,No,2400.0
CAR_07170,2016,108763.0,3.0,Hybrid,No,2620.0
CAR_07171,2016,89676.0,2.5,Diesel,No,2710.0
CAR_07172,2013,80530.0,2.0,Diesel,No,1460.0
CAR_07173,2020,169130.0,3.5,Petrol,Yes,2520.0
CAR_07174,2018,47777.0,2.0,Petrol,No,2640.0
CAR_07175,2025,148173.0,2.5,Petrol,No,2910.0
CAR_07176,2023,152709.0,1.6,Diesel,No,2180.0
CAR_07177,2017,86744.0,1.0,Petrol,Yes,1780.0
CAR_07178,2022,62974.0,2.5,Diesel,No,3030.0
CAR_07179,2022,96756.0,3.0,Petrol,No,3420.0
CAR_07180,2010,23177.0,1.0,Hybrid,No,1690.0
CAR_07181,2010,13956.0,2.0,Petrol,No,1670.0
CAR_07182,2014,26763.0,3.0,Petrol,Yes,2640.0
CAR_07183,2015,41493.0,1.0,Diesel,No,1690.0
CAR_07184,2012,103314.0,3.0,Hybrid,No,2360.0
CAR_07185,2022,170582.0,2.0,Diesel,Yes,1540.0
CAR_07186,2018,50950.0,2.5,Petrol,No,3060.0
CAR_07187,2021,187357.0,3.0,Diesel,No,2190.0
CAR_07188,2019,191207.0,2.5,Hybrid,Yes,1560.0
CAR_07189,2023,191986.0,2.0,Petrol,No,1970.0
CAR_07190,2024,168325.0,2.0,Petrol,No,2640.0
CAR_07191,2015,75946.0,3.0,Hybrid,No,2730.0
CAR_07192,2013,19173.0,3.0,Hybrid,Yes,2380.0
CAR_07193,2021,115920.0,2.0,Diesel,No,2570.0
CAR_07194,2016,113943.0,3.0,Hybrid,No,2520.0
CAR_07195,2017,170745.0,3.0,Petrol,Yes,1750.0
CAR_07196,2018,199218.0,3.0,Diesel,No,1780.0
CAR_07197,2022,104091.0,3.5,Diesel,No,3210.0
CAR_07198,2025,72315.0,3.0,Diesel,No,4260.0
CAR_07199,2020,41251.0,1.0,Diesel,No,2820.0
CAR_07200,2015,5936.0,2.0,Hybrid,No,3000.0
CAR_07201,2024,104277.0,2.0,Petrol,No,3120.0
CAR_07202,2015,113326.0,1.6,Petrol,No,1490.0
CAR_07203,2017,165863.0,2.5,Petrol,No,1880.0
CAR_07204,2021,103393.0,1.6,Diesel,No,2690.0
CAR_07205,2014,183711.0,3.0,Petrol,Yes,1070.0
CAR_07206,2023,127476.0,3.0,Hybrid,No,3510.0
CAR_07207,2012,168866.0,1.0,Petrol,No,150.0
CAR_07208,2021,33919.0,1.0,Petrol,No,3290.0
CAR_07209,2012,171791.0,1.0,Diesel,No,100.0
CAR_07210,2022,136653.0,1.0,Diesel,Yes,1500.0
CAR_07211,2015,38195.0,1.0,Petrol,No,1710.0
CAR_07212,2011,42004.0,1.0,Diesel,Yes,1350.0
CAR_07213,2025,185668.0,1.0,Petrol,No,1850.0
CAR_07214,2015,11282.0,1.0,Petrol,Yes,1440.0
CAR_07215,2025,95194.0,3.5,Petrol,No,3890.0
CAR_07216,2022,66128.0,1.0,Diesel,No,2750.0
CAR_07217,2015,134690.0,2.0,Petrol,No,1410.0
CAR_07218,2017,168728.0,1.0,Hybrid,No,1050.0
CAR_07219,2016,75274.0,2.5,Diesel,Yes,2140.0
CAR_07220,2017,88246.0,1.0,Petrol,No,1900.0
CAR_07221,2023,196474.0,3.5,Petrol,Yes,2620.0
CAR_07222,2018,157864.0,3.0,Petrol,No,1960.0
CAR_07223,2015,179955.0,3.5,Diesel,Yes,1460.0
CAR_07224,2023,90559.0,3.5,Diesel,No,4110.0
CAR_07225,2025,50645.0,3.0,Diesel,No,4290.0
CAR_07226,2012,85313.0,1.0,Petrol,Yes,530.0
CAR_07227,2019,144638.0,1.0,Petrol,No,1180.0
CAR_07228,2012,26339.0,3.0,Petrol,No,2590.0
CAR_07229,2025,57741.0,2.5,Petrol,No,3880.0
CAR_07230,2020,14094.0,1.6,Petrol,No,3120.0
CAR_07231,2021,89308.0,2.0,Hybrid,No,3000.0
CAR_07232,2010,166352.0,3.0,Diesel,Yes,400.0
CAR_07233,2020,9809.0,1.0,Diesel,Yes,2860.0
CAR_07234,2024,,2.0,Petrol,No,2720.0
CAR_07235,2022,186837.0,1.0,Petrol,No,1830.0
CAR_07236,2024,51201.0,1.6,Petrol,No,3590.0
CAR_07237,2014,140259.0,1.6,Petrol,No,980.0
CAR_07238,2023,195145.0,3.0,Diesel,Yes,1940.0
CAR_07239,2013,192644.0,2.0,Petrol,No,660.0
CAR_07240,2018,50811.0,3.5,Hybrid,No,3740.0
CAR_07241,2024,24565.0,2.0,Hybrid,No,3910.0
CAR_07242,2018,33915.0,3.5,Petrol,No,3380.0
CAR_07243,2024,141897.0,1.6,Diesel,Yes,2180.0
CAR_07244,2023,146523.0,1.0,Diesel,Yes,1730.0
CAR_07245,2014,136476.0,3.5,Petrol,No,2020.0
CAR_07246,2019,70535.0,3.5,Hybrid,Yes,3300.0
CAR_07247,2013,38107.0,3.0,Petrol,No,2810.0
CAR_07248,2016,,2.5,Diesel,No,1840.0
CAR_07249,2024,99318.0,1.6,Petrol,No,3290.0
CAR_07250,2015,147123.0,3.5,Petrol,No,1700.0
CAR_07251,2013,91065.0,1.6,Petrol,No,1190.0
CAR_07252,2022,71035.0,3.0,Hybrid,No,3550.0
CAR_07253,2022,62228.0,1.0,Petrol,No,2720.0
CAR_07254,2024,46237.0,2.0,Petrol,No,3720.0
CAR_07255,2019,56821.0,1.6,Petrol,No,2930.0
CAR_07256,2011,23492.0,3.0,Petrol,No,2460.0
CAR_07257,2010,72637.0,3.0,Diesel,No,1940.0
CAR_07258,2013,12131.0,3.0,Diesel,Yes,2310.0
CAR_07259,2013,41351.0,2.0,Hybrid,No,1960.0
CAR_07260,2022,150620.0,1.6,Diesel,No,2360.0
CAR_07261,2010,68466.0,3.5,Hybrid,No,2450.0
CAR_07262,2015,135306.0,3.0,Diesel,Yes,1640.0
CAR_07263,2013,144792.0,2.0,Hybrid,No,1030.0
CAR_07264,2010,118331.0,1.0,Petrol,No,800.0
CAR_07265,2010,191946.0,2.5,Petrol,No,500.0
CAR_07266,2024,9181.0,1.6,Hybrid,No,3870.0
CAR_07267,2022,149037.0,2.0,Diesel,Yes,2020.0
CAR_07268,2010,191963.0,2.5,Hybrid,No,240.0
CAR_07269,2017,173143.0,2.5,Petrol,No,1590.0
CAR_07270,2019,37739.0,2.0,Hybrid,No,3080.0
CAR_07271,2017,68730.0,3.5,Diesel,No,3590.0
CAR_07272,2011,38628.0,3.5,Petrol,No,2670.0
CAR_07273,2020,122255.0,2.0,Petrol,No,1770.0
CAR_07274,2022,143877.0,2.0,Petrol,No,2730.0
CAR_07275,2016,66829.0,3.0,Hybrid,No,3010.0
CAR_07276,2023,110204.0,1.0,Diesel,No,2660.0
CAR_07277,2017,139730.0,3.5,Hybrid,Yes,2360.0
CAR_07278,2017,87161.0,3.0,Petrol,Yes,2410.0
CAR_07279,2020,171533.0,2.5,Hybrid,No,2070.0
CAR_07280,2019,155452.0,2.5,Petrol,No,2180.0
CAR_07281,2024,17610.0,2.5,Petrol,No,4390.0
CAR_07282,2020,126119.0,2.0,Petrol,No,1890.0
CAR_07283,2022,50888.0,1.6,Hybrid,No,3130.0
CAR_07284,2016,113716.0,3.0,Petrol,No,2020.0
CAR_07285,2014,191593.0,1.6,Petrol,No,840.0
CAR_07286,2010,176417.0,1.0,Petrol,No,100.0
CAR_07287,2021,83881.0,1.0,Petrol,No,2240.0
CAR_07288,2018,61845.0,3.0,Hybrid,Yes,3200.0
CAR_07289,2022,50709.0,2.5,Diesel,No,3270.0
CAR_07290,2025,108840.0,3.5,Diesel,No,3970.0
CAR_07291,2016,27278.0,1.0,Hybrid,No,2510.0
CAR_07292,2011,112109.0,1.6,Diesel,No,720.0
CAR_07293,2015,5260.0,1.6,Hybrid,No,2700.0
CAR_07294,2011,68151.0,3.5,Petrol,Yes,2020.0
CAR_07295,2024,47887.0,2.0,Hybrid,No,4050.0
CAR_07296,2010,194388.0,2.5,Petrol,Yes,100.0
CAR_07297,2023,146812.0,2.0,Diesel,Yes,2150.0
CAR_07298,2016,73182.0,3.0,Diesel,No,2480.0
CAR_07299,2022,23105.0,1.0,Petrol,No,3180.0
CAR_07300,2025,105776.0,3.5,Petrol,No,3880.0
CAR_07301,2011,46622.0,3.5,Petrol,No,2600.0
CAR_07302,2022,109604.0,3.5,Petrol,No,3190.0
CAR_07303,2023,167896.0,2.0,Diesel,No,2180.0
CAR_07304,2023,125080.0,2.0,Hybrid,No,3300.0
CAR_07305,2011,128589.0,3.0,Diesel,No,1320.0
CAR_07306,2022,110501.0,1.6,Diesel,No,2710.0
CAR_07307,2020,185817.0,1.6,Petrol,Yes,930.0
CAR_07308,2014,186721.0,3.0,Petrol,No,940.0
CAR_07309,2023,104981.0,3.5,Diesel,No,3930.0
CAR_07310,2014,64623.0,1.6,Hybrid,No,2110.0
CAR_07311,2025,94619.0,3.0,Hybrid,Yes,3620.0
CAR_07312,2016,41379.0,1.6,Petrol,No,2610.0
CAR_07313,2010,129087.0,3.0,Diesel,No,1080.0
CAR_07314,2017,102518.0,1.6,Diesel,No,1650.0
CAR_07315,2012,25144.0,3.5,Diesel,Yes,2500.0
CAR_07316,2013,43541.0,2.0,Diesel,No,1960.0
CAR_07317,2024,98528.0,2.0,Diesel,No,2880.0
CAR_07318,2018,178080.0,3.5,Petrol,No,2150.0
CAR_07319,2013,115446.0,1.6,Hybrid,No,1350.0
