CustomerID,Gender,Age,Annual_Income,Spending_Score
CUST_00739,Female,50,19.7,17.4
CUST_12839,Female,30,90.7,86.1
CUST_02683,Male,34,33.2,18.2
CUST_13817,Female,58,84.4,84.9
CUST_11024,Male,55,86.4,9.7
CUST_11056,Female,63,87.2,15.8
CUST_05121,Male,55,21.2,84.1
CUST_06984,Male,23,45.2,39.9
CUST_06795,Female,50,45.8,65.2
CUST_09966,Female,46,80.8,24.6
CUST_07608,Female,31,46.2,45.1
CUST_03518,Male,49,12.4,72.5
CUST_10496,Male,31,88.0,25.5
CUST_02354,Female,37,30.7,19.8
CUST_12656,Female,44,85.2,74.5
CUST_13345,Female,27,88.8,70.1
CUST_00773,Male,22,19.0,21.8
CUST_07965,Male,53,43.2,49.6
CUST_13225,Male,29,81.9,79.6
CUST_05200,Female,56,24.5,79.4
CUST_11836,Male,32,88.5,25.2
CUST_00641,Female,46,29.2,25.7
CUST_10079,Female,22,83.5,19.2
CUST_12591,Male,40,77.6,83.0
CUST_08727,Female,29,51.9,59.0
CUST_03203,Male,24,24.3,82.5
CUST_07288,Male,54,52.9,52.5
CUST_04309,Male,31,30.5,92.7
CUST_05204,Female,52,34.2,81.5
CUST_06249,Male,61,53.2,38.4
CUST_00865,Male,41,23.7,17.9
CUST_05516,Male,56,11.7,87.9
CUST_09617,Male,26,86.2,31.1
CUST_14351,Male,68,87.2,70.5
CUST_14113,Male,21,87.9,77.5
CUST_06923,Male,20,54.7,64.6
CUST_14831,Female,50,83.6,81.3
CUST_10364,Female,69,101.3,30.1
CUST_09415,Female,47,78.3,13.5
CUST_11176,Female,56,81.4,24.1
CUST_00962,Female,59,37.4,14.5
CUST_14793,Male,41,85.8,83.1
CUST_11099,Male,42,,12.3
CUST_11415,Male,24,63.6,15.7
CUST_14363,Female,68,71.2,89.9
CUST_10477,Female,67,83.0,24.8
CUST_13139,Female,49,80.2,78.9
CUST_03309,Female,47,13.5,78.2
CUST_02166,Male,22,29.5,21.2
CUST_00363,Female,67,25.1,22.1
CUST_11448,Female,38,91.5,13.0
CUST_03723,Female,41,31.2,76.1
CUST_02825,Female,58,23.9,20.5
CUST_05133,Female,40,21.6,79.0
CUST_07670,Female,19,66.5,43.1
CUST_03597,Male,48,31.0,82.4
CUST_04726,Male,31,20.0,81.8
CUST_00546,Female,22,29.4,20.3
CUST_02940,Female,45,10.6,28.4
CUST_00471,Male,63,28.9,19.4
CUST_01641,Male,22,12.1,25.3
CUST_12935,Male,56,88.7,69.9
CUST_03338,Male,29,25.2,72.8
CUST_08216,Female,36,49.4,56.3
CUST_01172,Male,40,12.1,26.6
CUST_06983,Male,54,65.0,57.4
CUST_09401,Female,65,75.1,28.7
CUST_05273,Female,35,27.8,87.2
CUST_06672,Female,36,56.3,53.6
CUST_06085,Female,51,80.2,53.7
CUST_10598,Male,26,71.5,21.9
CUST_08014,Female,51,71.7,64.7
CUST_12884,Male,29,96.7,88.7
CUST_14480,Male,65,80.6,95.5
CUST_03364,Female,52,16.6,94.3
CUST_14727,Male,45,90.1,93.4
CUST_08309,Male,50,56.3,37.6
CUST_06724,Female,35,56.4,41.9
CUST_12827,Female,22,83.9,79.5
CUST_01410,Male,69,23.3,25.1
CUST_09440,Female,62,74.6,11.5
CUST_10036,Female,45,85.7,10.6
CUST_06666,Female,40,59.9,73.8
CUST_08276,Female,43,39.7,51.3
CUST_12359,Female,18,83.8,99.6
CUST_02694,Female,37,17.0,6.9
CUST_00815,Male,18,27.9,14.9
CUST_06500,Female,53,55.1,55.3
CUST_06762,Female,68,47.8,57.1
CUST_10763,Male,32,91.6,19.8
CUST_07322,Male,63,56.0,68.5
CUST_02131,Female,49,29.6,18.2
CUST_01797,Female,37,32.6,26.9
CUST_10625,Female,64,90.4,15.4
CUST_07727,Female,60,63.5,66.4
CUST_04575,Male,52,30.3,81.9
CUST_05190,Female,26,43.8,87.6
CUST_03122,Male,24,20.2,84.0
CUST_07540,Female,55,52.8,49.3
CUST_05853,Male,64,18.9,85.0
CUST_05365,Female,40,12.4,82.7
CUST_09043,Female,23,90.4,19.1
CUST_04275,Female,50,14.4,74.1
CUST_13891,Male,65,90.8,84.1
CUST_03089,Female,50,37.7,87.0
CUST_13093,Female,50,80.9,66.1
CUST_12710,Male,20,79.0,78.0
CUST_14975,Male,40,90.0,76.3
CUST_09609,Female,53,91.3,25.7
CUST_05253,Female,39,21.9,64.9
CUST_00237,Female,48,34.9,18.5
CUST_01532,Male,49,15.9,21.9
CUST_14137,Male,63,87.5,95.2
CUST_08402,Female,34,60.0,38.4
CUST_03410,Male,29,40.9,94.7
CUST_02831,Male,59,25.0,11.1
CUST_13672,Male,54,80.1,94.6
CUST_07779,Male,35,21.9,48.5
CUST_01535,Female,69,17.4,30.2
CUST_13764,Male,36,94.2,83.2
CUST_03879,Male,54,13.7,69.6
CUST_07435,Male,36,58.3,58.7
CUST_05302,Male,31,26.5,65.2
CUST_08909,Female,22,60.0,32.9
CUST_12856,Female,57,80.1,90.5
CUST_09407,Female,44,100.7,41.4
CUST_01299,Male,30,32.2,17.0
CUST_06739,Male,64,58.5,52.0
CUST_06273,Female,56,52.7,51.7
CUST_05499,Male,42,31.3,77.7
CUST_09230,Female,62,92.6,17.4
CUST_14969,Female,61,84.5,86.9
CUST_10046,Male,59,74.5,26.9
CUST_06934,Male,28,61.7,56.7
CUST_08183,Female,51,65.2,41.3
CUST_10701,Female,69,86.2,28.0
CUST_12002,Female,44,77.6,74.6
CUST_01480,Female,47,20.1,16.3
CUST_02793,Female,64,21.1,3.6
CUST_01601,Female,31,26.3,27.7
CUST_14674,Female,53,71.0,71.1
CUST_05091,Male,54,30.9,85.0
CUST_07983,Female,45,51.1,61.1
CUST_07067,Female,45,56.6,55.6
CUST_06804,Female,31,50.4,36.4
CUST_02329,Female,52,26.5,15.2
CUST_08552,Female,30,67.0,37.2
CUST_08337,Male,60,53.4,46.8
CUST_09247,Male,45,73.2,23.9
CUST_10781,Male,32,72.6,17.2
CUST_03661,Female,39,21.4,82.0
CUST_08437,Female,20,32.7,47.4
CUST_12267,Male,69,89.4,74.8
CUST_00555,Male,64,23.9,21.3
CUST_04825,Female,66,34.0,85.4
CUST_01163,Male,50,18.4,17.7
CUST_05680,Male,27,35.6,75.3
CUST_09589,Male,22,97.7,28.4
CUST_04715,Male,35,31.9,73.4
CUST_00397,Male,61,18.5,26.3
CUST_11631,Male,22,88.7,22.9
CUST_02506,Male,51,25.1,18.6
CUST_13202,Female,32,85.6,84.3
CUST_03836,Female,43,27.7,77.7
CUST_14025,Female,28,99.0,87.6
CUST_09193,Female,29,85.7,19.0
CUST_03010,Female,24,27.0,83.2
CUST_10226,Male,58,84.5,14.7
CUST_00723,Male,38,21.8,23.5
CUST_00300,Male,42,29.5,14.5
CUST_12590,Female,66,85.8,85.6
CUST_08908,Male,51,50.2,39.7
CUST_07328,Male,43,57.1,40.8
CUST_04294,Female,49,19.4,78.3
CUST_08113,Male,48,73.2,49.8
CUST_04185,Female,47,21.9,72.7
CUST_13488,Male,23,95.4,96.6
CUST_06954,Male,67,48.2,63.2
CUST_08269,Male,40,32.6,35.6
CUST_14750,Male,41,86.7,79.2
CUST_03142,Female,28,20.2,75.1
CUST_09939,Female,64,83.4,12.0
CUST_14327,Female,57,92.4,93.8
CUST_11206,Female,63,84.2,12.4
CUST_03205,Female,54,28.5,79.2
CUST_04955,Female,18,26.7,87.7
CUST_04582,Female,36,32.5,79.5
CUST_13601,Female,37,78.4,64.5
CUST_07367,Female,66,55.5,33.5
CUST_14945,Female,52,91.1,96.4
CUST_09770,Male,67,79.7,33.3
CUST_14691,Male,27,81.1,89.8
CUST_13241,Female,28,79.7,86.1
CUST_07433,Female,45,65.2,65.4
CUST_07704,Female,23,53.5,60.2
CUST_12279,Female,52,94.7,81.9
CUST_01152,Male,45,37.0,38.7
CUST_14986,Male,59,92.6,91.2
CUST_06965,Female,27,56.8,32.1
CUST_01212,Male,42,15.8,23.1
CUST_04503,Female,21,23.4,87.8
CUST_07055,Male,64,47.1,45.3
CUST_10118,Female,66,83.9,35.8
CUST_12297,Female,33,82.0,79.8
CUST_14553,Male,32,72.5,80.0
CUST_05894,Female,61,37.8,85.4
CUST_12127,Female,30,85.3,76.7
CUST_08637,Female,56,53.7,42.4
CUST_13928,Male,41,75.8,83.3
CUST_05427,Female,38,18.5,73.8
CUST_13697,Female,18,66.9,78.4
CUST_10934,Male,21,65.6,20.7
CUST_00665,Female,35,34.2,27.3
CUST_13533,Male,59,98.1,74.5
CUST_07216,Male,45,69.5,52.4
CUST_05994,Male,66,45.4,93.7
CUST_00642,Female,47,20.3,12.0
CUST_13874,Female,47,80.3,76.8
CUST_03767,Male,45,20.8,71.4
CUST_04272,Female,21,25.5,95.4
CUST_14346,Female,48,91.1,69.2
CUST_14507,Female,56,82.1,72.7
CUST_06123,Male,61,57.5,43.4
CUST_08331,Male,48,57.4,60.4
CUST_00786,Female,48,26.8,11.9
CUST_02857,Male,57,27.4,17.4
CUST_06112,Male,54,48.9,63.4
CUST_10612,Female,44,77.5,11.7
CUST_03202,Female,59,29.2,90.7
CUST_12931,Male,38,93.7,75.6
CUST_08916,Male,49,54.0,37.7
CUST_10315,Male,46,96.0,16.4
CUST_07600,Male,41,64.6,57.6
CUST_04187,Male,65,23.5,78.4
CUST_07853,Female,51,43.6,43.5
CUST_13256,Male,47,80.1,93.0
CUST_12431,Male,41,71.6,81.1
CUST_04824,Female,68,27.5,81.7
CUST_08332,Male,59,56.1,56.3
CUST_06067,Female,34,51.2,54.3
CUST_02905,Male,52,31.6,28.7
CUST_04626,Female,42,21.5,69.5
CUST_09635,Male,60,74.3,33.0
CUST_00996,Female,66,32.1,24.2
CUST_07131,Female,27,59.6,59.1
CUST_13513,Male,54,92.2,87.5
CUST_14513,Male,31,83.1,76.9
CUST_07246,Female,30,47.9,56.5
CUST_10702,Male,58,79.9,21.5
CUST_06408,Female,49,56.0,55.5
CUST_07787,Female,34,58.0,55.7
CUST_06250,Female,22,60.1,39.8
CUST_09205,Female,35,93.7,24.8
CUST_08055,Female,46,53.2,58.0
CUST_14296,Female,66,77.3,73.4
CUST_05523,Male,52,36.6,75.3
CUST_13089,Female,39,92.0,86.0
CUST_07505,Female,51,51.7,65.5
CUST_00156,Female,61,30.0,24.9
CUST_09868,Female,40,103.9,27.0
CUST_03085,Female,68,17.9,81.1
CUST_10425,Male,65,74.3,17.7
CUST_01552,Female,21,20.6,22.2
CUST_08774,Male,33,74.7,39.6
CUST_14598,Male,45,86.1,84.2
CUST_00495,Male,44,26.3,7.7
CUST_02321,Female,19,23.6,28.3
CUST_00912,Female,25,26.0,22.7
CUST_09044,Male,18,85.1,22.0
CUST_00151,Female,36,29.5,23.7
CUST_13270,Female,63,83.5,70.5
CUST_11379,Male,26,76.3,6.7
CUST_10243,Male,59,83.0,14.4
CUST_01738,Female,19,30.9,7.4
CUST_03001,Male,31,17.5,75.6
CUST_09263,Female,18,72.4,20.5
CUST_06961,Male,56,54.8,66.8
CUST_13523,Female,25,72.5,82.4
CUST_02883,Male,58,28.8,19.5
CUST_03720,Male,57,39.1,100.0
CUST_07127,Female,45,73.7,46.8
CUST_00888,Female,41,21.3,19.8
CUST_05471,Female,65,30.5,77.2
CUST_03201,Male,58,22.1,84.0
CUST_09696,Female,22,93.8,34.4
CUST_04823,Male,34,29.0,79.8
CUST_04704,Female,46,21.9,90.8
CUST_00343,Female,18,23.6,17.8
CUST_04136,Female,48,20.7,76.9
CUST_10790,Male,41,80.6,20.7
CUST_03188,Female,52,27.9,80.5
CUST_04522,Male,54,22.6,68.1
CUST_02223,Female,67,19.7,20.6
CUST_02121,Male,24,21.5,24.2
CUST_06858,Male,39,64.5,58.2
CUST_10385,Male,54,96.0,36.1
CUST_09669,Female,41,80.3,19.9
CUST_08913,Female,33,49.5,57.3
CUST_11859,Female,58,88.9,15.1
CUST_07366,Female,19,54.6,62.8
CUST_14924,Female,27,79.9,92.9
CUST_04734,Female,29,19.5,79.2
CUST_01465,Female,66,30.2,17.3
CUST_04593,Male,36,11.3,83.1
CUST_03565,Female,27,24.4,78.5
CUST_05840,Female,57,17.1,77.7
CUST_00283,Male,26,12.8,14.0
CUST_13909,Female,23,93.3,74.1
CUST_06175,Female,30,48.5,46.7
CUST_10290,Female,27,83.9,11.6
CUST_04151,Male,65,19.2,81.1
CUST_14501,Male,31,111.8,71.4
CUST_08998,Male,45,47.2,57.9
CUST_07376,Male,29,55.3,34.9
CUST_08542,Female,69,48.5,56.3
CUST_13932,Female,37,108.2,83.7
CUST_08764,Female,20,58.6,53.5
CUST_03161,Male,56,21.9,90.4
CUST_02630,Female,60,32.5,15.3
CUST_11850,Female,52,99.6,14.2
CUST_12765,Male,22,87.5,88.8
CUST_10394,Male,26,74.3,18.2
CUST_01203,Male,55,17.2,25.0
CUST_13678,Male,32,91.5,63.2
CUST_10165,Male,63,74.9,9.6
CUST_00616,Male,62,24.5,35.5
CUST_03114,Male,52,31.6,74.9
CUST_12125,Female,54,80.6,85.6
CUST_07481,Female,23,57.9,49.6
CUST_09330,Male,30,90.7,5.1
CUST_02728,Male,52,21.2,18.3
CUST_12141,Female,59,89.1,72.3
CUST_13437,Male,23,79.6,83.8
CUST_09895,Female,21,92.1,15.8
CUST_01357,Female,28,27.2,7.4
CUST_09567,Female,19,77.2,5.6
CUST_07798,Male,45,59.0,25.9
CUST_11560,Male,20,73.7,14.3
CUST_13412,Female,32,81.4,70.8
CUST_01590,Male,45,30.9,23.1
CUST_14566,Female,58,91.1,80.6
CUST_03140,Female,33,25.9,81.5
CUST_05338,Male,49,33.8,81.4
CUST_00547,Male,61,29.4,19.5
CUST_07118,Female,52,58.5,47.3
CUST_11591,Female,55,72.8,13.3
CUST_13883,Female,29,78.9,81.9
CUST_00026,Female,29,20.9,23.7
CUST_01067,Male,55,22.9,16.6
CUST_03918,Male,42,30.6,79.4
CUST_06604,Male,55,56.4,62.6
CUST_05529,Female,22,20.4,86.5
CUST_06678,Male,22,49.8,42.5
CUST_05398,Female,24,9.8,76.1
CUST_08642,Male,38,63.2,53.0
CUST_08081,Male,35,39.4,57.7
CUST_09608,Female,48,101.7,1.7
CUST_14215,Male,61,68.8,73.4
CUST_00437,Male,32,24.8,30.8
CUST_14093,Male,52,91.1,86.7
CUST_05269,Female,34,10.4,94.9
CUST_01861,Male,18,15.2,9.3
CUST_10442,Male,45,66.3,23.8
CUST_12642,Female,54,75.4,94.5
CUST_02706,Male,24,20.4,25.3
CUST_12671,Female,19,75.1,79.6
CUST_05325,Male,18,23.2,81.9
CUST_06957,Female,21,55.9,46.0
CUST_11527,Female,56,80.5,19.2
CUST_13760,Female,55,91.7,82.8
CUST_11896,Male,55,76.8,13.0
CUST_09125,Male,20,95.5,13.2
CUST_04011,Male,21,10.5,72.4
CUST_13425,Female,61,91.1,85.5
CUST_00534,Male,62,22.2,22.1
CUST_11266,Male,25,76.2,39.6
CUST_00585,Male,53,29.6,21.7
CUST_11941,Female,54,77.1,11.9
CUST_08715,Male,40,60.4,66.5
CUST_12432,Male,63,89.8,69.5
CUST_11430,Female,33,88.5,15.4
CUST_08559,Male,65,59.5,55.5
CUST_06464,Female,19,40.2,27.7
CUST_11741,Female,44,94.6,28.9
CUST_13977,Female,35,85.0,78.9
CUST_01916,Female,60,31.2,11.5
CUST_13243,Female,60,65.0,76.5
CUST_08107,Male,66,43.7,62.8
CUST_14254,Male,68,97.0,74.5
CUST_01910,Male,68,22.6,21.6
CUST_08856,Female,49,67.4,39.7
CUST_08710,Female,63,58.2,46.7
CUST_01133,Male,61,14.3,21.9
CUST_11914,Female,18,99.5,21.4
CUST_10753,Female,68,86.9,24.8
CUST_01317,Female,46,35.2,26.4
CUST_04368,Male,54,26.7,78.1
CUST_08313,Male,36,40.6,45.2
CUST_11456,Female,35,91.9,1.0
CUST_08653,Male,32,49.3,62.8
CUST_07325,Female,50,67.5,38.4
CUST_06080,Male,20,50.8,57.1
CUST_14316,Male,40,96.8,85.5
CUST_02601,Female,47,25.9,24.6
CUST_06568,Male,21,50.9,41.5
CUST_02173,Male,38,24.7,10.5
CUST_03605,Male,19,43.9,77.0
CUST_06429,Female,52,55.1,36.0
CUST_07995,Female,29,42.6,56.4
CUST_03768,Female,49,21.5,63.0
CUST_05077,Female,48,25.6,88.4
CUST_08274,Female,54,69.8,60.1
CUST_04631,Male,33,29.9,73.9
CUST_08756,Male,65,65.9,55.2
CUST_00240,Female,25,24.2,14.3
CUST_08812,Male,49,35.5,50.0
CUST_08421,Male,37,40.0,51.1
CUST_07602,Female,35,58.8,56.1
CUST_11951,Male,47,91.8,16.2
CUST_01867,Male,69,29.8,19.3
CUST_09416,Male,50,83.0,16.0
CUST_14871,Male,55,82.7,80.7
CUST_02521,Female,60,24.0,15.1
CUST_09876,Female,69,85.4,29.3
CUST_01820,Male,67,22.0,18.9
CUST_02410,Male,65,24.1,18.9
CUST_08243,Male,38,50.2,49.0
CUST_06637,Female,31,56.4,35.5
CUST_05187,Male,46,26.1,84.6
CUST_10054,Male,69,95.0,16.4
CUST_04565,Male,48,34.8,96.1
CUST_07942,Male,53,50.1,54.6
CUST_12332,Female,44,86.8,73.8
CUST_06391,Female,55,59.0,43.2
CUST_02118,Female,33,33.6,17.9
CUST_03779,Male,25,18.1,78.3
CUST_04961,Female,52,11.2,88.4
CUST_02809,Male,19,27.3,19.1
CUST_00498,Female,65,35.8,23.8
CUST_13845,Female,63,88.9,73.2
CUST_10022,Male,43,78.5,27.6
CUST_04284,Male,56,28.6,66.2
CUST_10191,Female,21,66.4,26.2
CUST_08969,Female,18,65.5,53.7
CUST_00228,Female,69,24.4,13.8
CUST_08761,Male,55,46.4,67.0
CUST_11452,Female,25,78.0,25.5
CUST_02741,Male,22,25.5,20.2
CUST_12569,Female,29,93.3,79.6
CUST_06001,Female,59,51.7,49.6
CUST_05718,Male,33,23.5,90.2
CUST_10220,Male,63,83.9,34.1
CUST_05583,Male,26,14.8,87.7
CUST_12833,Male,60,82.5,79.5
CUST_12721,Female,24,87.1,75.5
CUST_08719,Male,54,50.3,35.9
CUST_01128,Female,69,30.3,17.5
CUST_10405,Male,53,64.2,10.1
CUST_01706,Male,58,36.9,15.0
CUST_07450,Male,20,49.5,52.7
CUST_03153,Male,66,18.5,86.9
CUST_09482,Female,55,91.0,26.1
CUST_10671,Male,18,101.6,19.1
CUST_14414,Male,48,79.5,75.8
CUST_06240,Male,64,52.6,48.7
CUST_07104,Male,28,46.7,55.9
CUST_09464,Female,42,81.1,13.0
CUST_02721,Male,64,19.9,16.8
CUST_07445,Male,50,48.1,32.0
CUST_07893,Male,65,40.6,55.5
CUST_14462,Female,66,90.6,87.9
CUST_11422,Female,20,97.9,18.2
CUST_08042,Male,64,46.8,62.8
CUST_09144,Male,41,77.3,34.0
CUST_09402,Female,56,81.0,9.7
CUST_11582,Female,66,93.7,26.4
CUST_11178,Male,38,98.3,29.8
CUST_13972,Female,44,95.2,86.4
CUST_12939,Female,32,93.4,90.5
CUST_09985,Male,49,93.7,16.9
CUST_06054,Female,55,56.1,46.7
CUST_10107,Female,66,101.1,13.4
CUST_12169,Female,28,80.0,67.5
CUST_02550,Male,69,31.2,23.0
CUST_07440,Male,26,56.7,60.0
CUST_06768,Male,69,46.1,57.8
CUST_14299,Female,23,86.1,79.0
CUST_13299,Female,56,94.0,79.8
CUST_06449,Male,43,42.5,57.9
CUST_10359,Female,48,89.4,17.5
CUST_14584,Female,20,85.8,78.9
CUST_02644,Female,51,21.4,25.5
CUST_13113,Female,26,92.0,80.7
CUST_04487,Female,28,31.5,72.7
CUST_02061,Male,66,30.7,21.2
CUST_04645,Male,28,19.6,82.7
CUST_14082,Female,63,83.6,77.1
CUST_12959,Male,34,73.3,79.4
CUST_14943,Female,25,83.7,83.5
CUST_13499,Male,24,86.0,75.1
CUST_07265,Male,38,51.8,50.2
CUST_04174,Male,65,29.7,90.3
CUST_12485,Female,55,80.8,73.6
CUST_12711,Male,44,102.9,71.4
CUST_11943,Female,31,85.1,28.7
CUST_00983,Male,26,23.8,19.1
CUST_10171,Male,28,92.5,21.8
CUST_05480,Female,41,1.2,69.9
CUST_11744,Male,46,79.2,24.7
CUST_04797,Female,61,25.8,76.4
CUST_09632,Male,64,80.7,29.5
CUST_03662,Female,63,28.8,85.7
CUST_13804,Female,63,88.3,86.3
CUST_06947,Female,47,59.6,55.7
CUST_04657,Female,33,24.0,67.7
CUST_06414,Male,45,59.6,39.0
CUST_03150,Female,50,23.2,68.5
CUST_12544,Female,20,77.8,87.8
CUST_11051,Male,35,89.2,13.9
CUST_04813,Female,63,26.5,99.2
CUST_05969,Male,26,19.9,93.3
CUST_02939,Female,24,20.1,21.9
CUST_01340,Male,52,29.1,18.2
CUST_01391,Female,49,17.8,13.7
CUST_09673,Female,37,93.9,11.5
CUST_13867,Male,43,80.3,81.0
CUST_09255,Male,21,88.1,26.5
CUST_13864,Female,66,92.9,85.9
CUST_14354,Male,60,84.0,93.7
CUST_09025,Male,59,86.4,19.4
CUST_06146,Female,48,66.3,66.0
CUST_01412,Female,69,24.7,30.2
CUST_02256,Female,59,21.5,14.4
CUST_14944,Male,25,79.4,78.2
CUST_10731,Male,49,77.3,7.1
CUST_06120,Male,30,44.1,51.0
CUST_02212,Male,24,19.6,13.2
CUST_05603,Male,61,28.6,75.3
CUST_06004,Female,39,51.3,45.9
CUST_05417,Male,18,38.2,78.1
CUST_04938,Male,60,40.2,69.1
CUST_03624,Female,36,9.7,68.2
CUST_03158,Female,40,43.6,75.8
CUST_04267,Female,46,35.1,85.7
CUST_00463,Female,66,21.6,22.3
CUST_01754,Female,48,28.0,16.8
CUST_12000,Female,45,79.6,74.3
CUST_09023,Male,65,79.4,12.6
CUST_06380,Male,22,66.6,63.6
CUST_03829,Male,30,31.1,73.3
CUST_00378,Female,22,28.0,21.1
CUST_11586,Male,28,89.4,6.5
CUST_01335,Female,36,20.8,23.5
CUST_14538,Male,66,88.7,75.7
CUST_02716,Male,63,25.6,17.9
CUST_09611,Male,58,89.4,26.9
CUST_13326,Female,36,80.5,86.0
CUST_13546,Male,28,89.9,88.3
CUST_09704,Male,32,90.3,7.5
CUST_06322,Male,30,58.1,66.1
CUST_09225,Male,33,80.0,26.0
CUST_09801,Female,63,83.7,15.6
CUST_01894,Female,69,26.1,27.8
CUST_04661,Female,43,25.8,67.1
CUST_09690,Female,67,93.4,20.4
CUST_07769,Female,64,54.4,53.6
CUST_07090,Female,25,56.9,65.9
CUST_06221,Female,52,48.7,35.6
CUST_09147,Male,35,84.4,9.4
CUST_12448,Female,62,86.5,87.5
CUST_07037,Male,43,77.6,45.0
CUST_08613,Female,69,40.4,52.4
CUST_09545,Female,22,73.5,16.2
CUST_14033,Male,33,83.1,85.9
CUST_13307,Female,25,90.3,65.7
CUST_10323,Female,32,87.4,24.1
CUST_11149,Male,50,80.7,27.7
CUST_03992,Female,23,26.9,73.3
CUST_06691,Male,36,60.3,59.3
CUST_01030,Male,36,30.1,19.2
CUST_02220,Male,51,16.9,21.3
CUST_11590,Female,69,81.5,21.0
CUST_13801,Female,27,77.7,88.5
CUST_03793,Female,34,16.7,86.5
CUST_10933,Male,62,95.0,18.0
CUST_10483,Female,53,84.1,21.1
CUST_04327,Female,56,31.2,70.6
CUST_12813,Male,62,89.2,83.4
CUST_08302,Female,52,75.4,45.8
CUST_14233,Male,24,98.1,77.6
CUST_13185,Female,54,87.2,73.9
CUST_05731,Male,60,20.4,67.9
CUST_02917,Female,49,26.1,17.5
CUST_05586,Female,49,15.5,77.4
CUST_12010,Male,44,90.4,74.6
CUST_06326,Female,41,70.1,53.8
CUST_01515,Male,54,10.1,16.1
CUST_14839,Male,30,72.4,80.4
CUST_13598,Female,47,68.3,88.6
CUST_12601,Female,30,84.1,75.7
CUST_02263,Male,40,16.7,24.6
CUST_04479,Male,20,32.6,77.6
CUST_04239,Female,33,42.7,69.2
CUST_12738,Female,29,95.1,68.8
CUST_12579,Female,51,87.7,65.8
CUST_00893,Female,34,23.1,15.5
CUST_01490,Male,53,26.6,27.6
CUST_12007,Male,65,87.5,89.9
CUST_09657,Male,53,89.8,19.8
CUST_08516,Male,62,54.8,34.0
CUST_02933,Male,23,21.1,15.8
CUST_13784,Female,35,62.5,79.6
CUST_01129,Male,61,9.4,21.2
CUST_00731,Female,61,23.7,14.9
CUST_03084,Female,65,23.7,83.5
CUST_07297,Female,49,36.2,32.0
CUST_04588,Male,62,35.1,75.7
CUST_02795,Male,37,21.7,18.5
CUST_07601,Male,58,42.1,56.6
CUST_00798,Female,29,28.7,32.3
CUST_06232,Female,25,57.6,47.1
CUST_00734,Male,21,17.8,22.7
CUST_08688,Male,27,61.5,36.5
CUST_02244,Male,46,30.3,20.0
CUST_00178,Female,49,24.9,18.3
CUST_01174,Male,24,29.2,17.6
CUST_00790,Male,18,26.2,26.9
CUST_12026,Male,30,85.0,84.1
CUST_00198,Female,32,14.7,28.1
CUST_10239,Male,39,68.8,10.9
CUST_07675,Female,51,51.1,41.1
CUST_00548,Female,37,25.5,8.0
CUST_03339,Female,32,19.8,75.6
CUST_09213,Female,66,85.3,14.8
CUST_07465,Male,68,79.4,36.6
CUST_08699,Male,19,44.7,54.8
CUST_13278,Male,49,79.8,73.1
CUST_12351,Male,68,93.2,87.0
CUST_07533,Male,48,61.6,57.7
CUST_00066,Female,36,18.6,22.8
CUST_04712,Female,69,32.0,80.2
CUST_05214,Male,26,33.9,70.0
CUST_11995,Male,48,99.8,24.2
CUST_05033,Female,20,22.8,83.5
CUST_13794,Male,26,86.9,65.6
CUST_02572,Male,65,30.4,20.7
CUST_10241,Female,19,81.6,28.0
CUST_14551,Female,65,85.7,72.0
CUST_00622,Male,56,,12.7
CUST_06222,Female,23,46.5,69.6
CUST_00787,Male,51,27.8,19.8
CUST_03332,Female,51,19.2,72.6
CUST_14441,Female,40,86.2,80.7
CUST_06008,Male,34,61.2,42.7
CUST_10974,Male,38,85.4,12.1
CUST_08334,Male,56,55.9,48.1
CUST_13123,Female,35,91.1,78.3
CUST_10525,Female,67,100.5,15.0
CUST_08696,Male,58,58.9,43.5
CUST_00515,Male,28,23.5,10.0
CUST_00478,Female,59,27.1,22.7
CUST_04476,Female,33,17.5,75.6
CUST_12277,Male,68,90.9,81.0
CUST_08818,Female,48,60.4,41.0
CUST_06899,Male,55,69.8,23.9
CUST_01033,Male,64,10.4,19.2
CUST_12158,Male,20,81.4,74.7
CUST_02598,Female,59,31.2,18.0
CUST_01514,Female,63,21.9,20.2
CUST_06191,Male,60,48.2,46.4
CUST_10864,Female,31,92.9,8.7
CUST_07237,Female,45,46.4,54.9
CUST_05753,Female,48,33.8,77.2
CUST_14153,Male,43,93.2,77.2
CUST_12897,Male,52,73.9,83.3
CUST_08236,Male,51,61.3,61.6
CUST_08536,Female,44,64.1,46.1
CUST_05521,Female,32,23.2,88.6
CUST_01462,Female,46,25.6,21.5
CUST_07915,Male,28,54.7,64.3
CUST_01871,Male,49,26.9,21.0
CUST_12386,Male,25,85.1,73.6
CUST_07209,Male,30,64.7,37.3
CUST_10072,Female,38,90.5,31.5
CUST_07349,Male,59,66.0,35.5
CUST_04623,Male,21,28.1,72.1
CUST_12987,Male,58,84.4,71.1
CUST_04818,Female,22,24.4,92.0
CUST_00220,Female,41,27.3,19.8
CUST_12658,Female,46,82.1,76.0
CUST_09002,Female,22,91.0,17.8
CUST_02476,Male,27,29.7,25.8
CUST_04248,Male,32,29.3,89.7
CUST_11441,Female,59,102.0,19.0
CUST_13737,Male,44,71.1,69.1
CUST_12564,Female,44,79.5,88.4
CUST_06487,Male,46,66.5,57.9
CUST_09420,Female,67,82.4,19.1
